WS2::Expletivum	WS2::Tempus	WS2::Infinitiv	WS3::Infinitiv	WS3::Richtungspartikel	WS3::Artikel Milch	WS3::Blankoannotation	WS12::Realisierung des Subjektpronomens	WS12::Wohin?	WS13::Annotation	WS16::Infinitivanschluss	WS16::indefiniter Artikel	WS39::Annotation	WS40::Serialisierung	WS40::Realisierung des Subjektpronomens	WS40::Auxiliar	WS40::Artikel: Präposition mit	WS40::Artikel: Präposition ins Korn
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	88	1	1
1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	3	1	1	1	3	1	1	1	1	1	1	1	1	3	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	4	1	1	1	1	1	1	1	1
1	1	1	3	2	1	1	2	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	4	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
77	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	2	99
2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1	1	1	3	1	1	1	4	1	1	1	1	1	1	1	1	1	1
1	1	1	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	99
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
1	1	6	12	1	1	1	4	1	6	1	1	1	1	2	1	1	1
1	1	1	12	1	1	1	4	1	88	3	1	1	1	2	1	2	1
11	2	6	12	1	1	1	4	1	88	3	1	1	1	2	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	16	1	1	1	4	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1
1	1	1	3	1	1	1	4	1	1	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	3	1	1	1	1	1	4	1	1	1	1	1	1	1	1
1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	88	1	1	1	2	1	1	6	1	1	1	1	1	1	1
1	1	1	2	1	1	1	3	1	1	6	1	1	1	1	1	2	2
1	1	1	2	1	1	1	3	1	1	6	1	1	1	1	1	1	1
1	1	1	2	1	1	1	2	1	1	6	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	6	1	1	1	1	88	1	1
1	1	1	7	1	1	1	2	1	1	6	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	3	1	1	1	1	1	1	6	1	1	1	1	1	1	1
1	1	1	3	1	1	1	2	1	4	1	1	1	1	1	1	1	1
1	1	1	1	11	1	1	1	1	1	1	1	1	1	1	1	1	1
77	1	88	8	1	1	1	2	1	4	6	1	1	1	1	1	1	1
1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	6	1	1	1	1	1	10	1
1	1	1	2	1	1	1	4	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	10	1
1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	2	1
1	1	4	77	1	1	1	1	1	1	6	1	1	1	1	1	1	1
1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	4	1	1	2	1	1	1	2	1	1	1
1	1	1	88	2	1	1	2	1	1	1	1	1	1	2	1	2	1
1	1	1	1	2	1	1	1	1	4	1	1	1	1	2	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	10	1
1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1
1	1	1	88	1	1	1	4	1	1	1	1	1	1	2	1	2	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	88	1	1	1	1	1	1	2	1	1	1	1	1	1	1
1	1	1	2	1	1	1	4	1	1	88	88	1	1	1	1	10	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	10	1
1	1	1	3	2	1	1	2	1	1	1	1	1	1	2	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	88	2	1
1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1
1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	10	1
1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	3	1	1	1	4	1	1	1	1	1	1	2	1	10	1
1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1
1	1	1	88	88	1	1	1	1	1	99	99	1	1	2	1	1	1
1	1	1	3	3	1	1	1	1	4	1	1	1	1	2	1	1	1
1	1	1	1	2	1	1	4	1	1	3	1	1	1	2	1	1	1
1	1	1	3	1	1	1	4	1	1	1	1	1	1	1	1	10	1
1	1	1	2	1	1	1	4	1	1	6	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	4	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	10	1
1	1	4	18	1	1	1	4	1	1	2	1	1	1	1	1	1	1
1	1	1	2	2	1	1	4	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	10	1
1	1	1	3	2	1	1	4	1	1	2	1	1	1	2	1	1	1
1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	10	1
1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1
2	1	3	3	1	1	1	1	1	2	2	1	1	1	1	1	10	1
1	1	1	88	1	1	1	4	1	2	2	1	1	1	1	1	1	1
1	1	1	88	1	1	1	4	1	1	4	1	1	1	2	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	10	1
1	1	1	9	1	1	1	4	1	1	1	1	1	1	1	1	2	1
1	1	1	3	1	1	1	4	1	1	1	1	1	1	2	1	10	1
1	1	2	2	1	1	1	4	1	1	3	1	1	1	2	1	1	1
1	1	1	2	1	1	1	4	1	3	1	1	1	1	2	1	1	1
1	1	1	3	1	1	1	1	1	4	1	1	1	1	2	1	1	1
1	1	1	1	1	1	1	4	1	4	4	1	1	1	2	1	1	1
1	1	1	1	1	1	1	4	1	4	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	4	1	1	1	1	1	1	2	1	10	1
1	1	1	1	2	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
1	1	1	3	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	2	1	4	1	1	4	1	1	1	1	1	1	2	1	10	1
1	1	2	3	1	1	1	4	1	1	3	1	1	1	2	1	1	1
1	1	2	3	1	1	1	4	1	1	1	1	1	1	2	1	2	1
1	1	1	3	1	1	1	4	1	1	1	1	1	1	2	1	2	1
1	1	2	3	1	2	3	1	1	1	1	1	1	1	2	1	2	1
1	1	2	1	1	1	1	4	1	2	1	1	1	1	2	1	1	1
11	1	1	88	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	1	1	1	1	1	1	1	1	10	1	1	1	2	1	1	1
1	1	1	88	1	1	1	4	1	1	1	1	1	1	2	1	2	1
1	1	2	6	1	1	1	4	1	1	3	1	1	1	2	1	1	1
12	1	31	77	1	1	1	1	1	2	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	2	6	1	1	1	4	1	1	3	1	1	1	1	1	2	1
1	1	2	6	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	2	5	1	1	1	4	1	1	1	1	1	1	1	1	2	1
1	1	2	5	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1	1	2	6	3	1	1	4	1	1	1	1	1	1	2	1	2	1
1	1	1	2	1	1	1	4	1	1	3	1	1	1	2	1	1	1
1	1	2	6	1	1	1	4	1	1	1	1	1	1	2	1	2	1
1	1	2	5	1	1	1	4	1	1	3	1	1	1	2	1	2	1
1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
1	1	1	3	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	2	88	1	2	3	4	1	1	1	1	1	1	1	1	1	1
1	1	1	2	3	1	1	2	1	1	1	1	1	1	2	1	2	1
1	1	2	5	1	1	1	1	1	1	1	1	1	1	2	1	1	1
1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	1	2	1
1	1	2	6	1	1	1	4	1	1	1	1	1	1	2	1	1	3
1	1	2	1	1	1	1	1	1	4	1	1	1	1	2	1	1	1
1	1	1	5	1	1	1	4	1	1	1	1	1	1	2	1	2	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	3	1	1	1	4	1	3	3	1	1	1	2	1	2	1
1	1	2	6	1	1	1	4	1	1	3	1	1	1	1	1	2	1
2	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1
11	1	1	88	2	1	1	4	1	1	3	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	2	1
1	1	1	1	2	1	1	4	1	1	1	1	1	1	1	1	1	1
1	1	1	4	2	1	1	4	1	1	4	1	1	1	2	1	1	1
1	1	2	6	1	1	1	1	1	1	1	1	1	1	2	1	2	1
1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	1	2	1
1	1	2	6	1	1	1	1	1	1	1	1	1	1	2	1	2	1
1	1	2	6	1	1	1	4	1	1	3	1	1	1	2	1	2	1
1	1	1	1	2	1	1	4	1	1	1	1	1	1	1	1	1	1
1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	1	4	1	1	3	1	1	1	2	1	2	1
1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	2	1
1	2	1	1	2	1	1	4	1	1	3	1	1	1	1	1	2	1
1	1	1	1	3	1	1	4	1	1	1	1	1	1	2	1	2	1
1	1	2	4	1	77	3	1	1	1	1	1	1	1	1	1	1	1
1	1	2	88	1	1	1	1	1	1	1	1	1	1	2	1	2	1
1	1	2	6	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	1	88	1	1	1	4	1	4	6	1	1	1	2	1	1	1
1	1	77	3	11	1	1	1	1	1	1	1	1	1	2	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	88	1	1	1	4	1	4	6	1	1	1	1	1	10	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	10	1
1	1	4	8	1	1	1	4	1	1	1	1	1	1	2	1	1	1
2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	1	81	1	1	1	4	1	4	7	1	1	1	2	1	1	1
1	1	4	88	88	1	1	4	1	1	6	1	1	1	11	1	10	1
1	1	1	88	1	1	1	4	1	3	6	1	1	1	1	1	10	1
1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	10	1
1	1	1	3	1	1	1	4	1	3	1	1	1	1	2	1	1	1
1	1	4	2	1	1	1	4	1	1	6	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2
1	1	1	2	1	1	1	4	1	4	1	1	1	1	1	1	10	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	1	2	1	1	1	4	1	1	6	1	1	1	1	1	10	1
1	1	1	1	1	1	1	1	1	1	1	88	1	1	2	1	2	1
1	1	1	88	1	1	1	4	1	3	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	3	1	4	1	1	1	1	1	1	10	1
1	1	1	2	1	1	1	4	1	1	6	1	1	1	1	1	10	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1
1	1	4	2	1	1	1	4	1	1	6	1	1	1	1	1	1	1
1	1	1	2	1	1	1	4	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	1	3	1	1	1	1	1	4	1	1	1	1	2	1	1	1
1	1	1	3	1	1	1	4	1	4	1	1	1	1	2	1	1	1
1	1	1	2	1	1	1	2	1	3	6	1	1	2	1	1	10	1
1	1	1	56	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	4	1	4	1	1	1	1	2	1	1	1
1	1	1	2	1	1	1	4	1	1	6	1	1	1	2	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	88	1	1	1	4	1	1	1	88	1	1	2	1	1	1
1	1	1	3	1	1	1	1	1	4	1	1	1	1	2	1	1	1
1	1	4	88	1	1	1	4	1	4	5	1	1	1	2	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	99	99	99	99	99	99
1	1	1	2	1	1	1	4	1	1	3	1	1	1	2	1	10	1
1	1	1	3	1	2	3	1	1	1	1	1	1	1	2	1	1	1
1	1	1	16	1	1	1	1	1	2	1	1	1	1	2	1	10	1
1	1	1	3	1	1	1	4	1	1	2	1	1	1	2	1	1	1
1	1	1	3	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	1	2	1	1	1	4	1	1	1	1	1	1	2	1	10	1
1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	10	1
1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1
1	1	4	88	1	2	3	1	1	4	1	1	1	1	2	1	10	1
1	1	4	88	1	1	1	4	1	1	1	1	1	1	2	1	10	1
1	1	1	2	1	1	1	4	1	1	3	1	1	2	2	1	1	1
1	1	4	88	1	1	1	4	1	2	1	1	1	1	2	1	10	1
77	1	5	8	1	2	3	1	1	1	1	1	1	1	2	1	10	1
1	1	5	3	1	1	1	4	1	1	1	1	1	1	2	1	2	1
1	1	1	1	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
1	1	1	8	4	1	1	4	1	1	1	1	1	1	2	1	10	1
1	1	1	3	1	1	1	4	1	1	1	1	1	1	2	1	10	1
1	1	1	2	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
11	1	1	2	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	1	1	1	1	1	3	1	1	3	1	1	1	2	1	1	1
1	1	1	2	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	1	3	1	1	1	4	1	1	1	1	1	1	1	1	10	1
1	1	1	1	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	1	3	1	1	1	1	1	1	5	1	1	1	2	1	10	1
1	1	1	2	1	1	1	4	1	1	1	1	1	1	2	1	10	1
1	1	1	1	1	1	1	1	1	1	99	99	1	1	2	1	10	1
1	1	1	3	1	1	1	4	1	1	2	1	1	1	2	1	1	1
1	1	1	88	3	1	1	1	1	1	1	1	1	1	2	1	10	1
1	1	1	88	1	1	1	4	1	2	2	1	1	1	2	1	1	1
1	1	1	1	1	1	1	4	1	4	1	1	1	1	2	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	10	1
1	1	1	3	1	1	1	4	1	4	1	1	1	1	2	1	1	1
1	1	1	3	1	1	1	4	1	1	1	1	1	1	2	1	10	1
1	1	1	3	1	1	1	4	1	4	1	1	1	1	2	1	10	1
1	1	1	1	1	1	1	4	1	4	1	1	1	1	2	1	1	1
1	1	1	2	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1
1	1	1	2	1	1	1	4	1	1	4	1	1	1	2	1	10	1
1	1	1	88	1	1	1	4	1	4	1	1	1	1	2	1	1	1
1	1	4	3	1	1	1	1	1	4	1	1	1	1	2	1	1	1
1	1	5	8	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
1	1	1	88	1	1	1	4	1	1	1	1	1	1	2	1	1	1
2	2	4	8	1	1	1	4	1	2	1	1	1	1	2	1	1	1
1	1	1	8	1	1	1	4	1	1	4	1	1	1	2	1	1	1
2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	5	88	1	2	3	4	1	1	10	1	1	1	2	1	1	1
1	1	5	1	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	6	88	1	1	1	4	1	1	3	1	1	1	2	1	1	1
1	1	6	3	4	1	1	1	2	88	3	1	1	1	2	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	1
1	1	6	3	4	1	1	4	1	2	1	1	1	1	2	1	3	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
77	1	6	3	4	1	1	1	1	1	1	1	1	1	2	1	1	1
1	1	5	3	4	1	1	4	1	1	1	1	1	1	2	1	2	1
1	1	1	88	1	2	3	4	1	2	1	1	1	1	2	1	10	1
2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	88	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	2
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1
1	1	1	3	4	1	1	4	1	1	3	1	1	1	2	1	1	1
1	1	1	6	1	1	1	3	1	1	1	1	1	1	2	1	1	1
1	1	6	3	4	1	1	4	1	1	3	1	1	1	2	1	1	1
1	1	6	3	1	2	3	4	1	1	1	1	1	1	2	1	2	1
1	1	1	1	1	2	77	1	1	1	1	1	1	1	2	1	2	1
1	1	2	88	1	1	1	4	1	1	1	1	1	1	2	1	10	1
1	1	2	88	1	1	1	4	1	88	1	1	1	1	2	1	10	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	6	3	1	1	1	5	1	1	2	1	1	1	2	1	1	1
1	1	1	3	1	1	1	4	1	1	1	1	1	1	2	1	2	1
2	1	1	1	1	1	1	4	1	2	1	1	1	1	1	1	1	1
1	1	5	3	1	1	1	4	1	1	1	1	1	1	2	1	2	1
1	1	1	88	4	2	3	1	1	1	1	1	1	1	2	1	1	1
1	1	1	1	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	5	8	4	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	1	3	1	1	1	4	1	1	1	1	1	2	2	1	1	1
1	1	6	88	4	1	1	4	1	1	3	1	1	1	2	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	4	1	88	1	1	1	1	2	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1
1	1	6	3	1	2	3	1	1	1	1	1	1	1	2	1	1	1
1	1	1	2	1	1	1	4	1	4	1	1	1	1	2	1	1	1
1	1	1	1	1	2	3	4	1	1	3	1	1	1	2	1	4	1
1	1	1	3	4	1	1	4	1	88	3	1	1	1	2	1	2	1
1	1	1	88	4	1	1	4	1	2	1	1	1	1	2	1	10	1
1	1	1	3	1	1	1	4	1	2	1	1	1	1	2	1	10	1
1	1	1	2	4	1	1	1	1	1	5	1	1	1	2	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	3	1	1	1	4	1	1	1	1	1	1	2	1	1	1
2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1
1	1	1	9	4	2	3	4	1	1	1	1	1	1	2	1	1	1
1	1	1	3	1	2	3	4	1	1	1	1	1	1	2	1	1	1
1	1	1	2	1	1	1	4	1	2	1	1	1	1	2	1	2	1
1	1	6	3	3	1	1	4	1	1	2	1	1	1	2	1	2	1
1	1	5	88	1	1	1	4	3	1	1	1	1	1	2	1	1	1
1	1	1	3	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	1	1	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
1	1	1	88	1	1	1	4	1	1	1	1	1	1	2	1	2	1
1	1	6	88	88	1	1	4	1	7	3	1	1	1	2	1	1	1
1	1	1	88	4	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	6	3	1	1	1	4	1	1	5	1	1	1	2	1	2	1
1	1	6	33	1	1	1	4	1	1	3	1	1	1	2	1	2	1
1	1	5	33	4	1	1	1	1	7	1	1	1	1	2	1	1	1
1	1	6	9	88	2	3	2	1	1	10	1	1	1	2	1	1	1
1	1	1	3	1	1	1	1	1	4	1	1	1	1	2	1	1	1
1	1	6	3	1	1	1	4	1	1	1	1	1	1	2	1	2	1
1	2	1	3	4	1	1	1	1	2	88	88	1	1	2	1	1	1
1	1	1	3	1	1	1	4	1	1	1	1	1	1	2	1	2	1
1	1	5	88	1	2	3	4	1	1	1	1	1	1	2	1	1	1
1	1	1	3	1	1	1	4	1	1	1	1	1	1	2	1	1	1
77	1	1	88	88	1	1	4	1	88	3	1	1	1	11	1	1	1
1	1	5	3	4	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	5	3	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	2	3	4	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	6	88	3	1	1	4	1	1	3	1	1	1	2	1	1	1
1	1	6	3	1	1	1	1	1	1	1	1	1	1	2	1	2	1
1	1	6	3	4	1	1	1	1	1	1	1	1	1	2	1	2	1
1	1	6	3	4	1	1	1	1	88	3	1	1	1	2	1	2	1
1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1
11	1	6	3	4	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	1	3	1	1	1	3	1	1	1	1	1	1	2	1	2	1
1	1	1	3	3	1	1	4	1	88	1	1	1	1	2	1	2	1
