WS2::Expletivum	WS2::Tempus	WS2::Infinitiv	WS3::Infinitiv	WS3::Richtungspartikel	WS3::Artikel Milch	WS3::Blankoannotation	WS12::Realisierung des Subjektpronomens	WS12::Wohin?	WS13::Annotation	WS16::Infinitivanschluss	WS16::indefiniter Artikel	WS39::Annotation	WS40::Serialisierung	WS40::Realisierung des Subjektpronomens	WS40::Auxiliar	WS40::Artikel: Präposition mit	WS40::Artikel: Präposition ins Korn
1	1	2	6	1	1	1	4	1	1	3	1	1	1	2	1	1	1
1	1	2	55	1	2	3	4	1	1	3	1	1	1	2	1	3	1
1	1	2	6	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	3	77	1	1	1	4	1	1	1	1	1	1	2	1	2	1
1	1	2	6	1	1	1	4	2	4	88	1	1	1	2	1	1	1
1	1	31	6	1	2	3	4	1	1	3	1	1	1	2	1	3	1
1	1	1	88	1	1	1	4	2	1	88	1	1	1	1	1	2	1
1	1	1	2	1	1	1	1	3	1	1	1	1	1	2	1	2	1
1	1	2	88	88	1	1	4	2	1	3	1	1	1	1	1	2	1
1	1	2	5	1	1	1	5	3	1	5	1	1	1	2	1	1	1
1	1	1	88	1	1	1	1	2	1	5	1	1	1	1	1	1	1
1	1	1	3	1	1	1	4	1	1	3	1	1	1	2	1	2	1
88	1	6	12	1	1	1	4	1	1	3	1	1	1	2	1	1	1
1	1	2	88	88	1	1	4	1	1	3	1	1	1	2	1	1	1
1	1	2	6	4	1	1	4	1	1	3	1	1	1	2	1	1	1
1	1	2	6	1	2	3	4	1	1	1	1	1	1	1	1	1	1
1	1	2	6	4	1	1	4	1	1	3	1	1	1	2	1	1	1
1	1	2	12	3	1	1	4	1	88	3	1	1	1	2	1	2	1
1	1	2	12	1	1	1	4	1	2	3	1	1	1	2	1	1	1
1	1	2	33	4	1	1	4	1	1	3	1	1	1	2	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
11	1	6	88	4	1	1	4	1	2	3	1	1	1	2	1	2	1
1	1	6	88	1	1	1	4	1	1	2	1	1	1	2	1	1	1
1	1	2	6	3	1	1	4	1	2	3	1	1	1	2	1	2	1
1	1	2	9	3	1	1	4	2	1	3	1	1	1	2	1	2	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	2	6	4	1	1	1	1	1	3	1	1	1	2	1	1	1
1	1	2	6	1	1	1	1	1	1	1	88	1	1	2	1	1	1
1	1	2	6	1	1	1	4	1	1	3	1	1	1	2	1	2	1
1	1	3	12	1	2	3	4	1	1	1	1	1	1	2	1	1	1
1	1	2	5	3	2	3	1	1	88	1	1	1	1	2	1	1	1
1	1	2	12	4	1	1	4	1	1	88	1	1	1	2	1	1	3
1	1	2	6	4	1	1	4	1	1	3	1	1	1	2	1	2	1
1	1	2	6	1	1	1	4	1	1	1	1	1	1	2	1	2	1
1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
1	1	2	6	1	1	1	4	1	1	2	1	1	1	2	1	1	1
11	1	2	88	1	1	1	4	1	1	2	1	1	1	2	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1	1	2	12	1	1	1	4	1	2	1	1	1	1	2	1	1	1
1	2	3	12	4	1	1	4	1	1	3	1	1	1	2	1	1	1
1	1	7	66	4	1	1	4	1	88	3	1	1	1	2	1	1	1
1	1	2	6	1	2	3	4	1	1	3	1	1	1	2	1	1	1
1	1	2	6	1	1	1	4	1	1	3	1	1	1	2	1	1	1
1	1	2	6	1	1	1	4	1	2	10	1	1	1	2	1	1	1
1	1	3	6	4	1	1	4	1	1	3	1	1	1	2	1	1	1
1	1	1	6	4	1	1	4	1	1	3	1	1	1	2	1	1	1
1	1	2	6	4	1	1	4	1	1	1	1	1	1	2	1	3	1
1	1	2	88	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	2	6	1	1	1	4	1	1	3	1	1	1	2	1	2	99
1	1	1	3	1	1	1	4	1	88	3	1	1	1	2	1	1	1
1	1	2	6	1	1	1	4	1	1	3	1	1	1	2	1	1	3
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	2	88	88	1	1	4	1	1	1	1	1	1	2	1	1	3
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	2	6	4	1	1	4	1	88	3	88	1	1	2	1	1	1
1	1	31	6	1	1	1	1	1	1	2	1	1	1	2	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	2	6	1	1	1	4	1	2	3	1	1	1	2	1	3	1
1	1	2	88	1	1	1	4	1	1	3	2	1	1	2	1	1	1
11	2	3	6	1	1	1	4	1	5	3	1	1	2	2	1	1	1
1	1	2	3	88	1	1	4	1	4	1	1	1	1	2	1	3	1
1	1	2	6	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	1	2	1	1	1	4	1	3	1	1	1	1	2	1	1	1
1	1	2	6	4	1	1	4	1	1	3	1	1	1	2	1	1	1
1	2	3	6	1	1	1	4	1	2	3	1	1	1	2	1	3	1
1	1	31	5	1	1	1	4	1	1	10	1	1	1	2	1	1	1
1	1	2	5	1	1	1	4	1	4	20	1	1	1	2	1	1	1
1	1	2	6	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	5	88	4	1	1	4	1	1	1	1	1	1	2	1	2	1
1	1	5	2	3	1	1	5	1	11	4	1	1	1	2	1	1	1
1	1	1	2	1	1	1	4	1	1	1	88	1	1	1	1	1	1
11	2	6	12	3	1	1	4	1	2	3	88	1	1	2	1	1	99
1	1	2	88	1	2	3	4	1	2	3	1	1	1	2	1	1	1
1	1	2	5	1	1	1	4	1	1	3	1	1	1	2	1	1	1
1	1	1	9	4	1	1	4	1	1	3	1	1	1	2	1	1	1
1	1	1	8	4	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	2	6	4	1	1	4	1	1	10	1	1	1	2	1	1	1
1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
88	88	88	88	1	1	1	4	1	2	3	1	1	1	2	1	1	1
1	1	2	6	1	1	1	99	99	1	1	1	1	1	2	1	1	2
1	1	6	12	4	1	1	4	1	2	3	1	1	1	2	1	2	1
11	1	2	6	1	1	1	4	1	1	3	1	1	1	2	1	1	1
77	1	6	12	88	1	1	4	1	2	88	88	1	1	2	1	2	1
1	1	2	4	1	1	1	4	1	1	1	1	1	1	2	1	1	1
11	1	2	12	33	1	1	4	1	1	1	1	1	1	11	1	2	1
1	1	2	6	3	1	1	4	1	1	3	1	1	1	2	1	1	1
1	1	6	12	3	1	1	4	1	1	3	1	1	1	2	1	1	1
1	1	6	88	88	1	1	4	1	1	3	1	1	1	2	1	1	1
1	1	3	88	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	2	6	1	2	3	5	1	1	1	1	1	1	2	1	1	1
1	1	2	88	88	1	1	4	1	4	3	1	1	2	2	1	1	1
1	1	1	6	1	1	1	4	1	88	1	1	1	1	2	1	2	1
1	1	2	55	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	5	12	1	1	1	4	1	1	3	1	1	1	2	1	3	1
1	1	1	3	4	1	1	4	1	4	3	1	1	1	2	1	3	1
1	1	2	6	1	1	1	5	1	1	1	1	1	1	2	1	3	1
1	1	1	6	88	1	1	4	2	1	3	1	1	1	2	1	1	1
1	1	2	2	3	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	2	2	1	1	1	4	1	1	1	1	1	1	2	1	3	1
1	1	1	3	1	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	2	6	4	1	1	4	1	1	1	1	1	1	2	1	1	1
1	1	1	88	1	1	1	4	2	1	1	1	1	1	2	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	41	2	1	1	1	13	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	2	1	1	1	88	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1
2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	88	1	1	1	1	1	1	1	1
1	1	4	88	1	1	1	1	1	1	2	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99
2	1	41	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
2	1	1	88	1	1	1	1	1	2	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	1
2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	88	1	1	1	1	1	77	2	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	77
1	1	4	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	4	18	1	1	1	2	1	1	2	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	11	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1
1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	4	1	1	1	1	1	1	1
1	1	1	1	1	1	1	4	1	1	2	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	4	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	10	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1
1	1	4	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	10	1
2	1	1	1	1	1	1	4	1	2	2	1	1	1	1	1	1	1
1	1	4	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1
1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	2	1
2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
2	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	1	1
2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	1
2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
2	1	4	2	1	1	2	1	1	1	2	1	1	1	1	2	1	1
1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2
2	1	1	1	1	1	2	1	1	4	1	1	1	1	1	1	1	2
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	2	1	1	88	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	12	1	1	1	1	1	1	1	1	1	1
1	1	1	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	11	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	88
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	11	11	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	12	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	3	11	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	1	88	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	99	99	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	11	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	4	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	4	2	1	1	1	2	1	1	6	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	88	1	1	1	4	1	2	2	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	98	98	1	1
1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	10	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	88	1	1	1	1	1	4	2	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	10	1	1	1	1	1	1	88	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	4	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	99
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	10	1
1	1	1	3	1	1	1	3	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	2	3	1	1	1	1	1	1	1	77	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	2	3	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1
1	1	1	88	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	1
1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1
1	1	1	88	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	99
1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	1
1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1
1	1	77	1	1	1	1	2	1	3	1	1	1	1	1	1	10	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	2	1	1	4	1	1	1	1	1	1	1	1	1	1
