Quadrant	Longitude	Latitude	Name	Bogennummer	Sprache
50/14	15,11597	48,4355	TRAUNSTEIN	19096	1
47/12	14,35965	48,12637	MARIA LAAH	19138	1
48/12	14,56535	48,11219	HAAG	19144	1
49/12	14,87066	48,12448	AMSTETTEN	19154	1
50/12	15,13802	48,13043	WIESELBURG	19163	1
73/53	21,93005406	54,69998961	GROￃﾟ GERLAUKEN (VJAZOVKA)	1919	1
47/13	14,37301	48,28577	STEYREGG	19225	1
48/13	14,58171	48,27398	SCHWERTBERG	19233	1
74/53	22,21995783	54,67997099	PAKALLNISCHKEN (SUVOROVO)	1924	1
49/13	14,80633	48,26712	BAD KREUZEN	19245	1
50/13	15,06545	48,28211	ALTENMARKT	19257	1
51/14	15,37385	48,44265	ELS	19301	1
52/14	15,61839	48,43843	GNEIXENDORF	19311	1
53/14	15,81873	48,4378	FELS AM WAGRAM	19322	1
54/14	16,12987	48,44154	OBERHAUTZENTAL	19334	1
51/13	15,37381	48,25755	SCHￃﾖNBￃﾜHEL AN DER DONAU	19401	1
52/13	15,56514	48,25859	KARLSTETTEN	19404	1
53/13	15,85976	48,25537	WￃﾜRMLA	19419	1
54/13	16,07034	48,25642	RIED AM RIEDERBERG	19429	1
51/12	15,34061	48,11103	MANK	19479	1
52/12	15,60619	48,10536	WILHELMSBURG	19486	1
53/12	15,862	48,08457	STOLLBERG-SIEDLUNG	19492	1
66/52	19,90818698	54,64428333	PILLAU	1953	1
54/12	16,10967	48,08122	GRUB	19541	1
67/52	20,15361676	54,5820861	PATERSORT (BEREGOVOE)	1956	1
55/14	16,37147	48,42971	OBERGￃﾄNSERNDORF	19564	1
56/14	16,65674	48,39499	RAGGENDORF	19607	1
68/52	20,42971236	54,62002257	BERGAU (TZWETKOWO)	1962	1
57/14	16,84009	48,41077	STILLFRIED AN DER MARCH	19621	1
59/13	17,24752517	48,27003479	GRￃﾜNAU (GRINAVA)	19640	1
55/13	16,37347	48,23057	20. BEZIRK-BRIGITTENAU	19642	1
56/13	16,56927	48,24529	RAASDORF	19646	1
57/13	16,87702	48,24132	BREITENSEE	19657	1
58/13	16,98660986	48,17332242	THEBEN (DEVÍN)	19659	1
55/12	16,34608	48,08334	BIEDERMANNSDORF	19667	1
56/12	16,60641	48,08282	ENZERSDORF AN DER FISCHA	19674	1
58/12	17,06565	48,09174	KITTSEE	19696	1
59/12	17,27654171	48,0994024	MISCHDORF BEI PRESSBURG (NOVￃﾉ KOￅﾠAR	19705	1
57/12	16,85904	48,06596	ROHRAU	19726	1
38/9	12,11833	47,59421	THIERSEE	19739	1
36/9	11,67317112	47,56336878	ACHENWALD	19748	1
69/52	20,75395508	54,59520723	FUCHSBERG (SEMￃﾋNOVO)	1977	1
42/11	13,08	47,94	OBERTRUM AM SEE	19775	1
43/11	13,33222	47,96455	HOCHFELD	19787	1
42/10	13,12175	47,77639	VORDERFAGER	19823	1
39/9	12,39171	47,6314	SCHWENDT	19851	1
40/9	12,56947	47,58457	WAIDRING	19854	1
42/9	13,14376	47,62566	KUCHL	19859	1
70/52	21,02997097	54,6200058	PREGELSWALDE (-)	1987	1
44/11	13,60519	47,94665	SCHￃﾖRFLING	19886	1
45/11	13,84472	47,93463	GSCHWANDT	19896	1
46/11	14,1261	47,93733	SCHLIERBACH	19901	1
43/10	13,36379	47,76694	SANKT GILGEN	19941	1
45/10	13,77433	47,81259	EBENSEE	19945	1
46/10	14,13035	47,80539	STEYRLING	19947	1
44/10	13,62557	47,71194	BAD ISCHL	19956	1
47/10	14,32754	47,72243	WINDISCHGARSTEN	19965	1
44/9	13,61647	47,64116	BAD GOISERN	19971	1
45/9	13,83922	47,62693	GRUNDLSEE	19977	1
46/9	14,07582046	47,55789937	WￃﾖRSCHACHWALD	19993	1
47/11	14,34035	47,92138	TRATTENBACH	20005	1
48/11	14,57161	47,97255	SULZBACH	20008	1
49/11	14,89384	47,94794	YBBSITZ	20019	1
50/11	15,08807	47,92901	GAMING	20023	1
48/10	14,63986	47,82049	KLEINREIFLING	20046	1
51/10	15,31803	47,77347	MARIAZELL	20049	1
50/10	15,18285	47,78945	NEUHAUS	20051	1
49/10	14,8932	47,74374	LASSING	20058	1
47/9	14,36442	47,59107	ARDNING	20062	1
48/9	14,50272	47,59723	WENG	20065	1
49/9	14,76884	47,63452	LAINBACH	20067	1
51/9	15,30481	47,65106	GOLLRAD	20069	1
50/9	15,07837	47,532	OBERORT	20077	1
20/37	7,067507287	52,15805324	WEXT	20090	1
21/37	7,29517	52,11388	LEER	20099	1
22/37	7,588860605	52,12498586	HERBERN	20110	1
23/37	7,842229277	52,1330543	RINGEL	20117	1
24/37	8,14588	52,13922	HILTER AM TEUTOBURGER WALD	20128	1
20/38	7,064048835	52,26572224	BARDEL	20240	1
21/38	7,31817	52,25446	HADDORF	20248	1
22/38	7,58042	52,29816	HÖRSTEL	20259	1
23/38	7,87807	52,31422	WESTERKAPPELN	20269	1
24/38	8,15798	52,31606	ASTRUP	20283	1
20/39	7,047183947	52,43692249	FRENSDORF	20346	1
21/39	7,31002	52,4517	ELBERGEN	20350	1
22/39	7,575270716	52,47498927	SETLAGE	20361	1
23/39	7,82957	52,47625	MERZEN	20370	1
24/39	8,0952	52,47813	VÖRDEN	20381	1
19/40	6,73365	52,54624	WIELEN	20384	1
20/40	6,95028	52,57618	HOOGSTEDE	20446	1
21/40	7,26965	52,60078	GEESTE	20454	1
22/40	7,58304	52,64501	DOHREN	20463	1
23/40	7,80895926	52,64047486	RENSLAGE	20468	1
24/40	8,12092	52,65932	DINKLAGE	20481	1
21/41	7,24493	52,79004	HAREN (EMS)	20543	1
22/41	7,5504	52,78572	HÜVEN	20555	1
23/41	7,78096	52,81598	GAREN	20562	1
24/41	8,06387	52,81064	SEVELTEN	20575	1
21/42	7,23473	52,97142	NEUDERSUM	20589	1
22/42	7,44966	52,95796	NEUBÖRGER	20596	1
23/42	7,76901	52,97003	NEUARENBERG	20599	1
24/42	8,02414	52,95515	GARREL	20604	1
25/41	8,31184	52,83661	VISBEK	20638	1
75/53	22,50016715	54,62991219	ENSKEMEN (-)	2067	1
31/41	9,97514	52,91878	WIETZENDORF	20710	1
27/41	8,878103328	52,86272692	COLONIE SYKE	20734	1
28/41	9,16808	52,87499	MAGELSEN	20753	1
29/41	9,43239	52,86343	NORDKAMPEN	20763	1
30/41	9,7293	52,88191	VIERDE	20774	1
32/41	10,20256	52,8993	SCHMARBECK	20788	1
26/41	8,64481	52,82247	BRÜMSEN	20798	1
76/53	22,73599317	54,63812267	EYDTKAU (EYDTKUHNEN)	2081	1
26/40	8,58443	52,67101	DÖRPEL	20891	1
27/40	8,88406	52,69239	MAASEN	20901	1
28/40	9,21314	52,68797	DRAKENBURG	20917	1
29/40	9,481851913	52,66567501	UNTERRODEWALD	20920	1
30/40	9,75629	52,67757	THￃﾖREN	20933	1
31/40	9,98769	52,73449	HASSEL	20936	1
32/40	10,27333	52,72449	SCHARNHORST	20946	1
25/40	8,36081	52,65057	ASCHEN	20948	1
25/39	8,37572	52,50909	BURLAGE	21024	1
27/39	8,90975	52,52673	HOYSINGHAUSEN	21033	1
28/39	9,20944	52,54802	BROKELOH	21045	1
29/39	9,46636	52,53603	EMPEDE	21050	1
30/39	9,76477	52,55174	GAILHOF	21065	1
31/39	10,0574	52,56429	ADELHEIDSDORF	21074	1
32/39	10,28391	52,57727	NORDBURG	21085	1
64/47	19,21069	53,82183	RODOWO	211	1
26/39	8,64674	52,50044	PREUSSISCH STRÖHEN	21105	1
25/38	8,3898	52,33045	BROCKHAUSEN	21190	1
26/38	8,63405	52,34995	ISENSTEDT	21199	1
27/38	8,95277	52,33325	WIETERSHEIM	21218	1
28/38	9,21751	52,36874	HÜLSHAGEN	21235	1
29/38	9,48492	52,38681	HOLTENSEN	21252	1
71/52	21,27474769	54,57882765	KLEIN NUHR (SUKHODOL'YE)	2127	1
30/38	9,75132	52,3891	LIST	21280	1
31/38	10,06143	52,39489	IMMENSEN	21295	1
32/38	10,32142	52,39354	VOIGTHOLZ-AHLEMISSEN	21305	1
25/36	8,41425	52,0046	STEINHAGEN	21316	1
26/36	8,71676	52,01463	KRENTRUPERHAGEN	21342	1
72/52	21,62013419	54,57005281	SKUNGIRREN (PEN'KI)	2135	1
27/36	9,01787	52,01324	WENDLINGHAUSEN	21355	1
28/36	9,23089	52,02846	REHER	21362	1
29/36	9,54208	52,04508	HARDERODE	21384	1
30/36	9,78734	52,05878	RHEDEN	21405	1
31/36	10,08174	52,038	NETTE	21429	1
32/36	10,32948	52,07531	STEINLAH	21446	1
73/52	21,88330517	54,51668997	KURSCHEN (KUZ'MINO)	2145	1
25/37	8,42817	52,15828	GROSS SCHIPLAGE	21455	1
74/52	22,16975911	54,52012092	KALNEN (-)	2161	1
26/37	8,6718	52,15733	SCHWEICHELN-BERMBECK	21611	1
27/37	8,9677	52,18788	VELTHEIM	21632	1
28/37	9,24711	52,1961	ROHDEN	21666	1
29/37	9,55567	52,20741	SPRINGE	21679	1
30/37	9,76348	52,21504	VARDEGￃﾖTZEN	21687	1
31/37	10,03434	52,21999	RAUTENBERG	21707	1
75/52	22,42986516	54,5016424	SOGINTEN (SVIRSKOE)	2182	1
32/37	10,3324	52,22627	BODENSTEDT	21882	1
33/37	10,58483	52,24025	RAUTHEIM	21902	1
35/37	11,13295	52,24058	BARTENSLEBEN	21936	1
65/51	19,67147972	54,46957437	NARMELN (POLSKI)	2200	1
66/51	19,84999981	54,46997869	LEYSUHNEN (ￅﾠￄﾌUKINO)	2204	1
34/37	10,84096	52,25623	ROTTORF	22044	1
36/37	11,39951	52,24731	HUNDISBURG	22063	1
37/37	11,65499	52,27548	FARSLEBEN	22074	1
38/37	11,93747	52,28307	REESEN	22083	1
39/37	12,23627	52,27553	PAPLITZ	22092	1
33/38	10,59431	52,41361	WASBￃﾜTTEL	22111	1
35/38	11,11387	52,40093	RￃﾄTZLINGEN	22149	1
67/51	20,17466577	54,43254804	HERMSDORF (POGRANIￄﾌNYJ)	2216	1
37/38	11,69646	52,40703	BURGSTALL	22172	1
34/38	10,84171	52,4211	REISLINGEN	22222	1
36/38	11,40384	52,43433	ROXFￃﾖRDE	22249	1
68/51	20,44948952	54,44766449	MORITTEN (OKTJABRSKOE)	2225	1
38/38	11,96126	52,44002	GRIEBEN	22264	1
39/38	12,21537	52,45574	ZABAKUCK	22276	1
33/39	10,56262	52,59885	WESTERHOLZ	22375	1
34/39	10,87697	52,57705	TￃﾜLAU-FAHRENHORST	22384	1
35/39	11,09553257	52,58503126	KￃﾖBBELITZ	22394	1
36/39	11,39427	52,6017	SCHENKENHORST	22407	1
69/51	20,70648261	54,44337509	NAUNIENEN	2242	1
37/39	11,66397	52,60153	QUERSTEDT	22423	1
38/39	11,95658	52,6014	STAFFELDE	22443	1
39/39	12,231	52,59371	GROSSWUDICKE	22453	1
33/40	10,5153	52,75135	MASEL	22574	1
34/40	10,82391	52,78033	HￃﾖDDELSEN	22581	1
35/40	11,09919	52,76301	WￃﾖPEL	22599	1
36/40	11,38085	52,76485	MOLITZ	22621	1
37/40	11,63736	52,76929	RￃﾖNNEBECK	22636	1
38/40	11,91213	52,77979	IDEN	22654	1
39/40	12,19465	52,78429	KUHLHAUSEN	22667	1
34/41	10,83564	52,89159	PROITZE	22685	1
33/41	10,52559	52,92076	HOLDENSTEDT	22773	1
35/41	11,11794	52,92444	WUSTROW (WENDLAND)	22796	1
36/41	11,39455	52,94488	LOMITZ	22810	1
37/41	11,64245	52,9155	JEGGEL	22819	1
38/41	11,92033	52,95775	GROSS LￃﾜBEN	22832	1
39/41	12,2009	52,94353	GￃﾖRIKE	22846	1
19/33	6,89919	51,41868	HOLTHAUSEN	22910	1
20/33	7,14475	51,42633	DAHLHAUSEN	22931	1
21/33	7,440652873	51,45810976	LANGELOH	22965	1
22/33	7,72969	51,46063	HALINGEN	22990	1
23/33	7,96057	51,4516	NEHEIM	22998	1
24/33	8,22732	51,47615	NIEDERBERGHEIM	23010	1
17/34	6,36299	51,57103	KAPELLEN	23021	1
18/34	6,6022	51,54559	RHEINBERG	23031	1
19/34	6,901533702	51,5894299	HOLTHAUSEN BEI KIRCHHELLEN	23184	1
20/34	7,13741	51,59252	HERTEN	23191	1
21/34	7,39916	51,62422	WALTROP	23207	1
22/34	7,66172	51,59444	KAMEN	23218	1
23/34	7,93087	51,65191	NORDDINKER	23231	1
16/35	6,07057	51,70749	KESSEL	23261	1
17/35	6,33914	51,70982	KEHRUM	23271	1
18/35	6,59016	51,72886	HAMMINKELN	23284	1
19/35	6,86433	51,74642	ERLE	23293	1
24/34	8,231584076	51,66488154	GÖTTINGEN	23343	1
76/52	22,66645761	54,4857982	WENSLOWISCHKEN (VOZNESENSKOYE)	2338	1
20/35	7,13224	51,75267	HOLTWICK	23402	1
21/35	7,39511	51,76309	SEPPENRADE	23412	1
22/35	7,5934	51,81826	DAVENSBERG	23419	1
23/35	7,94635	51,80536	VORHELM	23426	1
24/35	8,20222	51,80379	STROMBERG	23435	1
20/36	7,090871267	51,94956678	STOCKUM BEI COESFELD	23453	1
21/36	7,35441	51,92822	NOTTULN	23466	1
22/36	7,61785	51,96303	MÜNSTER	23471	1
23/36	7,89819	51,97427	EINEN	23478	1
24/36	8,14209	51,97737	GREFFEN	23483	1
17/36	6,255515898	51,85708916	SPEELBERG	23494	1
18/36	6,59361	51,87915	HEMDEN	23498	1
19/36	6,85711	51,90792	WESEKE	23507	1
15/31	5,8999	51,01437	TÜDDERN	23545	1
16/31	6,17221	51,03878	PORSELEN	23566	1
17/31	6,40679	51,04786	HOLZWEILER	23602	1
18/31	6,69129	51,07309	EVINGHOVEN	23630	1
19/31	6,974307355	51,08552788	REUSRATH	23817	1
20/31	7,21868086	51,10219986	(STOLZENBERG)	23843	1
21/31	7,482521669	51,11069717	OBERKLÜPPELBERG	23858	1
22/31	7,75338	51,12	VALBERT	23873	1
23/31	8,00787	51,15597	SPORKE	23885	1
24/31	8,28584	51,15411	SCHMALLENBERG	23902	1
16/32	6,16371	51,21195	ELMPT	23906	1
17/32	6,42005	51,22806	HELENABRUNN	23922	1
18/32	6,680221539	51,21619719	WEIßENBERG	23933	1
70/51	20,99338566	54,40519107	MERTENSDORF (TJOMKINO)	2398	1
71/51	21,28673749	54,40141987	TRAUSEN (LIPNYAKI)	2409	1
19/32	6,9077	51,25791	HUBBELRATH	24107	1
20/32	7,19655	51,27156	BARMEN	24134	1
21/32	7,439350364	51,27752811	DELLE	24156	1
22/32	7,67985	51,28832	ALTENA	24167	1
23/32	7,984	51,29586	STOCKUM	24180	1
17/33	6,38696445	51,38212687	WALL	24208	1
18/33	6,6309	51,39584	VENNIKEL	24218	1
72/51	21,56653326	54,36655007	GROￃﾟ PENTLACK (KAMENKA)	2426	1
24/32	8,26093	51,33724	BERGHAUSEN	24336	1
73/51	21,82957764	54,3617094	KOWARREN (ZAOZERNOYE)	2436	1
26/30	8,81166	51,02736	BOTTENDORF	24360	1
27/30	9,09777	51,04852	BERGFREIHEIT	24380	1
28/30	9,35252	51,03159	ROPPERSHAIN	24412	1
29/30	9,63006	51,04594	KONNEFELD	24431	1
30/30	9,8863	51,06005	BERNEBURG	24454	1
31/30	10,13366	51,0732	LￃﾜDERBACH	24466	1
25/31	8,56285	51,15356	ZÜSCHEN	24490	1
74/51	22,13331286	54,34995769	KLESCHOWEN (KUTUSOWO)	2452	1
26/31	8,79521	51,1695	RHADERN	24636	1
27/31	9,08456	51,18648	BUHLEN	24659	1
65/50	19,52712	54,32024	TOLKMICKO	2466	1
28/31	9,33089	51,20406	METZE	24677	1
29/31	9,59177	51,21072	WATTENBACH	24695	1
30/31	9,90463	51,20911	VOCKERODE	24715	1
31/31	10,14349	51,22692	GROSSTￃﾖPFER	24737	1
66/50	19,83808	54,29556	PIERZCHALY	2474	1
67/50	20,09813884	54,30449343	PETERSWALDE (PIOTROWIEC)	2482	1
25/32	8,48993	51,35499	OLSBERG	24884	1
26/32	8,76465	51,34354	SUDECK	24901	1
27/32	9,03822	51,35057	BRAUNSEN	24917	1
28/32	9,30371	51,36918	ZIERENBERG	24926	1
68/50	20,36688	54,27806	SARUNY	2494	1
29/32	9,56267	51,37759	SPEELE	24942	1
30/32	9,86152	51,40459	HERMANNRODE	24959	1
69/50	20,66778	54,26158	WOJCIECHY	2507	1
25/33	8,48718	51,5111	MEISTE	25113	1
26/33	8,74005	51,51591	FÜRSTENBERG	25131	1
27/33	9,02706	51,52914	SCHERFEDE	25136	1
28/33	9,2802	51,53451	KÖRBECKE	25150	1
29/33	9,58599	51,57712	GOTTSTREU	25163	1
30/33	9,84441	51,56385	ESEBECK	25179	1
31/33	10,11311	51,57322	EBERGￃﾖTZEN	25197	1
25/34	8,4739	51,66242	BÖNNINGHAUSEN	25214	1
26/34	8,72275	51,65689	KIRCHBORCHEN	25223	1
27/34	9,03645	51,70522	SIEBENSTERN	25343	1
28/34	9,2916	51,70661	BRUCHHAUSEN	25354	1
29/34	9,55747	51,68976	SCHￃﾖNHAGEN	25363	1
30/34	9,81843	51,72098	OLDENRODE	25373	1
31/34	10,12307	51,7211	MARKE	25391	1
25/35	8,4904	51,81524	WESTERWIEHE	25407	1
26/35	8,773504023	51,83629146	HAUSTENBECK	25514	1
27/35	8,98811	51,85941	HEESTEN	25522	1
28/35	9,27971	51,88107	RISCHENAU	25543	1
29/35	9,52332	51,86619	LOBACH	25560	1
30/35	9,80806	51,87024	WENZEN	25579	1
31/35	10,06521	51,88856	ACKENHAUSEN	25596	1
32/35	10,32269	51,91222	WOLFSHAGEN IM HARZ	25607	1
20/27	7,30554	50,44882	KELL	25798	1
21/27	7,59824	50,45682	STROMBERG	25824	1
22/27	7,83027	50,46395	STAUDT	25845	1
75/51	22,36881	54,311	JURKISZKI	2586	1
23/27	8,10298	50,47351	STEINBACH	25876	1
16/28	6,25276	50,53528	HÖFEN	25904	1
17/28	6,50041	50,57166	GEMÜND	25914	1
76/51	22,66316	54,29125	MACIEJOWIETA	2602	1
18/28	6,7722	50,58589	IVERSHEIM	26141	1
19/28	7,03325	50,58326	GELSDORF	26155	1
20/28	7,27917	50,58777	OHLENBERG	26178	1
21/28	7,56153	50,62782	SEIFEN	26205	1
22/28	7,82891	50,63867	GEHLERT	26228	1
23/28	8,08253	50,64513	WAIGANDSHAIN	26261	1
24/28	8,3276	50,65381	SINN	26283	1
16/29	6,21713	50,70959	VENWEGEN	26312	1
17/29	6,47982	50,72767	ÜDINGEN	26324	1
18/29	6,74579	50,73906	BORR	26351	1
19/29	7,011607837	50,75523282	ROISDORF	26578	1
20/29	7,264558119	50,77189993	GEISTINGEN	26604	1
21/29	7,51208	50,78124	HERCHEN	26627	1
22/29	7,80396	50,77583	MITTELHOF	26642	1
23/29	8,07045	50,80893	WILDEN	26664	1
24/29	8,310579688	50,82959295	STRAßEBERSBACH	26683	1
16/30	6,186462819	50,8673817	MARIAGRUBE	26712	1
17/30	6,46479	50,88445	NIEDERZIER	26734	1
18/30	6,71215	50,91204	HORREM	26753	1
70/50	20,97559	54,24857	RYGARBY	2676	1
19/30	6,99248	50,9154	POLL	26763	1
71/50	21,22078	54,22234	KOLWINY	2691	1
20/30	7,25578	50,93839	HEILIGENHAUS	27003	1
21/30	7,52408	50,94416	FAULMERT	27025	1
72/50	21,52149	54,21336	SROKOWO	2703	1
22/30	7,76182	50,96107	HAHNSEIFEN	27038	1
23/30	8,05073	50,98044	MÜSEN	27064	1
24/30	8,29625	50,99744	SCHAMEDER	27074	1
26/24	8,88892	50,0083	DUDENHOFEN	27106	1
27/24	9,19134	50,02903	WENIGHÖSBACH	27135	1
73/50	21,84831	54,19826	STREGIEL	2715	1
28/24	9,42905	50,03327	WIESTHAL	27150	1
29/24	9,70265	50,03536	MASSENBUCH	27163	1
30/24	9,97227	50,0501	NEUBESSINGEN	27186	1
31/24	10,2216	50,0744	DITTELBRUNN	27209	1
24/25	8,37568	50,14973	VOCKENHAUSEN	27223	1
25/25	8,64714	50,16176	HEDDERNHEIM	27244	1
74/50	22,08998	54,1819	BUDZISKA	2727	1
26/25	8,91949	50,17877	BRUCHKÖBEL	27425	1
27/25	9,15681	50,1871	HAILER	27444	1
75/50	22,3755	54,1671	CHELCHY	2746	1
28/25	9,47236	50,1902	OBERNDORF	27461	1
29/25	9,68792	50,24181	ROSSBACH	27469	1
30/25	9,95785	50,22152	HASSENBACH	27480	1
31/25	10,23457	50,21516	POPPENLAUER	27501	1
24/26	8,38494	50,32567	CRATZENBACH	27507	1
65/49	19,53293	54,15703	WILKOWO	2762	1
25/26	8,61792	50,34179	FRIEDRICHSTAL	27692	1
26/26	8,89683	50,34677	LEIDHECKEN	27719	1
27/26	9,14844	50,36327	GELNHAAR	27742	1
28/26	9,42231	50,36852	ULMBACH	27765	1
29/26	9,6511	50,39612	EICHENRIED	27775	1
30/26	9,91324	50,3768	WILDFLECKEN	27792	1
31/26	10,20383	50,40168	BASTHEIM	27807	1
66/49	19,82948	54,1413	KARWINY	2781	1
24/27	8,38038	50,49119	PHILIPPSTEIN	27821	1
25/27	8,61148	50,49416	DORNHOLZHAUSEN	27835	1
67/49	20,09633	54,14074	KRZYKALY	2800	1
26/27	8,91206	50,51945	NONNENROTH	28010	1
27/27	9,14246	50,51819	GÖTZEN	28027	1
28/27	9,38635	50,53509	ALTENSCHLIRF	28045	1
29/27	9,67469	50,55356	FULDA	28063	1
30/27	9,93294	50,55401	RUPSROTH	28080	1
31/27	10,19182	50,57012	GERTHAUSEN	28107	1
68/49	20,36457	54,08463	MAWRY	2817	1
57/47	17,24179	53,90401	ZOLNA	282	1
69/49	20,66023	54,12332	SARNOWO	2827	1
25/28	8,59958	50,66884	KRUMBACH	28278	1
26/28	8,86344	50,67498	LONDORF	28298	1
27/28	9,08908	50,69377	OTTERBACH	28315	1
28/28	9,42007	50,7215	SCHWARZ	28330	1
29/28	9,65184	50,70307	GROSSENMOOR	28346	1
30/28	9,89733	50,71974	RASDORF	28358	1
31/28	10,16738	50,70277	WIESENTHAL	28369	1
25/29	8,55685	50,82511	HERZHAUSEN	28392	1
70/49	20,94413	54,10143	LEDLAWKI	2846	1
59/47	17,75803	53,87662	KOSOBUDY	285	1
26/29	8,84606	50,86045	BETZIESDORF	28568	1
27/29	9,11693	50,85178	NEUSTADT (HESSEN)	28589	1
28/29	9,34378	50,87003	NEUKIRCHEN	28605	1
29/29	9,64613	50,89148	GITTERSDORF	28623	1
30/29	9,92366	50,8871	HERFA	28640	1
31/29	10,14264	50,87761	FRAUENSEE	28651	1
60/47	18,09997562	53,88253175	KￃﾖNIGSWIESE (LEￅﾚNA HUTA)	289	1
76/50	22,62853	54,10033	BORAWSKIE	2900	1
65/46	19,46122	53,6373	ZABROWO	2906	1
61/47	18,40028	53,85127	LUBICHOWO	291	1
66/46	19,76793	53,66096	STANOWO	2916	1
66/45	19,75882	53,49803	FIJEWO	2923	1
67/44	19,98230035	53,32705066	GROￃﾟ KOSCHLAU	2935	1
66/47	19,79497	53,81492	LIKSAJNY	2955	1
67/47	20,06956	53,7834	MOLZA	2962	1
68/47	20,32869	53,80238	WARKALY	2970	1
65/47	19,4496	53,83722	BUCZNIK	2996	1
63/47	18,94320745	53,86393989	MONTAUERWEIDE	300	1
44/14	13,61357	48,48026	SANKT ROMAN	300660	1
42/13	13,07714	48,26128	REIKERSDORF	300798	1
43/9	13,34504897	47,58758807	RIGAUS	301042	1
71/48	21,17506	53,91539	ZYNDAKI	3058	1
65/48	19,52713	53,98486	RYCHLIKI	3069	1
66/48	19,80014	53,96474	CHOJNIK	3083	1
67/48	20,07338	53,96624	KSIAZNIK	3093	1
68/48	20,36658	53,95943	GLOTOWO	3111	1
51/47	15,54345	53,93552	RYMAN	312	1
69/48	20,64327	53,94733	DERC	3122	1
20/20	7,46276	49,27843	BATTWEILER	31677	1
21/20	7,71516	49,31178	HELTERSBERG	31695	1
22/20	8,00924	49,26181	RAMBERG	31700	1
23/20	8,25607	49,30486	GEINSHEIM	31719	1
15/21	6,16901	49,35763	DIEDENHOFEN	31737	1
16/21	6,44506	49,36868	LAUMESFELD	31765	1
17/21	6,70066	49,39426	BECKINGEN	31789	1
18/21	6,95094	49,41341	CALMESWEILER	31800	1
19/21	7,21036	49,40694	STEINBACH BEI OTTWEILER	31824	1
20/21	7,453633274	49,44090624	DIETSCHWEILER	32019	1
21/21	7,69141	49,47033	SIEGELBACH	32040	1
22/21	7,938705171	49,49097128	ALSENBORN	32053	1
23/21	8,22634	49,48944	ERPOLZHEIM	32067	1
16/22	6,40407	49,5531	KREUZWEILER	32085	1
17/22	6,68176	49,56202	GREIMERATH	32102	1
18/22	6,92447	49,57302	OBERLÖSTERN	32119	1
52/47	15,82486	53,93499	PODWILCZE	324	1
71/49	21,20504	54,0744	JURKOWO	3254	1
72/49	21,49172	54,03376	POZARKI	3267	1
74/49	22,10641	54,0154	GAWLIKI WIELKIE	3272	1
75/49	22,3218	53,99686	SWIETAJNO	3280	1
17/19	6,73469	49,07384	ALTVILLER	32855	1
18/19	7,00819	49,0745	WOUSTVILLER	32883	1
70/59	21,20448314	55,71965786	BARSCHKEN	3301	1
19/19	7,27065	49,0973	RIMLING	33035	1
71/59	21,36403742	55,68662072	DAWILLEN	3304	1
20/19	7,5068	49,10219	ROPPEVILLER	33055	1
21/19	7,77869	49,15063	DAHN	33064	1
70/58	21,28926499	55,59351795	DITTAUEN	3309	1
22/19	8,00686	49,13025	GLEISZELLEN	33102	1
23/19	8,25289	49,15197	HERXHEIMWEYHER	33111	1
16/20	6,44747	49,20661	GUINKIRCHEN	33126	1
17/20	6,69829	49,24256	ÜBERHERRN	33146	1
18/20	6,97751	49,24585	MALSTATT	33159	1
71/58	21,48403217	55,55113505	DEEGELN	3318	1
19/20	7,19974	49,24303	NIEDERWÜRZBACH	33185	1
26/22	8,95083	49,68248	STEINBUCH	33331	1
27/22	9,22005	49,68886	BREITENDIEL	33346	1
28/22	9,46691	49,69109	HUNDHEIM	33364	1
29/22	9,72212	49,71075	STEINBACH	33381	1
30/22	10,00107	49,72382	EIBELSTADT	33400	1
69/56	20,92690302	55,23177528	PILLKOPPEN	3342	1
31/22	10,24405	49,72856	RￃﾖDELSEE	33420	1
70/56	21,26894734	55,19209992	KARKELN	3343	1
71/56	21,42381135	55,21041379	DￃﾜNEN (ACKMENISCHKEN)	3345	1
72/56	21,72199295	55,21450357	PLEINE	3351	1
24/23	8,47034	49,83533	ERFELDEN	33605	1
25/23	8,69787	49,8339	TRAISA	33614	1
73/56	22,0268655	55,19542009	CULLMEN-KULKEN	3362	1
26/23	8,96256	49,84068	HEUBACH	33631	1
69/55	20,85374118	55,15623681	ROSITTEN (RYBACHIY)	3364	1
27/23	9,20105	49,85922	HOFSTETTEN	33648	1
28/23	9,49031	49,86977	BISCHBRUNN	33660	1
29/23	9,69494	49,85804	BIRKENFELD	33677	1
30/23	10,01031	49,88363	RUPPRECHTSHAUSEN	33692	1
31/23	10,22647	49,88995	GAIBACH	33711	1
24/24	8,41048	49,9948	RÜSSELSHEIM	33725	1
25/24	8,66668	49,98671	LANGEN (HESSEN)	33741	1
24/20	8,49951	49,30106	ALTLUSSHEIM	33849	1
25/20	8,75841	49,319	SCHATTHAUSEN	33860	1
74/56	22,28508079	55,1405652	SASSENHￃﾖHE (AUGSGIRREN)	3387	1
26/20	9,00823	49,3472	DAUDENZELL	34001	1
27/20	9,25406	49,34748	BILLIGHEIM	34015	1
28/20	9,48669	49,36603	OBERKESSACH	34025	1
29/20	9,75131	49,37199	AILRINGEN	34044	1
30/20	10,04968	49,41216	LICHTEL	34058	1
31/20	10,29855	49,39891	WINDELSBACH	34065	1
24/21	8,44734	49,48099	LUDWIGSHAFEN AM RHEIN	34076	1
