Quadrant	Longitude	Latitude	Name	Bogennummer	Sprache
44/3	13,62932	46,62924	BLEIBERG-KREUTH	44117	1
45/3	13,84913	46,61814	VILLACH	44124	1
46/3	14,09615	46,6028	SCHIEFLING	44142	1
46/2	14,15621	46,52731	SUETSCHACH	44162	1
47/5	14,35719	46,96895	SANKT SALVATOR	44174	1
48/5	14,56406	46,95104	HEFT	44182	1
49/5	14,84334	46,94205	SCHIEFLING	44189	1
50/5	15,06027	46,95812	MODRIACH	44196	1
51/5	15,30585759	46,94288017	LAUNEGG	44200	1
47/4	14,34325	46,77864	OBERMￃﾜHLBACH	44234	1
48/4	14,59575692	46,78150471	HOCHFEISTRITZ	44243	1
49/4	14,82185	46,76853	SANKT ANDRￃﾄ	44248	1
50/4	15,05749	46,82465	GLASHￃﾜTTEN	44256	1
51/4	15,2506	46,75716	SANKT PETER IM SULMTAL	44261	1
51/3	15,33322	46,68678	OBERHAAG	44295	1
47/3	14,34094181	46,62086942	KLAGENFURT-HARBACH	44303	1
48/3	14,64	46,59	EBERNDORF	44308	1
50/3	14,99264879	46,63785121	LORENZENBERG	44313	1
49/3	14,83890934	46,59443582	SANKT MARGARETHEN	44314	1
48/2	14,59311	46,48725	BAD EISENKAPPEL	44320	1
53/5	15,79639	46,94074	PALDAU	44333	1
54/5	16,07	46,95	HOHENBRUGG AN DER RAAB	44347	1
55/5	16,23016	46,94766	MOGERSDORF	44358	1
52/5	15,55307	46,91398	ALLERHEILIGEN BEI WILDON	44371	1
52/4	15,53776	46,78113	LEIBNITZ	44398	1
54/4	15,96717	46,76413	KLￃﾖCH	44414	1
53/4	15,81757	46,74348	RATSCHENDORF	44425	1
52/3	15,53005787	46,65028558	LANGEGG	44433	1
49/-2	14,8560774	45,73778552	Ebental (Polom)	44439	1
50/-2	15,02728837	45,72261381	Steinwand (Podstenice)	44442	1
48/-3	14,67181656	45,60384838	Obergras (Trava)	44445	1
49/-3	14,74770542	45,61189263	Göttenitz (Gotenica)	44447	1
50/-3	15,03087485	45,60255868	Nesseltal (Koprivnik)	44454	1
49/-4	14,85834462	45,51864086	Tiefenbach (Briga)	44461	1
50/-4	15,0105791	45,52366898	Unterlag (Spodnji Log)	44465	1
24/10	8,67668	47,65174	WILDENSBUCH	44519	1
25/9	8,92158	47,50308	WITTENWIL	44610	1
26/9	9,17245	47,51119	NEUKIRCH AN DER THUR	44685	1
17/8	7,05489	47,21053	MONT-TRAMELAN	44770	1
18/8	7,33682	47,17484	PIETERLEN	44771	1
18/7	7,24963	47,08695	MERZLIGEN	44796	1
17/7	7,05094	47,0286	GALS	44801	1
19/9	7,43357	47,42091	HUGGERWALD	44832	1
20/9	7,70742	47,43095	ZIEFEN	44851	1
21/9	7,94157	47,45097	ANWIL	44858	1
22/9	8,19271	47,48341	UMIKEN	44888	1
19/8	7,46811	47,26233	GÄNSBRUNNEN	44994	1
20/8	7,71686	47,29035	OENSINGEN	45009	1
21/8	7,98008	47,30166	MÜHLETHAL	45022	1
22/8	8,22892	47,295	MEISTERSCHWANDEN	45067	1
19/7	7,47711	47,10073	MÜLCHI	45192	1
22/6	8,21008	47,00992	EIGENTHAL	45195	1
40/37	12,46878	52,2815	WOLLIN	4521	1
41/37	12,74891	52,28544	RￃﾄDEL	4527	1
22/7	8,22909	47,15072	HILDISRIEDEN	45279	1
21/7	7,99288	47,12224	WILLISAU	45299	1
20/7	7,75229	47,11468	BLEUEN	45312	1
23/9	8,45336	47,48282	DIELSDORF	45345	1
24/9	8,64828	47,48988	UNTERWAGENBURG	45356	1
42/37	13,06389	52,28482	WILDENBRUCH	4539	1
25/8	8,933650889	47,34867219	BODEN BEI FISCHENTHAL	45474	1
43/37	13,31588	52,29388	LￃﾖWENBRUCH	4549	1
26/8	9,19226	47,33685	DICKEN BEI DEGERSHEIM	45492	1
23/8	8,46842	47,315	BONSTETTEN	45501	1
24/8	8,7118	47,33293	RIEDIKON	45529	1
44/37	13,58802	52,29504	DEUTSCH WUSTERHAUSEN	4560	1
24/7	8,74759	47,18729	FEUSISBERG	45611	1
26/7	9,24974	47,18569	STARKENBACH	45627	1
23/7	8,46603	47,13414	RISCH	45630	1
25/7	8,97469	47,17031	REICHENBURG	45644	1
18/6	7,26899	46,91951	SÜRI	45692	1
17/6	7,11169	46,89102	COURLEVON	45694	1
18/5	7,27905	46,75873	BRÜNISRIED	45716	1
17/5	7,16491	46,7464	FERPICLOZ	45718	1
18/4	7,29083	46,575	ABLÄNDSCHEN	45722	1
46/37	14,09297	52,30323	NEU GOLM	4573	1
19/6	7,53639	46,9425	DENTENBERG	45734	1
27/4	9,50106	46,67764	MUTTEN	45758	1
20/6	7,77862	46,95165	OBERFRITTENBACH	45764	1
21/6	8,01947	46,95361	SCHÜPFHEIM	45784	1
55/48	16,65187	54,07285	WIETRZNO	458	1
47/37	14,43839	52,28346	HOHENWALDE	4584	1
19/5	7,53347	46,77956	GURZELEN	45863	1
20/5	7,778154595	46,78695117	LINDEN (OBERLANGENEGG)	45878	1
21/5	8,03502	46,82127	SÖRENBERG	45891	1
22/5	8,15956	46,78539	LUNGERN	45892	1
48/37	14,65486	52,26578	KUNICE	4590	1
49/37	14,92745	52,28483	MIERCZANY	4595	1
19/4	7,55173	46,61887	ENTSCHWIL	45962	1
20/4	7,83214	46,63635	SAXETEN	45980	1
22/4	8,28997	46,65467	GUTTANNEN	45992	1
22/3	8,30435	46,50637	ULRICHEN	46009	1
23/6	8,52515	46,99078	GERSAU	46017	1
24/6	8,72369	46,98729	ILLGAU	46021	1
26/6	9,15179	46,98481	ENGI	46026	1
25/6	9,0456	46,97772	LEUGGELBACH	46027	1
50/37	15,26046	52,26456	TOPOROW	4603	1
25/5	8,99894	46,91957	LINTHAL	46038	1
23/5	8,40439	46,82098	ENGELBERG	46040	1
24/5	8,65031	46,82368	ERSTFELD	46045	1
26/5	9,28213	46,78757	VALENDAS	46048	1
25/4	9,10314	46,75132	MEIERHOF	46050	1
26/4	9,2905	46,66809	CAMANA	46051	1
26/3	9,2436	46,53889	NUFENEN	46055	1
28/6	9,66534	46,98498	FANAS	46059	1
30/6	10,24492	46,9884	MATHON	46070	1
30/5	10,18908688	46,95780239	GALTￃﾜR	46071	1
27/5	9,47688	46,84455	FELSBERG	46073	1
28/5	9,74271	46,91529	FIDERIS	46079	1
45/37	13,88034	52,28599	ALT STAHNSDORF	4608	1
29/5	9,88017	46,88004	KLOSTERS	46083	1
28/4	9,71508	46,7045	WIESEN	46101	1
27/3	9,53685	46,45853	AM BACH	46104	1
18/3	7,32205	46,42482	LAUENEN	46115	1
19/3	7,53458	46,48725	STIEGELSCHWAND	46118	1
21/3	8,1432	46,42441	FIESCHERTAL	46119	1
21/2	8,01442	46,3349	BITSCH	46127	1
19/2	7,66359	46,29695	AGARN	46129	1
20/2	7,81598522	46,28128685	HASEL	46132	1
20/1	7,93672	46,12324	SAAS GRUND	46142	1
21/1	8,11373	46,16129	ZWISCHBERGEN	46143	1
19/0	7,7484	46,02414	Zermatt	46145	1
38/6	12,10710013	47,04166281	PRETTAU (PREDOI)	-46146	1
37/5	11,92143812	46,95139218	LUTTACH (LUTAGO)	46157	1
32/5	10,63866245	46,83825902	HINTERKIRCH (GRAUN)	-46161	1
34/5	11,156652	46,871323	RABENSTEIN (MOOS)	-46162	1
35/5	11,43095197	46,91229351	TSCHￃﾖFS (CEVES)	46170	1
36/5	11,70668566	46,8867533	PFUNDERS (FUNDRES)	-46175	1
38/5	12,10062179	46,85947024	ANTHOLZ (ANTERSELVA DI MEZZO)	-46181	1
36/4	11,665945	46,770262	SCHABS (SCIAVES)	-46195	1
38/4	12,19183685	46,77103721	PICHL	-46215	1
31/4	10,52936081	46,7107352	BURGEIS (BURGUSIO)	-46217	1
32/4	10,78187881	46,75742756	KURZRAS (CORTERASO)	-46226	1
33/4	10,93457311	46,68890715	KATHARINABERG (SANTA CATERINA)	-46227	1
34/4	11,18153697	46,72780082	VERNUER (VERNURIO)	-46234	1
31/3	10,54690805	46,59833157	STILFS (STELVIO)	-46262	1
32/3	10,70118629	46,61743807	LAAS (LASA)	46267	1
34/3	11,20412984	46,58568332	GARGAZON (GARGAZZONE)	46283	1
36/3	11,61186982	46,60311182	SANKT PETER HINTER LAJEN (SAN PIETR	-46293	1
33/3	11,00515196	46,54922739	SANKT WALBURG (SANTA VALBURGA)	-46305	1
35/3	11,38	46,56	WANGEN (VANGA)	-46319	1
33/2	11,06	46,46	LAUREIN (LAUREGNO)	46324	1
34/2	11,24240205	46,41465671	KALTERN (CALDARO)	-46340	1
35/2	11,43174923	46,4138887	DEUTSCHNOFEN (NOVA PONENTE)	-46344	1
35/1	11,36733955	46,27778405	ALTREI (ANTERIVO)	-46351	1
34/1	11,21313811	46,24017188	SALURN (SALORNO)	-46353	1
37/4	11,92297057	46,76992104	STEFANSDORF (SANTO STEFANO)	46361	1
34/-1	11,32397722	45,92359227	Lusern	46365	1
33/-3	11,1227383	45,653233	Giazza	46367	1
35/-1	11,436	45,8731	Mezzaselva	46369	1
31/5	10,49966	46,88969	NAUDERS	46385	1
33/5	10,97561	46,90951	HEILIGKREUZ	46386	1
27/50	8,76123	54,36107	POPPENBÜLL	46391	1
28/50	9,01723	54,35595	DAHRENWURTH	46407	1
29/50	9,32093	54,37498	BERGENHUSEN	46420	1
30/50	9,60329	54,39392	OWSCHLAG	46430	1
31/50	9,85497	54,39931	HOLTSEE	46443	1
32/50	10,16151	54,39584	PRIES	46459	1
33/50	10,42395	54,38844	STAKENDORF	46481	1
34/50	10,60371	54,34619	BEHRENSDORF (OSTSEE)	46492	1
56/48	16,95143	54,06604	OKUNINO	465	1
35/50	11,04304	54,45888	SULSDORF	46554	1
36/50	11,27372	54,4157	STABERDORF	46570	1
27/51	8,59403	54,51596	ALTE KIRCHE	46637	1
29/51	9,29715	54,56549	SOLLERUPFELD	46652	1
30/51	9,53279	54,55137	NEUBEREND	46666	1
31/51	9,86157	54,5608	ZIMMERT	46684	1
32/51	10,01569	54,58425	DAMP	46687	1
35/51	11,05568	54,5229	WESTERMARKELSDORF	46693	1
29/52	9,25023	54,71004	GROSSENWIEHE	46784	1
30/52	9,53735	54,71602	ESTRUP	46798	1
31/52	9,82753	54,7088	WIPPENDORF	46806	1
32/52	9,99077	54,684	MAASHOLM	46823	1
30/53	9,527650699	54,88239225	BEKEN (BￃﾆKKEN)	46924	1
25/42	8,31903	53,00936	SANDHATTEN	47139	1
26/42	8,60779032	53,01070805	ADELHEIDE	47154	1
27/42	8,8805	53,0151	DREYE	47171	1
28/42	9,196856353	53,02650299	ALLERDORF	47183	1
21/43	7,20615	53,12109	HEERENLAND	47189	1
22/43	7,44007	53,13135	STEENFELDE	47203	1
23/43	7,78056	53,14718	LOHE	47219	1
24/43	7,985741345	53,15868334	BURGFELDE	47224	1
25/43	8,32018	53,17327	MOORHAUSEN	47235	1
40/36	12,51771	52,13159	KLEIN GLIEN	4727	1
26/43	8,5663	53,17486	BARDENFLETH	47370	1
41/36	12,78651	52,11314	NIEDERWERBIG	4738	1
57/48	17,25621	54,06601	KRAMARZYNY	474	1
27/43	8,842222062	53,18391576	MITTELBAUER	47402	1
28/43	9,14746	53,2099	NEUENBÜLSTEDT	47422	1
22/44	7,43783	53,30502	NEERMOOR	47447	1
23/44	7,75073	53,3052	REMELS	47455	1
24/44	8,031800239	53,28863493	PETERSFELD	47463	1
25/44	8,300590806	53,32493665	JADERBOLLENHAGEN	47470	1
42/36	13,024	52,1175	ZￃﾜLICHENDORF	4749	1
26/44	8,56993	53,34549	OFFENWARDENERMOOR	47598	1
43/36	13,27178	52,10773	SCHￃﾖNEWEIDE	4761	1
27/44	8,86492	53,35456	PADDEWISCH	47612	1
28/44	9,14538	53,38607	OBER-OCHTENHAUSEN	47624	1
21/45	7,17054	53,43708	CIRKWEHRUM	47650	1
22/45	7,39969	53,44123	WESTERENDE-HOLZLOOG	47657	1
23/45	7,7709	53,44988	WIESEDE	47670	1
24/45	7,9855	53,47874	NEUSTADTGÖDENS	47677	1
44/36	13,58801	52,13116	EGSDORF	4770	1
45/36	13,81765	52,11735	BIRKHOLZ	4776	1
58/48	17,54883	54,03056	PRADZONKA	478	1
34/49	10,73902	54,25873	KￃﾜKELￃﾜHN	47840	1
35/49	11,0513	54,2567	SIGGENEBEN	47861	1
27/49	8,84172	54,17734	HEDWIGENKOOG	47863	1
28/49	9,00073	54,19265	EDEMANNSWISCH	47885	1
46/36	14,12444	52,10684	BRIESCHT	4789	1
29/49	9,309525305	54,20670884	OESTERBORSTEL	47893	1
30/49	9,62152	54,18985	HAMWEDDEL	47907	1
31/49	9,88642	54,21312	WARDER	47916	1
32/49	10,13493	54,22103	KLEIN BARKAU	47935	1
33/49	10,44134	54,24809	MUCHELN	47952	1
47/36	14,38034	52,11292	GROSS BRIESEN	4800	1
35/48	10,95855	54,15122	GRￃﾖMITZ	48096	1
27/48	8,8805	54,0062	FRIEDRICHSKOOG	48098	1
28/48	9,03523	54,02143	BARLTERALTENDEICH	48105	1
29/48	9,34836	54,04212	HOLSTENNIENDORF	48115	1
30/48	9,63427	54,06696	JAHRSDORF	48126	1
48/36	14,70338	52,1319	KLOPOT	4813	1
31/48	9,8945	54,05265	EHNDORF	48141	1
32/48	10,17854	54,0485	GￃﾖNNEBEK	48156	1
33/48	10,46243	54,07286	WￃﾖBS	48164	1
34/48	10,71297	54,07936	SￃﾜSEL	48186	1
28/47	9,11080098	53,89052151	BRUNSBÜTTELERHAFEN	48233	1
29/47	9,33008	53,86164	BROKDORF	48239	1
49/36	14,96435	52,1209	RADOMICKO	4824	1
23/47	7,69412	53,77033	SPIEKEROOG	48240	1
26/47	8,5904	53,82092	BERENSCH	48242	1
27/47	8,77311	53,82372	ALTENBRUCH	48247	1
21/47	7,14497	53,70519	NORDERNEY	48282	1
22/47	7,38496	53,72648	BALTRUM-OSTDORF	48283	1
26/46	8,5169	53,67513	MISSELWARDEN	48302	1
50/36	15,22954	52,08252	RADNICA	4832	1
28/46	9,06278	53,71132	WEISSENMOOR	48324	1
21/46	7,14249	53,5993	ITZENDORF	48342	1
22/46	7,3911	53,60903	ARLE	48356	1
23/46	7,66379	53,62527	STEDESDORF	48368	1
24/46	7,97986	53,63678	WÜPPELS	48383	1
25/46	8,30186	53,60355	LANGWARDEN	48392	1
27/46	8,80591	53,66003	FLÖGELN	48401	1
25/45	8,330792544	53,53273255	IFFENS	48477	1
26/45	8,53201	53,53048	BLEXEN	48487	1
27/45	8,82184	53,52681	ALTLUNEBERG	48497	1
28/45	9,1253	53,53544	HÖNAU-LINDORF	48507	1
39/49	12,23798	54,2492	GRAAL-MￃﾜRITZ	48516	1
37/48	11,61406	54,10586	RERIK	48522	1
38/48	11,85396	54,10812	BRODHAGEN	48532	1
39/48	12,14585	54,1182	TOITENWINKEL	48550	1
60/48	18,09229	54,0637	NIEDAMOWO	486	1
33/47	10,48741	53,91971	STRUKDORF	48675	1
34/47	10,73453	53,91976	SEREETZ	48702	1
35/47	11,03609	53,92008	GROSS VOIGTSHAGEN	48716	1
36/47	11,33016	53,9304	BECKERWITZ	48726	1
37/47	11,60462	53,94318	STEINHAUSEN	48738	1
38/47	11,83423	53,94661	BERENDSHAGEN	48752	1
39/47	12,1512	53,94766	WIENDORF	48765	1
30/47	9,59053	53,86975	RETHWISCH	48790	1
31/47	9,88862	53,87033	LENTFￃﾖHRDEN	48800	1
32/47	10,17638	53,89247	TODESFELDE	48812	1
33/46	10,44713	53,75756	KLEINBODEN	49022	1
34/46	10,76242	53,75636	CAMPOW	49043	1
35/46	11,05079	53,75628	NESOW	49076	1
36/46	11,32985	53,7779	DALLIENDORF	49090	1
37/46	11,61879	53,77558	NEUHOF	49108	1
38/46	11,88526	53,78539	WARNOW	49122	1
39/46	12,17296	53,79677	GￃﾜSTROW	49140	1
29/46	9,38137	53,71165	DROCHTERSEN	49146	1
30/46	9,64927	53,70258	GROSS NORDENDE	49162	1
31/46	9,89519	53,73194	QUICKBORN	49176	1
32/46	10,21851	53,74313	JERSBEK	49188	1
29/42	9,4597	53,03452	RIEKENBOSTEL	49311	1
30/42	9,68499	53,04779	BROCHDORF	49322	1
31/42	9,99781	53,08488	BISPINGEN	49332	1
32/42	10,2827	53,0747	WETTENBOSTEL	49338	1
33/42	10,51368	53,08083	SEEDORF	49348	1
34/42	10,78178	53,06946	STOETZE	49362	1
35/42	11,09034	53,09668	DANNENBERG (ELBE)	49498	1
61/48	18,35818	54,02938	JAROSZEWY	495	1
51/36	15,49242	52,12575	PALCK	4950	1
36/42	11,38051	53,1086	BREETZ	49509	1
37/42	11,69264	53,10028	LAASLICH	49524	1
38/42	11,90134	53,10669	LￃﾜBZOW	49534	1
39/42	12,18296	53,11903	BUCHHOLZ	49551	1
29/43	9,40421	53,19342	HETZWEGE	49562	1
30/43	9,74297	53,2407	OTTER	49569	1
31/43	10,00938	53,22233	OLLSEN	49579	1
32/43	10,2488	53,23284	WESTERGELLERSEN	49587	1
34/43	10,78385	53,24416	BARSKAMP	49605	1
52/36	15,76848	52,10724	STARE KRAMSKO	4965	1
53/36	15,99102	52,11557	ZODYN	4968	1
33/43	10,56531	53,25038	WENDHAUSEN	49727	1
35/43	11,0857	53,26914	JESSENITZ	49752	1
36/43	11,36676	53,27885	GLAISIN	49767	1
37/43	11,62817	53,26261	NEESE	49778	1
38/43	11,86397	53,26081	PAMPIN	49794	1
54/36	16,27073	52,09524	TARNOWA	4980	1
39/43	12,17074	53,26531	GRABOW	49802	1
29/44	9,42586	53,365	WANGERSEN	49813	1
30/44	9,64625	53,379	REGESBOSTEL	49821	1
31/44	9,92661	53,40705	TￃﾖTENSEN	49828	1
32/44	10,22923	53,38859	LASSRￃﾖNNE	49840	1
33/44	10,50596	53,41658	JULIUSBURG	49857	1
35/44	11,08244	53,41108	SETZIN	49881	1
37/44	11,60438	53,39799	NEUHOF	49898	1
62/41	18,5473	52,87437	STARE GRABIE	4990	1
34/44	10,74685	53,43177	GRESSE	50010	1
36/44	11,30189	53,42238	MORAAS	50027	1
38/44	11,93249	53,42748	PAARSCH	50058	1
39/44	12,17807	53,46472	BARKOW	50068	1
29/45	9,38434	53,5502	SCHWINGE	50073	1
30/45	9,652825404	53,56253675	WISCH	50087	1
31/45	9,92842	53,5542	OTTENSEN	50117	1
32/45	10,20487	53,56222	WILLINGHUSEN	50130	1
33/45	10,47132	53,57846	BASTHORST	50142	1
62/48	18,60845	54,00516	SZPEGAWSK	503	1
51/37	15,50045	52,27172	LUGOW	5031	1
34/45	10,75137	53,59484	LEHMRADE	50321	1
35/45	11,04085	53,58655	DRￃﾖNNEWITZ	50332	1
36/45	11,32365	53,59528	GROSS ROGAHN	50343	1
37/45	11,60408	53,616	KLADOW	50357	1
38/45	11,88883	53,63207	HOHEN PRITZ	50365	1
39/45	12,14767	53,62344	JELLEN	50377	1
40/46	12,36951	53,73311	LￃﾜBSEE	50385	1
46/46	14,11661	53,73703	BELLIN	50471	1
41/46	12,72318	53,77769	RETZOW	50523	1
42/46	13,02051	53,78904	HOHENBOLLENTIN	50538	1
43/46	13,27783	53,79124	GOLCHEN	50552	1
54/37	16,29936	52,27187	BIALA WIES	5056	1
44/46	13,56356	53,78446	STRIPPOW	50567	1
45/46	13,80867	53,8054	ROSENHAGEN	50575	1
48/46	14,66308	53,79171	SINIECHOWO	50583	1
49/46	14,96696	53,79514	DRZEWICA	50604	1
50/46	15,24598	53,77514	LISOWO	50622	1
47/46	14,43155	53,8679	LUBIN	50719	1
40/47	12,44997	53,95967	GROSS RIDSENOW	50765	1
41/47	12,73722	53,94228	SCHLUTOW	50779	1
42/47	13,01298	53,95466	SEEDORF	50794	1
43/47	13,27277	53,94539	BENTZIN	50805	1
44/47	13,52648	53,95007	RANZIN	50818	1
45/47	13,84379	53,94673	LASSAN	50830	1
46/47	14,11814	53,94992	SALLENTHIN	50840	1
47/47	14,44888	53,92636	MIEDZYZDROJE	50844	1
48/47	14,68184	53,94979	SIEROSLAW	50850	1
49/47	14,96722	53,94149	BEDZIESZEWO	50872	1
50/47	15,25298	53,95664	SKALIN	50892	1
53/37	16,06838	52,22589	BORUJA	5091	1
46/48	14,00155	54,05033	KOSEROW	50973	1
49/48	14,99104	54,0761	TRZESACZ	50986	1
54/46	16,37426376	53,74533931	BAERWALDE	51	1
40/45	12,42509	53,61075	HOHEN WANGELIN	51012	1
41/45	12,76144	53,62274	RITTERMANNSHAGEN	51030	1
42/45	13,02205	53,61154	TARNOW	51048	1
43/45	13,29078	53,6072	TROLLENHAGEN	51065	1
44/45	13,59619	53,60763	BROHM	51081	1
45/45	13,85179	53,63346	EICHHOF	51089	1
46/45	14,22326	53,63391	GEGENSEE	51098	1
63/48	18,96931	54,01376	KRASNIEWO	511	1
47/45	14,4674	53,62998	DROGORADZ	51101	1
48/45	14,68877	53,61758	BUDZIEN	51112	1
49/45	14,96392	53,60041	KRZYWICE	51123	1
50/45	15,24763056	53,60343749	PLANTIKOW	51135	1
42/51	13,11085	54,58538	KLOSTER	51143	1
43/51	13,28792	54,62108	WIEK	51146	1
44/51	13,56522303	54,57388681	NARDEVITZ	51162	1
41/50	12,68295	54,43348	ZINGST	51170	1
42/50	12,98011	54,42297	WENDISCH LANGENDORF	51173	1
43/50	13,27661545	54,44308095	WￃﾜSTENEI	51179	1
44/50	13,5274187	54,48608929	SAISER	51188	1
40/50	12,41813	54,37908	AHRENSHOOP	51191	1
51/38	15,49407	52,46538	GORZYCA	5122	1
44/49	13,62026447	54,341066	NEU-REDDEVITZ	51232	1
40/49	12,46549	54,29792	LANGENDAMM	51243	1
41/49	12,73823	54,29537	REDEBAS	51257	1
42/49	12,9835	54,29259	PￃﾜTTE	51267	1
43/49	13,27492	54,29783	POSERITZ	51277	1
45/49	13,71408	54,27487	THIESSOW	51288	1
52/38	15,73422	52,43536	RANSKO	5130	1
40/48	12,43765	54,09324	REPPELIN	51346	1
41/48	12,70461	54,13797	KAVELSDORF	51355	1
42/48	12,99069	54,12609	MￃﾜGGENWALDE	51370	1
43/48	13,30351	54,11602	STEFFENSHAGEN	51387	1
53/38	16,0794131	52,42180477	GRUDNA	5139	1
44/48	13,57063	54,11847	VIEROW	51397	1
45/48	13,83497	54,11263	KARLSHAGEN	51409	1
54/38	16,28958	52,43847	BRODY	5141	1
50/48	15,26498	54,09104	TRZEBUSZ	51413	1
40/44	12,46486	53,44792	KISSEROW	51539	1
41/44	12,76122	53,48309	FEDEROW	51549	1
42/44	13,03182	53,45295	KLEIN VIELEN	51561	1
43/44	13,27173	53,46608	HOLLDORF	51571	1
44/44	13,58904	53,4611	WOLDEGK	51584	1
45/44	13,85194	53,44356	TREBENOW	51598	1
46/44	14,13887	53,47114	ROSSOW	51611	1
47/44	14,41164	53,45193	WAWELNICA	51624	1
48/44	14,72090065	53,45884507	BERGLAND	51637	1
49/44	14,97193	53,46528	DABROWICA	51646	1
50/44	15,25306	53,43581	BOBROWNIKI	51661	1
40/43	12,44102	53,27919	GRABOW	51805	1
41/43	12,74478	53,29268	LￃﾄRZ	51816	1
42/43	13,03296	53,25606	AHRENSBERG	51832	1
43/43	13,3029	53,2842	HASSELFￃﾖRDE	51838	1
44/43	13,54424	53,30994	BUCHENHAIN	51850	1
45/43	13,84477	53,28114	RￃﾖPERSDORF	51866	1
46/43	14,13241	53,28371	GRￃﾜNZ	51877	1
47/43	14,43338106	53,28316465	PARGOW (PARGOWO)	51893	1
48/43	14,66837	53,27475	ZELISLAWIEC	51906	1
49/43	14,94955	53,28654	SLOTNICA	51918	1
50/43	15,21516	53,28013	ZUKOWO	51934	1
58/38	17,38455	52,39588	NEKIELKA	5203	1
40/42	12,42744	53,12618	PAPENBRUCH	52064	1
41/42	12,77328	53,11997	WALLITZ	52070	1
42/42	13,05007	53,10241	MENZ	52079	1
43/42	13,28954	53,105	BARSDORF	52086	1
44/42	13,60041	53,09193	PETERSDORF	52095	1
51/39	15,50421	52,59839	SKWIERZYNA	5210	1
45/42	13,84882	53,12741	FLIETH-STEGELITZ	52103	1
46/42	14,11807	53,14367	PASSOW	52113	1
47/42	14,39068	53,12647	WIDUCHOWA	52129	1
48/42	14,66334	53,1004	BANIE	52139	1
52/39	15,76797	52,62954	KROBIELEWO	5214	1
49/42	14,94711	53,11395	OBROMINO	52154	1
50/42	15,25253	53,11642	BRZEZINA	52169	1
51/49	15,6967	54,19204	BAGICZ	52276	1
52/49	15,81503	54,21792	LASIN KOSZALINSKI	52278	1
54/49	16,41486	54,24551	SIECIEMIN	52311	1
58/49	17,55974	54,20701	POMYSK WIELKI	52349	1
60/49	18,10229	54,21891	SZYMBARK	52359	1
61/49	18,39091	54,21134	SZKLANA GORA	52374	1
62/49	18,67887	54,18428	SKOWARCZ	52396	1
64/49	19,21999587	54,17994204	OBERLAKENDORF (SOLNICA GￃﾓRNA)	52428	1
53/49	16,15028383	54,27992847	DEEP (CZAJCZE)	52440	1
55/49	16,65424	54,25478	BIALECINO	52463	1
56/49	17,00801	54,25951	BRONOWO	52478	1
57/49	17,23401871	54,25062158	REDDIES	52484	1
63/50	19,03778221	54,32941578	PASEWARK	52567	1
54/50	16,42491688	54,4259439	BAD RￃﾜGENWALDE	52578	1
53/39	16,01367	52,57974	PRUSIM	5259	1
55/50	16,67668	54,41802	RADOSLAW	52600	1
56/50	17,00751	54,41566	LOSINO	52700	1
55/39	16,57968	52,57107	PRZYBOROWKO	5271	1
57/50	17,28164	54,40154	LABISZEWO	52714	1
58/50	17,54646141	54,39174082	KARWEN	52722	1
62/50	18,70762807	54,36152213	HEUBUDE (STOGI)	52755	1
64/50	19,29171	54,35202	SKOWRONKI	52762	1
56/52	17,052	54,66557	ROWY	52766	1
56/51	17,00926	54,59854	MACHOWINKO	52767	1
57/39	17,1064	52,57329	GLEBOCZEK	5277	1
62/51	18,80748416	54,60167012	HELA	52816	1
54/51	16,5494	54,54194	JAROSLAWIEC	52819	1
55/51	16,670111	54,55003532	KROLOWSTRAND (KRￃﾓLEWICE)	52825	1
57/51	17,27697	54,57363	DRZEZEWO	52854	1
58/51	17,6264	54,57747	NIEBEDZINO	52865	1
59/51	17,86262	54,54706	DABROWKA WIELKA	52871	1
60/51	18,14279	54,55982	LUZINO	52881	1
61/51	18,48418	54,56662	POGORZE	52887	1
59/53	17,95796	54,81679	BIALOGORA	52896	1
60/53	18,19225506	54,81148685	KARWENBRUCH	52905	1
51/40	15,49686	52,7877	GORKI NOTECKIE	5291	1
61/53	18,39509	54,79759	WLADYSLAWOWO	52913	1
58/52	17,60653	54,71937	LEBIENIEC	52915	1
59/52	17,86227	54,72452	ZELAZNA	52927	1
60/52	18,12618	54,71236	TYLOWO	52936	1
52/40	15,82514	52,78224	RAPIN	5305	1
53/40	16,05691	52,79024	PILKA	5315	1
54/40	16,29826	52,76573	RZECIN	5316	1
64/48	19,25267	54,01388	ZULAWKA SZTUMSKA	532	1
55/40	16,59704	52,77659	TARNOWKO	5322	1
58/40	17,43005305	52,73629599	GROￃﾟ GOLLE (GOLASZEWO)	5374	1
51/41	15,52076	52,95685	LUBICZ	5386	1
52/41	15,77898	52,93321	SLONOW	5397	1
53/41	16,06064	52,92128	HUTA SZKLANA	5402	1
54/41	16,33038893	52,91989184	MARIENBUSCH	5409	1
56/41	16,9233	52,91973	OSTROWKI	5421	1
76/2	21,32027551	46,15373743	NEUARAD (ARADU NOU)	54871	1
88/9	24,49134259	47,13316251	BISTRITZ (BISTRIŢA)	54873	1
110/6	29,43214539	45,99215171	ARZIS (ARTSYZ)	54878	1
57/30	17,04059239	51,08306439	WOLFSWINKEL (WILCZY KAT)	54897	1
51/48	15,52373	54,11856	PRZECMINO	549	1
80/34	23,07752	51,34296	ZAROBKA	54901	1
