Language_name	Meaning_number	Meaning_label	Verb_form	Alternation_name	Alternation_occurs	Coding_frame_schema
Yorùbá	1	EAT	je̩	Fi alternation	Never	
Yorùbá	1	EAT	je̩	Fi/ní alternation	Never	
Yorùbá	1	EAT	je̩	Inchoative-causative	Never	
Yorùbá	1	EAT	je̩	Ní/fi alternation	Never	
Yorùbá	1	EAT	je̩	Oblique-dropping	Never	
Yorùbá	1	EAT	je̩	Possessive alternation	Marginally	
Yorùbá	1	EAT	je̩	Preposition-dropping	Never	
Yorùbá	1	EAT	je̩	Recipient-dropping alternation	Never	
Yorùbá	1	EAT	je̩	Symmetrical alternation	Never	
Yorùbá	1	EAT	je̩	Theme-dropping alternation	Never	
Yorùbá	2	HUG	dìrò̩mó̩	Fi alternation	Never	
Yorùbá	2	HUG	dìrò̩mó̩	Fi/ní alternation	Never	
Yorùbá	2	HUG	dìrò̩mó̩	Inchoative-causative	Never	
Yorùbá	2	HUG	dìrò̩mó̩	Ní/fi alternation	Never	
Yorùbá	2	HUG	dìrò̩mó̩	Oblique-dropping	Never	
Yorùbá	2	HUG	dìrò̩mó̩	Possessive alternation	Never	
Yorùbá	2	HUG	dìrò̩mó̩	Preposition-dropping	Never	
Yorùbá	2	HUG	dìrò̩mó̩	Recipient-dropping alternation	Never	
Yorùbá	2	HUG	dìrò̩mó̩	Symmetrical alternation	Never	
Yorùbá	2	HUG	dìrò̩mó̩	Theme-dropping alternation	Never	
Yorùbá	3	LOOK AT	wò	Fi alternation	Never	
Yorùbá	3	LOOK AT	wò	Fi/ní alternation	Never	
Yorùbá	3	LOOK AT	wò	Inchoative-causative	Never	
Yorùbá	3	LOOK AT	wò	Ní/fi alternation	Never	
Yorùbá	3	LOOK AT	wò	Oblique-dropping	Never	
Yorùbá	3	LOOK AT	wò	Possessive alternation	Never	
Yorùbá	3	LOOK AT	wò	Preposition-dropping	Never	
Yorùbá	3	LOOK AT	wò	Recipient-dropping alternation	Never	
Yorùbá	3	LOOK AT	wò	Symmetrical alternation	Never	
Yorùbá	3	LOOK AT	wò	Theme-dropping alternation	Never	
Yorùbá	4	SEE	rí	Fi alternation	Never	
Yorùbá	4	SEE	rí	Fi/ní alternation	Never	
Yorùbá	4	SEE	rí	Inchoative-causative	Never	
Yorùbá	4	SEE	rí	Ní/fi alternation	Never	
Yorùbá	4	SEE	rí	Oblique-dropping	Never	
Yorùbá	4	SEE	rí	Possessive alternation	Never	
Yorùbá	4	SEE	rí	Preposition-dropping	Never	
Yorùbá	4	SEE	rí	Recipient-dropping alternation	Never	
Yorùbá	4	SEE	rí	Symmetrical alternation	Never	
Yorùbá	4	SEE	rí	Theme-dropping alternation	Never	
Yorùbá	5	SMELL	rùn	Fi alternation	Never	
Yorùbá	5	SMELL	rùn	Fi/ní alternation	Never	
Yorùbá	5	SMELL	rùn	Inchoative-causative	Never	
Yorùbá	5	SMELL	rùn	Ní/fi alternation	Never	
Yorùbá	5	SMELL	rùn	Oblique-dropping	Never	
