Language_name	Meaning_number	Meaning_label	Verb_form	Basic_or_derived_coding_frame	Coding_frame_schema	Index_number	Microrole_name	Coding_set_name	Argument_type
Yorùbá	1	EAT	je̩	Basic	1 V 2	1	eater	Ø	A
Yorùbá	1	EAT	je̩	Basic	1 V 2	2	eaten food	Ø	P
Yorùbá	2	HUG	dìrò̩mó̩	Basic	1 V 2	1	hugger	Ø	A
Yorùbá	2	HUG	dìrò̩mó̩	Basic	1 V 2	2	huggee	Ø	P
Yorùbá	3	LOOK AT	wò	Basic	1 V 2	1	looker	Ø	A
Yorùbá	3	LOOK AT	wò	Basic	1 V 2	2	looked at entity	Ø	P
Yorùbá	4	SEE	rí	Basic	1 V 2	1	seeer	Ø	A
Yorùbá	4	SEE	rí	Basic	1 V 2	2	seen entity	Ø	P
Yorùbá	5	SMELL	rùn	Basic	1 V 2	1	smeller	Ø	A
Yorùbá	5	SMELL	rùn	Basic	1 V 2	2	smelled entity	Ø	P
Yorùbá	6	FEAR	bè̩rù	Basic	1 V 2	1	fearer	Ø	A
Yorùbá	6	FEAR	bè̩rù	Basic	1 V 2	2	fear stimulus	Ø	P
Yorùbá	7	FRIGHTEN	dé̩rùbà	Basic	1 V 2	1	frightener	Ø	A
Yorùbá	7	FRIGHTEN	dé̩rùbà	Basic	1 V 2	2	frightenee	Ø	P
Yorùbá	8	LIKE	fé̩ràn	Basic	1 V 2	1	liker	Ø	A
Yorùbá	8	LIKE	fé̩ràn	Basic	1 V 2	2	liked entity	Ø	P
Yorùbá	9	KNOW	mò̩	Basic	1 V 2	1	knower	Ø	A
Yorùbá	9	KNOW	mò̩	Basic	1 V 2	2	known thing/person	Ø	P
Yorùbá	10	THINK	rònú	Basic	1 V nípa+2	1	thinker	Ø	S
Yorùbá	10	THINK	rònú	Basic	1 V nípa+2	2	thought content	nípa+NP	X
Yorùbá	11	SEARCH FOR	wá	Basic	1 V 2	1	searcher	Ø	A
Yorùbá	11	SEARCH FOR	wá	Basic	1 V 2	2	searched for thing	Ø	P
Yorùbá	12	WASH	fò̩	Basic	1 V 2	1	washer	Ø	A
Yorùbá	12	WASH	fò̩	Basic	1 V 2	2	washed entity	Ø	P
Yorùbá	12	WASH	wè̩	Basic	1 V 2	1	washer	Ø	A
Yorùbá	12	WASH	wè̩	Basic	1 V 2	2	washed entity	Ø	P
Yorùbá	13	DRESS	múra	Basic	1 V fún+2	1	dresser	Ø	S
Yorùbá	13	DRESS	múra	Basic	1 V fún+2	2	dressee	fún+NP	X
Yorùbá	14	SHAVE (a body part/person)	fá	Basic	1 V 2	1	shaver (of body part)	Ø	A
Yorùbá	14	SHAVE (a body part/person)	fá	Basic	1 V 2	2	shaved body part	Ø	P
Yorùbá	15	HELP	ràn...ló̩wó̩	Basic	1 V 2	1	helper	Ø	A
Yorùbá	15	HELP	ràn...ló̩wó̩	Basic	1 V 2	2	helpee	Ø	P
Yorùbá	16	FOLLOW	tè̩lé	Basic	1 V 2	1	follower	Ø	A
Yorùbá	16	FOLLOW	tè̩lé	Basic	1 V 2	2	followee	Ø	P
Yorùbá	17	MEET	bá	Basic	1 V 2	1	meeter	Ø	A
Yorùbá	17	MEET	bá	Basic	1 V 2	2	met person	Ø	P
Yorùbá	17	MEET	pàdé	Basic	1 V 2	1	meeter	Ø	A
Yorùbá	17	MEET	pàdé	Basic	1 V 2	2	met person	Ø	P
Yorùbá	18	TALK	bá...sò̩rò̩	Basic	1 V 2	1	talker	Ø	A
Yorùbá	18	TALK	bá...sò̩rò̩	Basic	1 V 2	2	talked to person	Ø	P
Yorùbá	19	ASK FOR	to̩ro̩	Basic	1 V 2 ní+3	1	asker	Ø	A
Yorùbá	19	ASK FOR	to̩ro̩	Basic	1 V 2 ní+3	2	requested thing	Ø	P
Yorùbá	19	ASK FOR	to̩ro̩	Basic	1 V 2 ní+3	3	askee	ní+NP	X
Yorùbá	20	SHOUT AT	jágbe	Basic	1 V mó̩+2	1	shouter	Ø	S
Yorùbá	20	SHOUT AT	jágbe	Basic	1 V mó̩+2	2	shoutee	mó̩+NP	X
Yorùbá	20	SHOUT AT	kígbe	Basic	1 V mó̩+2	1	shouter	Ø	S
Yorùbá	20	SHOUT AT	kígbe	Basic	1 V mó̩+2	2	shoutee	mó̩+NP	X
Yorùbá	21	TELL	so̩ (1)	Basic	1 V 2 fún+3	1	teller	Ø	A
Yorùbá	21	TELL	so̩ (1)	Basic	1 V 2 fún+3	2	told content	Ø	P
Yorùbá	21	TELL	so̩ (1)	Basic	1 V 2 fún+3	3	tellee	fún+NP	X
Yorùbá	23	NAME	pè	Basic	1 V 2 ní+3	1	namer	Ø	A
Yorùbá	23	NAME	pè	Basic	1 V 2 ní+3	2	namee	Ø	P
Yorùbá	23	NAME	pè	Basic	1 V 2 ní+3	3	name	ní+NP	X
Yorùbá	23	NAME	so̩ (2)	Basic	1 V 2 ní+3	1	namer	Ø	A
Yorùbá	23	NAME	so̩ (2)	Basic	1 V 2 ní+3	2	namee	Ø	P
Yorùbá	23	NAME	so̩ (2)	Basic	1 V 2 ní+3	3	name	ní+NP	X
Yorùbá	24	BUILD	kó̩	Basic	1 fi+2 V 3	1	builder	Ø	A
Yorùbá	24	BUILD	kó̩	Basic	1 fi+2 V 3	2	building material	fi+NP	I
Yorùbá	24	BUILD	kó̩	Basic	1 fi+2 V 3	3	built thing	Ø	P
Yorùbá	25	BREAK	dá	Basic	1 V 2	1	breaker	Ø	A
Yorùbá	25	BREAK	dá	Basic	1 V 2	2	broken thing	Ø	P
Yorùbá	25	BREAK	fó̩	Basic	1 V 2	1	breaker	Ø	A
Yorùbá	25	BREAK	fó̩	Basic	1 V 2	2	broken thing	Ø	P
Yorùbá	25	BREAK	kán	Basic	1 V 2	1	breaker	Ø	A
Yorùbá	25	BREAK	kán	Basic	1 V 2	2	broken thing	Ø	P
Yorùbá	26	KILL	pa	Basic	1 V 2	1	killer	Ø	A
Yorùbá	26	KILL	pa	Basic	1 V 2	2	killee	Ø	P
Yorùbá	27	BEAT	lù	Basic	1 V 2	1	beater	Ø	A
Yorùbá	27	BEAT	lù	Basic	1 V 2	2	beatee	Ø	P
Yorùbá	27	BEAT	nà	Basic	1 V 2	1	beater	Ø	A
Yorùbá	27	BEAT	nà	Basic	1 V 2	2	beatee	Ø	P
Yorùbá	28	HIT	gbá	Basic	1 V 2	1	hitter	Ø	A
Yorùbá	28	HIT	gbá	Basic	1 V 2	2	hittee	Ø	P
