Language_name	Meaning_number	Meaning_label	Verb_form	Alternation_name	Alternation_occurs	Coding_frame_schema
Modern Standard Arabic	1	EAT	ʾakala	Caused Motion Alternation	Never	
Modern Standard Arabic	1	EAT	ʾakala	Goal Alternation - Prepositional (ʾilâ+ 'to') / Accusative Object	Never	
Modern Standard Arabic	1	EAT	ʾakala	Locative Alternation 1	Never	
Modern Standard Arabic	1	EAT	ʾakala	Locative Alternation 2	Never	
Modern Standard Arabic	1	EAT	ʾakala	Locative Alternation 3	Never	
Modern Standard Arabic	1	EAT	ʾakala	Object Adding Alternation	Never	
Modern Standard Arabic	1	EAT	ʾakala	Object Omission Alternation	Regularly	
Modern Standard Arabic	1	EAT	ʾakala	Prepositional (bi+) / Accusative object Alternation	Never	
Modern Standard Arabic	1	EAT	ʾakala	Prepositional (min 'from') / Accusative Object Alternation	Never	
Modern Standard Arabic	1	EAT	ʾakala	Stem II Causative	Marginally	
Modern Standard Arabic	1	EAT	ʾakala	Stem IV Causative	No data	
Modern Standard Arabic	1	EAT	ʾakala	Stem V Anticausative	No data	
Modern Standard Arabic	1	EAT	ʾakala	Stem V Reflexive	Never	
Modern Standard Arabic	1	EAT	ʾakala	Stem VI Passive	Regularly	
Modern Standard Arabic	1	EAT	ʾakala	Stem VI Reciprocal	Never	
Modern Standard Arabic	1	EAT	ʾakala	Stem VI Reflexive	Never	
Modern Standard Arabic	1	EAT	ʾakala	Stem VII Anticausative	Never	
Modern Standard Arabic	1	EAT	ʾakala	Stem VII Passive	Never	
Modern Standard Arabic	1	EAT	ʾakala	Stem VIII Anticausative	Never	
Modern Standard Arabic	1	EAT	ʾakala	Stem VIII Reciprocal	Never	
Modern Standard Arabic	1	EAT	ʾakala	Stem VIII Reflexive	Never	
Modern Standard Arabic	1	EAT	ʾakala	Stem X Causative	Never	
Modern Standard Arabic	1	EAT	ʾakala	Theme / Recipient Alternation - Prepositional (li+ 'to') / Accusative Object	Never	
Modern Standard Arabic	1	EAT	ʾakala	Theme / Source Alternation - Prepositional (min+ 'from') Accusative Object	Never	
Modern Standard Arabic	2	HUG	ʿānaqa	Caused Motion Alternation	Never	
Modern Standard Arabic	2	HUG	ʿānaqa	Goal Alternation - Prepositional (ʾilâ+ 'to') / Accusative Object	Never	
Modern Standard Arabic	2	HUG	ʿānaqa	Locative Alternation 1	Never	
Modern Standard Arabic	2	HUG	ʿānaqa	Locative Alternation 2	Never	
Modern Standard Arabic	2	HUG	ʿānaqa	Locative Alternation 3	Never	
Modern Standard Arabic	2	HUG	ʿānaqa	Object Adding Alternation	Never	
Modern Standard Arabic	2	HUG	ʿānaqa	Object Omission Alternation	Never	
Modern Standard Arabic	2	HUG	ʿānaqa	Prepositional (bi+) / Accusative object Alternation	Never	
Modern Standard Arabic	2	HUG	ʿānaqa	Prepositional (min 'from') / Accusative Object Alternation	Never	
Modern Standard Arabic	2	HUG	ʿānaqa	Stem II Causative	Never	
Modern Standard Arabic	2	HUG	ʿānaqa	Stem IV Causative	Never	
Modern Standard Arabic	2	HUG	ʿānaqa	Stem V Anticausative	Never	
Modern Standard Arabic	2	HUG	ʿānaqa	Stem V Reflexive	Never	
