Language_name	Meaning_number	Meaning_label	Verb_form	Basic_or_derived_coding_frame	Coding_frame_schema	Index_number	Microrole_name	Coding_set_name	Argument_type
Modern Standard Arabic	1	EAT	ʾakala	Basic	V.subj[1] 1-nom 2-acc	1	eater	V.subj NP-nom	A
Modern Standard Arabic	1	EAT	ʾakala	Basic	V.subj[1] 1-nom 2-acc	2	eaten food	NP-acc	P
Modern Standard Arabic	2	HUG	ʿānaqa	Basic	V.subj[1] 1-nom 2-acc	1	hugger	V.subj NP-nom	A
Modern Standard Arabic	2	HUG	ʿānaqa	Basic	V.subj[1] 1-nom 2-acc	2	huggee	NP-acc	P
Modern Standard Arabic	3	LOOK AT	naẓara	Basic	V.subj[1] 1-nom ʾilâ+2	1	looker	V.subj NP-nom	S
Modern Standard Arabic	3	LOOK AT	naẓara	Basic	V.subj[1] 1-nom ʾilâ+2	2	looked at entity	ʾilâ+NP	X
Modern Standard Arabic	4	SEE	raʾâ	Basic	V.subj[1] 1-nom 2-acc	1	seeer	V.subj NP-nom	A
Modern Standard Arabic	4	SEE	raʾâ	Basic	V.subj[1] 1-nom 2-acc	2	seen entity	NP-acc	P
Modern Standard Arabic	5	SMELL	šamma	Basic	V.subj[1] 1-nom 2-acc	1	smeller	V.subj NP-nom	A
Modern Standard Arabic	5	SMELL	šamma	Basic	V.subj[1] 1-nom 2-acc	2	smelled entity	NP-acc	P
Modern Standard Arabic	6	FEAR	ḫāfa	Basic	V.subj[1] 1-nom 2-acc	1	fearer	V.subj NP-nom	A
Modern Standard Arabic	6	FEAR	ḫāfa	Basic	V.subj[1] 1-nom 2-acc	2	fear stimulus	NP-acc	P
Modern Standard Arabic	7	FRIGHTEN	ḫawwafa	Basic	V.subj[1] 1-nom 2-acc	1	frightener	V.subj NP-nom	A
Modern Standard Arabic	7	FRIGHTEN	ḫawwafa	Basic	V.subj[1] 1-nom 2-acc	2	frightenee	NP-acc	P
Modern Standard Arabic	7	FRIGHTEN	ʾaḫāfa	Basic	V.subj[1] 1-nom 2-acc	1	frightener	V.subj NP-nom	A
Modern Standard Arabic	7	FRIGHTEN	ʾaḫāfa	Basic	V.subj[1] 1-nom 2-acc	2	frightenee	NP-acc	P
Modern Standard Arabic	8	LIKE	ʾaḥabba	Basic	V.subj[1] 1-nom 2-acc	1	liker	V.subj NP-nom	A
Modern Standard Arabic	8	LIKE	ʾaḥabba	Basic	V.subj[1] 1-nom 2-acc	2	liked entity	NP-acc	P
Modern Standard Arabic	9	KNOW	ʿalima	Basic	V.subj[1] 1-nom 2-acc	1	knower	V.subj NP-nom	A
Modern Standard Arabic	9	KNOW	ʿalima	Basic	V.subj[1] 1-nom 2-acc	2	known thing/person	NP-acc	P
Modern Standard Arabic	9	KNOW	ʿarifa	Basic	V.subj[1] 1-nom 2-acc	1	knower	V.subj NP-nom	A
Modern Standard Arabic	9	KNOW	ʿarifa	Basic	V.subj[1] 1-nom 2-acc	2	known thing/person	NP-acc	P
Modern Standard Arabic	10	THINK	fakkara	Basic	V.subj[1] 1-nom fī+2	1	thinker	V.subj NP-nom	S
Modern Standard Arabic	10	THINK	fakkara	Basic	V.subj[1] 1-nom fī+2	2	thought content	fī+NP	X
Modern Standard Arabic	11	SEARCH FOR	baḥat̠a	Basic	V.subj[1] 1-nom ʿan+2	1	searcher	V.subj NP-nom	S
Modern Standard Arabic	11	SEARCH FOR	baḥat̠a	Basic	V.subj[1] 1-nom ʿan+2	2	searched for thing	ʿan+NP	X
Modern Standard Arabic	12	WASH	ġasala	Basic	V.subj[1] 1-nom 2-acc	1	washer	V.subj NP-nom	A
Modern Standard Arabic	12	WASH	ġasala	Basic	V.subj[1] 1-nom 2-acc	2	washed entity	NP-acc	P
Modern Standard Arabic	13	DRESS	ʾalbasa	Basic	V.subj[1] 1-nom 2-acc	1	dresser	V.subj NP-nom	A
Modern Standard Arabic	13	DRESS	ʾalbasa	Basic	V.subj[1] 1-nom 2-acc	2	dressee	NP-acc	P
Modern Standard Arabic	14	SHAVE (a body part/person)	ḥalaqa	Basic	V.subj[1] 1-nom 2-acc	1	shaver (of body part)	V.subj NP-nom	A
Modern Standard Arabic	14	SHAVE (a body part/person)	ḥalaqa	Basic	V.subj[1] 1-nom 2-acc	2	shaved body part	NP-acc	P
Modern Standard Arabic	15	HELP	sāʿada	Basic	V.subj[1] 1-nom 2-acc	1	helper	V.subj NP-nom	A
Modern Standard Arabic	15	HELP	sāʿada	Basic	V.subj[1] 1-nom 2-acc	2	helpee	NP-acc	P
Modern Standard Arabic	16	FOLLOW	tabiʿa	Basic	V.subj[1] 1-nom 2-acc	1	follower	V.subj NP-nom	A
Modern Standard Arabic	16	FOLLOW	tabiʿa	Basic	V.subj[1] 1-nom 2-acc	2	followee	NP-acc	P
Modern Standard Arabic	17	MEET	laqiya	Basic	V.subj[1] 1-nom 2-acc	1	meeter	V.subj NP-nom	A
Modern Standard Arabic	17	MEET	laqiya	Basic	V.subj[1] 1-nom 2-acc	2	met person	NP-acc	P
Modern Standard Arabic	18	TALK	takallama	Basic	V.subj[1] 1-nom maʿa+2 ʿan+3	1	talker	V.subj NP-nom	S
Modern Standard Arabic	18	TALK	takallama	Basic	V.subj[1] 1-nom maʿa+2 ʿan+3	2	talked to person	maʿa+NP	X
Modern Standard Arabic	18	TALK	takallama	Basic	V.subj[1] 1-nom maʿa+2 ʿan+3	3	talked about content	ʿan+NP	X
Modern Standard Arabic	19	ASK FOR	saʾala	Basic	V.subj[1] 1-nom (2-acc) 3-acc	1	asker	V.subj NP-nom	A
Modern Standard Arabic	19	ASK FOR	saʾala	Basic	V.subj[1] 1-nom (2-acc) 3-acc	2	askee	NP-acc	P
Modern Standard Arabic	19	ASK FOR	saʾala	Basic	V.subj[1] 1-nom (2-acc) 3-acc	3	requested thing	NP-acc	P
Modern Standard Arabic	20	SHOUT AT	ṣāḥa	Basic	V.subj[1] 1-nom (ʿalâ+2)	1	shouter	V.subj NP-nom	S
Modern Standard Arabic	20	SHOUT AT	ṣāḥa	Basic	V.subj[1] 1-nom (ʿalâ+2)	2	shoutee	ʿalâ+NP	X
Modern Standard Arabic	21	TELL	ḥakâ	Basic	V.subj[1] 1-nom (li+2) 3-acc	1	teller	V.subj NP-nom	A
Modern Standard Arabic	21	TELL	ḥakâ	Basic	V.subj[1] 1-nom (li+2) 3-acc	2	tellee	li+NP	X
Modern Standard Arabic	21	TELL	ḥakâ	Basic	V.subj[1] 1-nom (li+2) 3-acc	3	told content	NP-acc	P
Modern Standard Arabic	22	SAY	qāla	Basic	V.subj[1] 1-nom li+2 UTT3	1	sayer	V.subj NP-nom	S
Modern Standard Arabic	22	SAY	qāla	Basic	V.subj[1] 1-nom li+2 UTT3	2	saying addressee	li+NP	X
Modern Standard Arabic	22	SAY	qāla	Basic	V.subj[1] 1-nom li+2 UTT3	3	said content	UTT	X
Modern Standard Arabic	23	NAME	sammâ	Basic	V.subj[1] 1-nom 2-acc 3-acc	1	namer	V.subj NP-nom	A
Modern Standard Arabic	23	NAME	sammâ	Basic	V.subj[1] 1-nom 2-acc 3-acc	2	namee	NP-acc	P
Modern Standard Arabic	23	NAME	sammâ	Basic	V.subj[1] 1-nom 2-acc 3-acc	3	name	NP-acc	P
Modern Standard Arabic	24	BUILD	banâ	Basic	V.subj[1] 1-nom 2-acc (min+3)	1	builder	V.subj NP-nom	A
Modern Standard Arabic	24	BUILD	banâ	Basic	V.subj[1] 1-nom 2-acc (min+3)	2	built thing	NP-acc	P
Modern Standard Arabic	24	BUILD	banâ	Basic	V.subj[1] 1-nom 2-acc (min+3)	3	building material	min+NP	X
Modern Standard Arabic	25	BREAK	kasara	Basic	V.subj[1] 1-nom 2-acc (bi+3)	1	breaker	V.subj NP-nom	A
Modern Standard Arabic	25	BREAK	kasara	Basic	V.subj[1] 1-nom 2-acc (bi+3)	2	broken thing	NP-acc	P
Modern Standard Arabic	25	BREAK	kasara	Basic	V.subj[1] 1-nom 2-acc (bi+3)	3	breaking instrument	bi+NP	I
Modern Standard Arabic	26	KILL	qatala	Basic	V.subj[1] 1-nom 2-acc (bi+3)	1	killer	V.subj NP-nom	A
Modern Standard Arabic	26	KILL	qatala	Basic	V.subj[1] 1-nom 2-acc (bi+3)	2	killee	NP-acc	P
Modern Standard Arabic	26	KILL	qatala	Basic	V.subj[1] 1-nom 2-acc (bi+3)	3	killing instrument	bi+NP	I
Modern Standard Arabic	27	BEAT	ḍaraba	Basic	V.subj[1] 1-nom 2-acc (bi+3)	1	beater	V.subj NP-nom	A
Modern Standard Arabic	27	BEAT	ḍaraba	Basic	V.subj[1] 1-nom 2-acc (bi+3)	2	beatee	NP-acc	P
Modern Standard Arabic	27	BEAT	ḍaraba	Basic	V.subj[1] 1-nom 2-acc (bi+3)	3	beating instrument	bi+NP	I
Modern Standard Arabic	28	HIT	ḍaraba	Basic	V.subj[1] 1-nom 2-acc (bi+3)	1	hitter	V.subj NP-nom	A
Modern Standard Arabic	28	HIT	ḍaraba	Basic	V.subj[1] 1-nom 2-acc (bi+3)	2	hittee	NP-acc	P
