Language_name	Meaning_number	Meaning_label	Verb_form	Alternation_name	Alternation_occurs	Coding_frame_schema
Italian	1	EAT	mangiare	Anticausative (coded)	Never	
Italian	1	EAT	mangiare	Anticausative (uncoded)	Never	
Italian	1	EAT	mangiare	Applicative	Never	
Italian	1	EAT	mangiare	Body part possessor alternation	Never	
Italian	1	EAT	mangiare	Causative	Regularly	4 > causV'.subj[4] > 2 > a+1
Italian	1	EAT	mangiare	Conative	Never	
Italian	1	EAT	mangiare	Direct Reciprocal Reflexive	Never	
Italian	1	EAT	mangiare	Direct Reflexive	Never	
Italian	1	EAT	mangiare	Impersonal of Reflexives	Regularly	
Italian	1	EAT	mangiare	Impersonal Passive	Marginally	
Italian	1	EAT	mangiare	Impersonal Reflexive	Regularly	siV'.subj[2] > 2
Italian	1	EAT	mangiare	Indirect Reciprocal Reflexive	Never	
Italian	1	EAT	mangiare	Indirect/Dative Reflexive	Regularly	
Italian	1	EAT	mangiare	Locative Alternation	Never	
Italian	1	EAT	mangiare	Middle Reflexive	Never	
Italian	1	EAT	mangiare	Object Omission	Regularly	1 > V'.subj[1]
Italian	1	EAT	mangiare	Oblique Subject	Never	
Italian	1	EAT	mangiare	Passive	Regularly	2 > passV'.subj[2] (> daParteDi+1)
Italian	1	EAT	mangiare	Possessor-Attribute Alternation	Never	
Italian	1	EAT	mangiare	Reflexive Passive	Regularly	2 > siV'.subj[2] (> daParteDi+1)
Italian	2	HUG	abbracciare	Anticausative (coded)	Never	
Italian	2	HUG	abbracciare	Anticausative (uncoded)	Never	
Italian	2	HUG	abbracciare	Applicative	Never	
Italian	2	HUG	abbracciare	Body part possessor alternation	Never	
Italian	2	HUG	abbracciare	Causative	Regularly	4 > causV'.subj[4] > 2 > a+1
Italian	2	HUG	abbracciare	Conative	Never	
Italian	2	HUG	abbracciare	Direct Reciprocal Reflexive	Regularly	1/2 > siV'.subj[1/2]
Italian	2	HUG	abbracciare	Direct Reflexive	Never	
Italian	2	HUG	abbracciare	Impersonal of Reflexives	Regularly	
Italian	2	HUG	abbracciare	Impersonal Passive	Regularly	siPassV' (da+1)
Italian	2	HUG	abbracciare	Impersonal Reflexive	Regularly	siV'.subj[2] > 2
Italian	2	HUG	abbracciare	Indirect Reciprocal Reflexive	Never	
Italian	2	HUG	abbracciare	Indirect/Dative Reflexive	Marginally	
Italian	2	HUG	abbracciare	Locative Alternation	Never	
Italian	2	HUG	abbracciare	Middle Reflexive	Marginally	
Italian	2	HUG	abbracciare	Object Omission	Never	
Italian	2	HUG	abbracciare	Oblique Subject	Never	
Italian	2	HUG	abbracciare	Passive	Regularly	2 > passV'.subj[2] (> daParteDi+1)
Italian	2	HUG	abbracciare	Possessor-Attribute Alternation	Never	
Italian	2	HUG	abbracciare	Reflexive Passive	Regularly	2 > siV'.subj[2] (> daParteDi+1)
Italian	3	LOOK AT	guardare	Anticausative (coded)	Never	
Italian	3	LOOK AT	guardare	Anticausative (uncoded)	Never	
Italian	3	LOOK AT	guardare	Applicative	Never	
Italian	3	LOOK AT	guardare	Body part possessor alternation	Never	
Italian	3	LOOK AT	guardare	Causative	Regularly	4 > causV'.subj[4] > 2 > a+1
Italian	3	LOOK AT	guardare	Conative	Never	
Italian	3	LOOK AT	guardare	Direct Reciprocal Reflexive	Regularly	1/2 > siV'.subj[1/2]
Italian	3	LOOK AT	guardare	Direct Reflexive	Regularly	
Italian	3	LOOK AT	guardare	Impersonal of Reflexives	Regularly	
