Language_name	Meaning_number	Meaning_label	Verb_form	Basic_or_derived_coding_frame	Coding_frame_schema	Index_number	Microrole_name	Coding_set_name	Argument_type
Icelandic	1	EAT	borða	Basic	1-nom V.agr[1] 2-acc	1	eater	NP-nom & V.agr	A
Icelandic	1	EAT	borða	Basic	1-nom V.agr[1] 2-acc	2	eaten food	NP-acc	P
Icelandic	1	EAT	borða	Derived	2-nom passV'.agr[2]	2	eaten food	NP-nom & V.agr	
Icelandic	1	EAT	borða	Derived	x-nom passV'.agr[x] 2-acc	2	eaten food	NP-acc	
Icelandic	2	HUG	faðma	Basic	1-nom V.agr[1] 2-acc	1	hugger	NP-nom & V.agr	A
Icelandic	2	HUG	faðma	Basic	1-nom V.agr[1] 2-acc	2	huggee	NP-acc	P
Icelandic	2	HUG	faðma	Derived	1/2-nom rcpV'.agr[1/2]	1	hugger	NP-nom & V.agr	
Icelandic	2	HUG	faðma	Derived	1/2-nom rcpV'.agr[1/2]	2	huggee	NP-nom & V.agr	
Icelandic	2	HUG	faðma	Derived	2-nom passV'.agr[2]	2	huggee	NP-nom & V.agr	
Icelandic	2	HUG	faðma	Derived	x-nom passV'.agr[x] 2-acc	2	huggee	NP-acc	
Icelandic	3	LOOK AT	horfa	Basic	1-nom V.agr[1] á+2-acc	1	looker	NP-nom & V.agr	S
Icelandic	3	LOOK AT	horfa	Basic	1-nom V.agr[1] á+2-acc	2	looked at entity	á+NP-acc	X
Icelandic	3	LOOK AT	horfa	Derived	1/2-nom rcpV'.agr[1/2] á	1	looker	NP-nom & V.agr	
Icelandic	3	LOOK AT	horfa	Derived	1/2-nom rcpV'.agr[1/2] á	2	looked at entity	NP-nom & V.agr	
Icelandic	3	LOOK AT	horfa	Derived	x-nom passV'.agr[x] á+2-acc	2	looked at entity	á+NP-acc	
Icelandic	3	LOOK AT	líta	Basic	1-nom V.agr[1] á+2-acc	1	looker	NP-nom & V.agr	S
Icelandic	3	LOOK AT	líta	Basic	1-nom V.agr[1] á+2-acc	2	looked at entity	á+NP-acc	X
Icelandic	3	LOOK AT	líta	Derived	x-nom passV'.agr[x] á+2-acc	2	looked at entity	á+NP-acc	
Icelandic	4	SEE	sjá	Basic	1-nom V.agr[1] 2-acc	1	seeer	NP-nom & V.agr	A
Icelandic	4	SEE	sjá	Basic	1-nom V.agr[1] 2-acc	2	seen entity	NP-acc	P
Icelandic	4	SEE	sjá	Derived	1/2-nom rcpV'.agr[1/2]	1	seeer	NP-nom & V.agr	
Icelandic	4	SEE	sjá	Derived	1/2-nom rcpV'.agr[1/2]	2	seen entity	NP-nom & V.agr	
Icelandic	4	SEE	sjá	Derived	2-nom medV'.agr[2]	2	seen entity	NP-nom & V.agr	
Icelandic	5	SMELL	finna lykt	Basic	1-nom V.agr[1] af+2-dat	1	smeller	NP-nom & V.agr	S
Icelandic	5	SMELL	finna lykt	Basic	1-nom V.agr[1] af+2-dat	2	smelled entity	af+NP-dat	X
Icelandic	5	SMELL	finna lykt	Derived	x-nom medV'.agr[x] af+2-dat	2	smelled entity	af+NP-dat	
Icelandic	6	FEAR	vera hræddur	Basic	1-nom V.agr[1] við+2-acc	1	fearer	NP-nom & V.agr	S
Icelandic	6	FEAR	vera hræddur	Basic	1-nom V.agr[1] við+2-acc	2	fear stimulus	við+NP-acc	X
Icelandic	7	FRIGHTEN	hræða	Basic	1-nom V.agr[1] 2-acc	1	frightener	NP-nom & V.agr	A
Icelandic	7	FRIGHTEN	hræða	Basic	1-nom V.agr[1] 2-acc	2	frightenee	NP-acc	P
Icelandic	7	FRIGHTEN	hræða	Derived	2-nom medV'.agr[2]	2	frightenee	NP-nom & V.agr	
Icelandic	7	FRIGHTEN	hræða	Derived	2-nom passV'.agr[2]	2	frightenee	NP-nom & V.agr	
Icelandic	8	LIKE	líka	Basic	1-dat V.agr[2] 2-nom	1	liker	NP-dat	X
Icelandic	8	LIKE	líka	Basic	1-dat V.agr[2] 2-nom	2	liked entity	NP-nom & V.agr	S
Icelandic	8	LIKE	líka	Derived	1-nom V'.agr[1] við+2-acc	1	liker	NP-nom & V.agr	
Icelandic	8	LIKE	líka	Derived	1-nom V'.agr[1] við+2-acc	2	liked entity	við+NP-acc	
Icelandic	9	KNOW	þekkja	Basic	1-nom V.agr[1] 2-acc	1	knower	NP-nom & V.agr	A
Icelandic	9	KNOW	þekkja	Basic	1-nom V.agr[1] 2-acc	2	known thing/person	NP-acc	P
Icelandic	9	KNOW	þekkja	Derived	1/2-nom rcpV'.agr[1/2]	1	knower	NP-nom & V.agr	
