Language_name	Meaning_number	Meaning_label	Verb_form	Basic_or_derived_coding_frame	Coding_frame_schema	Index_number	Microrole_name	Coding_set_name	Argument_type
Central Alaskan Yupik	1	EAT	nere-	Basic	1-rel 2-abs V.subj[1].obj[2]	1	eater	NP-rel V.subj	A
Central Alaskan Yupik	1	EAT	nere-	Basic	1-rel 2-abs V.subj[1].obj[2]	2	eaten food	NP-abs V.obj	P
Central Alaskan Yupik	2	HUG	qep'ag-	Basic	1-rel 2-abs V.subj[1].obj[2]	1	hugger	NP-rel V.subj	A
Central Alaskan Yupik	2	HUG	qep'ag-	Basic	1-rel 2-abs V.subj[1].obj[2]	2	huggee	NP-abs V.obj	P
Central Alaskan Yupik	3	LOOK AT	tangvag-	Basic	1-rel 2-abs V.subj[1].obj[2]	1	looker	NP-rel V.subj	A
Central Alaskan Yupik	3	LOOK AT	tangvag-	Basic	1-rel 2-abs V.subj[1].obj[2]	2	looked at entity	NP-abs V.obj	P
Central Alaskan Yupik	4	SEE	tangrr-	Basic	1-rel 2-abs V.subj[1].obj[2]	1	seeer	NP-rel V.subj	A
Central Alaskan Yupik	4	SEE	tangrr-	Basic	1-rel 2-abs V.subj[1].obj[2]	2	seen entity	NP-abs V.obj	P
Central Alaskan Yupik	5	SMELL	nare-	Basic	1-rel 2-abs V.subj[1].obj[2]	1	smeller	NP-rel V.subj	A
Central Alaskan Yupik	5	SMELL	nare-	Basic	1-rel 2-abs V.subj[1].obj[2]	2	smelled entity	NP-abs V.obj	P
Central Alaskan Yupik	6	FEAR	alike-	Basic	1-rel 2-abs V.subj[1].obj[2]	1	fearer	NP-rel V.subj	A
Central Alaskan Yupik	6	FEAR	alike-	Basic	1-rel 2-abs V.subj[1].obj[2]	2	fear stimulus	NP-abs V.obj	P
Central Alaskan Yupik	7	FRIGHTEN	alingevkar-	Basic	1-rel 2-abs V.subj[1].obj[2]	1	frightener	NP-rel V.subj	A
Central Alaskan Yupik	7	FRIGHTEN	alingevkar-	Basic	1-rel 2-abs V.subj[1].obj[2]	2	frightenee	NP-abs V.obj	P
Central Alaskan Yupik	8	LIKE	assike-	Basic	1-rel 2-abs V.subj[1].obj[2]	1	liker	NP-rel V.subj	A
Central Alaskan Yupik	8	LIKE	assike-	Basic	1-rel 2-abs V.subj[1].obj[2]	2	liked entity	NP-abs V.obj	P
Central Alaskan Yupik	9	KNOW	nallunrit-	Basic	1-rel 2-abs V.subj[1].obj[2]	1	knower	NP-rel V.subj	A
Central Alaskan Yupik	9	KNOW	nallunrit-	Basic	1-rel 2-abs V.subj[1].obj[2]	2	known thing/person	NP-abs V.obj	P
Central Alaskan Yupik	10	THINK	umyuaqe-	Basic	1-rel 2-abs V.subj[1].obj[2]	1	thinker	NP-rel V.subj	A
Central Alaskan Yupik	10	THINK	umyuaqe-	Basic	1-rel 2-abs V.subj[1].obj[2]	2	thought content	NP-abs V.obj	P
Central Alaskan Yupik	11	SEARCH FOR	yuar-	Basic	1-rel 2-abs V.subj[1].obj[2]	1	searcher	NP-rel V.subj	A
Central Alaskan Yupik	11	SEARCH FOR	yuar-	Basic	1-rel 2-abs V.subj[1].obj[2]	2	searched for thing	NP-abs V.obj	P
Central Alaskan Yupik	12	WASH	erur-	Basic	1-rel 2-abs V.subj[1].obj[2]	1	washer	NP-rel V.subj	A
Central Alaskan Yupik	12	WASH	erur-	Basic	1-rel 2-abs V.subj[1].obj[2]	2	washed entity	NP-abs V.obj	P
