Language_name	Meaning_number	Meaning_label	Verb_form	Basic_or_derived_coding_frame	Coding_frame_schema	Index_number	Microrole_name	Coding_set_name	Argument_type
Jakarta Indonesian	1	EAT	makan	Basic	1 V 2	1	eater	Ø	A
Jakarta Indonesian	1	EAT	makan	Basic	1 V 2	2	eaten food	Ø	P
Jakarta Indonesian	2	HUG	peluk	Basic	1 V 2	1	hugger	Ø	A
Jakarta Indonesian	2	HUG	peluk	Basic	1 V 2	2	huggee	Ø	P
Jakarta Indonesian	3	LOOK AT	liat	Basic	1 V 2	1	looker	Ø	A
Jakarta Indonesian	3	LOOK AT	liat	Basic	1 V 2	2	looked at entity	Ø	P
Jakarta Indonesian	4	SEE	liat	Basic	1 V 2	1	seeer	Ø	A
Jakarta Indonesian	4	SEE	liat	Basic	1 V 2	2	seen entity	Ø	P
Jakarta Indonesian	5	SMELL	cium	Basic	1 V 2	1	smeller	Ø	A
Jakarta Indonesian	5	SMELL	cium	Basic	1 V 2	2	smelled entity	Ø	P
Jakarta Indonesian	6	FEAR	takut	Basic	1 V 2	1	fearer	Ø	A
Jakarta Indonesian	6	FEAR	takut	Basic	1 V 2	2	fear stimulus	Ø	P
Jakarta Indonesian	7	FRIGHTEN	takutin	Basic	1 V 2	1	frightener	Ø	A
Jakarta Indonesian	7	FRIGHTEN	takutin	Basic	1 V 2	2	frightenee	Ø	P
Jakarta Indonesian	8	LIKE	seneng	Basic	1 V 2	1	liker	Ø	A
Jakarta Indonesian	8	LIKE	seneng	Basic	1 V 2	2	liked entity	Ø	P
Jakarta Indonesian	8	LIKE	suka	Basic	1 V 2	1	liker	Ø	A
Jakarta Indonesian	8	LIKE	suka	Basic	1 V 2	2	liked entity	Ø	P
Jakarta Indonesian	9	KNOW	kenal	Basic	1 V 2	1	knower	Ø	A
Jakarta Indonesian	9	KNOW	kenal	Basic	1 V 2	2	known thing/person	Ø	P
Jakarta Indonesian	10	THINK	pikir	Basic	1 V	1	thinker	Ø	S
Jakarta Indonesian	11	SEARCH FOR	cari	Basic	1 V 2	1	searcher	Ø	A
Jakarta Indonesian	11	SEARCH FOR	cari	Basic	1 V 2	2	searched for thing	Ø	P
Jakarta Indonesian	12	WASH	cuci	Basic	1 V 2	1	washer	Ø	A
Jakarta Indonesian	12	WASH	cuci	Basic	1 V 2	2	washed entity	Ø	P
Jakarta Indonesian	12	WASH	mandiin	Basic	1 V 2	1	washer	Ø	A
Jakarta Indonesian	12	WASH	mandiin	Basic	1 V 2	2	washed entity	Ø	P
Jakarta Indonesian	13	DRESS	pakein	Basic	1 V 2 ke+3	1	dresser	Ø	A
Jakarta Indonesian	13	DRESS	pakein	Basic	1 V 2 ke+3	2	clothes	Ø	P
