Language_name	Meaning_number	Meaning_label	Verb_form	Basic_or_derived_coding_frame	Coding_frame_schema	Index_number	Microrole_name	Coding_set_name	Argument_type
Italian	1	EAT	mangiare	Basic	1 > V.subj[1] > 2	1	eater	V.subj	A
Italian	1	EAT	mangiare	Basic	1 > V.subj[1] > 2	2	eaten food	Ø	P
Italian	1	EAT	mangiare	Derived	1 > V'.subj[1]	1	eater	V.subj	
Italian	1	EAT	mangiare	Derived	2 > passV'.subj[2] (> daParteDi+1)	1	eater	daParteDi+NP	
Italian	1	EAT	mangiare	Derived	2 > passV'.subj[2] (> daParteDi+1)	2	eaten food	V.subj	
Italian	1	EAT	mangiare	Derived	2 > siV'.subj[2] (> daParteDi+1)	1	eater	daParteDi+NP	
Italian	1	EAT	mangiare	Derived	2 > siV'.subj[2] (> daParteDi+1)	2	eaten food	V.subj	
Italian	1	EAT	mangiare	Derived	4 > causV'.subj[4] > 2 > a+1	1	eater	a+NP	
Italian	1	EAT	mangiare	Derived	4 > causV'.subj[4] > 2 > a+1	2	eaten food	Ø	
Italian	1	EAT	mangiare	Derived	4 > causV'.subj[4] > 2 > a+1	4	eat causer/feeder	V.subj	
Italian	1	EAT	mangiare	Derived	siV'.subj[2] > 2	2	eaten food	V.subj	
Italian	2	HUG	abbracciare	Basic	1 > V.subj[1] > 2	1	hugger	V.subj	A
Italian	2	HUG	abbracciare	Basic	1 > V.subj[1] > 2	2	huggee	Ø	P
Italian	2	HUG	abbracciare	Derived	1/2 > siV'.subj[1/2]	1	hugger	V.subj	
Italian	2	HUG	abbracciare	Derived	1/2 > siV'.subj[1/2]	2	huggee	V.subj	
Italian	2	HUG	abbracciare	Derived	2 > passV'.subj[2] (> daParteDi+1)	1	hugger	daParteDi+NP	
Italian	2	HUG	abbracciare	Derived	2 > passV'.subj[2] (> daParteDi+1)	2	huggee	V.subj	
Italian	2	HUG	abbracciare	Derived	2 > siV'.subj[2] (> daParteDi+1)	1	hugger	daParteDi+NP	
Italian	2	HUG	abbracciare	Derived	2 > siV'.subj[2] (> daParteDi+1)	2	huggee	V.subj	
Italian	2	HUG	abbracciare	Derived	4 > causV'.subj[4] > 2 > a+1	1	hugger	a+NP	
