Language_name	Meaning_number	Meaning_label	Verb_form	Basic_or_derived_coding_frame	Coding_frame_schema	Index_number	Microrole_name	Coding_set_name	Argument_type
Chintang	1	EAT	ca	Basic	1-erg 2-abs V.agt[1].obj[2]	1	eater	NP-erg & V.agt	A
Chintang	1	EAT	ca	Basic	1-erg 2-abs V.agt[1].obj[2]	2	eaten food	NP-abs & V.obj	P
Chintang	2	HUG	hept	Basic	1-erg 2-abs V.agt[1].obj[2]	1	hugger	NP-erg & V.agt	A
Chintang	2	HUG	hept	Basic	1-erg 2-abs V.agt[1].obj[2]	2	huggee	NP-abs & V.obj	P
Chintang	3	LOOK AT	copt	Basic	1-erg 2-abs V.agt[1].obj[2]	1	looker	NP-erg & V.agt	A
Chintang	3	LOOK AT	copt	Basic	1-erg 2-abs V.agt[1].obj[2]	2	looked at entity	NP-abs & V.obj	P
Chintang	4	SEE	khaŋ	Basic	1-erg 2-abs V.agt[1].obj[2]	1	seeer	NP-erg & V.agt	A
Chintang	4	SEE	khaŋ	Basic	1-erg 2-abs V.agt[1].obj[2]	2	seen entity	NP-abs & V.obj	P
Chintang	5	SMELL	nams	Basic	1-erg 2-abs V.agt[1].obj[2]	1	smeller	NP-erg & V.agt	A
Chintang	5	SMELL	nams	Basic	1-erg 2-abs V.agt[1].obj[2]	2	smelled entity	NP-abs & V.obj	P
Chintang	6	FEAR	kipma kat	Basic	1-abs poss[1].V.subj[1]	1	fearer	NP-abs & V.subj	S
Chintang	6	FEAR	kipma katt	Basic	1-erg 2-abs poss[1].V.agt[1].obj[2]	1	fearer	NP-erg & poss.V.agt	X
Chintang	6	FEAR	kipma katt	Basic	1-erg 2-abs poss[1].V.agt[1].obj[2]	2	fear stimulus	NP-abs & V.obj	X
Chintang	6	FEAR	kitt	Basic	1-erg 2-abs V.agt[1].obj[2]	1	fearer	NP-erg & V.agt	A
Chintang	6	FEAR	kitt	Basic	1-erg 2-abs V.agt[1].obj[2]	2	fear stimulus	NP-abs & V.obj	P
Chintang	7	FRIGHTEN	kip-mett	Basic	1-erg 2-abs V.agt[1].obj[2]	1	frightener	NP-erg & V.agt	A
Chintang	7	FRIGHTEN	kip-mett	Basic	1-erg 2-abs V.agt[1].obj[2]	2	frightenee	NP-abs & V.obj	P
Chintang	8	LIKE	khaŋma les	Basic	1-erg 2-abs V.agt[1].obj[2]	1	liker	NP-erg & V.agt	A
Chintang	8	LIKE	khaŋma les	Basic	1-erg 2-abs V.agt[1].obj[2]	2	liked entity	NP-abs & V.obj	P
Chintang	9	KNOW	mɨksi-khaŋ	Basic	1-erg 2-abs V.agt[1].obj[2]	1	knower	NP-erg & V.agt	A
Chintang	9	KNOW	mɨksi-khaŋ	Basic	1-erg 2-abs V.agt[1].obj[2]	2	known thing/person	NP-abs & V.obj	P
Chintang	9	KNOW	nis	Basic	1-erg 2-abs V.agt[1].obj[2]	1	knower	NP-erg & V.agt	A
Chintang	9	KNOW	nis	Basic	1-erg 2-abs V.agt[1].obj[2]	2	known thing/person	NP-abs & V.obj	P
