Language_name	Meaning_number	Meaning_label	Verb_form	Basic_or_derived_coding_frame	Coding_frame_schema	Index_number	Microrole_name	Coding_set_name	Argument_type
Mandarin Chinese	1	EAT	chī	Basic	1 > V > 2	1	eater	Ø	A
Mandarin Chinese	1	EAT	chī	Basic	1 > V > 2	2	eaten food	Ø	P
Mandarin Chinese	2	HUG	yōngbào	Basic	1 > V > 2	1	hugger	Ø	A
Mandarin Chinese	2	HUG	yōngbào	Basic	1 > V > 2	2	huggee	Ø	P
Mandarin Chinese	3	LOOK AT	kàn	Basic	1 > V > 2	1	looker	Ø	A
Mandarin Chinese	3	LOOK AT	kàn	Basic	1 > V > 2	2	looked at entity	Ø	P
Mandarin Chinese	4	SEE	kànjiàn	Basic	1 > V > 2	1	seeer	Ø	A
Mandarin Chinese	4	SEE	kànjiàn	Basic	1 > V > 2	2	seen entity	Ø	P
Mandarin Chinese	5	SMELL	wén	Basic	1 > V > 2	1	smeller	Ø	A
Mandarin Chinese	5	SMELL	wén	Basic	1 > V > 2	2	smelled entity	Ø	P
Mandarin Chinese	6	FEAR	pà	Basic	1 > V > 2	1	fearer	Ø	A
Mandarin Chinese	6	FEAR	pà	Basic	1 > V > 2	2	fear stimulus	Ø	P
Mandarin Chinese	7	FRIGHTEN	xià(hu)	Basic	1 > V > 2	1	frightener	Ø	A
Mandarin Chinese	7	FRIGHTEN	xià(hu)	Basic	1 > V > 2	2	frightenee	Ø	P
Mandarin Chinese	8	LIKE	xǐhuān	Basic	1 > V > 2	1	liker	Ø	A
Mandarin Chinese	8	LIKE	xǐhuān	Basic	1 > V > 2	2	liked entity	Ø	P
Mandarin Chinese	9	KNOW	zhīdào	Basic	1 > V > 2	1	knower	Ø	A
Mandarin Chinese	9	KNOW	zhīdào	Basic	1 > V > 2	2	known thing/person	Ø	P
Mandarin Chinese	10	THINK	xiǎng	Basic	1 > V > 2	1	thinker	Ø	A
Mandarin Chinese	10	THINK	xiǎng	Basic	1 > V > 2	2	thought content	Ø	P
Mandarin Chinese	11	SEARCH FOR	sōuxún	Basic	1 > V > 2	1	searcher	Ø	A
Mandarin Chinese	11	SEARCH FOR	sōuxún	Basic	1 > V > 2	2	searched for thing	Ø	P
Mandarin Chinese	12	WASH	xǐ	Basic	1 > V > 2	1	washer	Ø	A
Mandarin Chinese	12	WASH	xǐ	Basic	1 > V > 2	2	washed entity	Ø	P
Mandarin Chinese	14	SHAVE (a body part/person)	guā	Basic	1 > V > 2	1	shaver (of body part)	Ø	A
Mandarin Chinese	14	SHAVE (a body part/person)	guā	Basic	1 > V > 2	2	shaved body part	Ø	P
Mandarin Chinese	15	HELP	bāngzhù	Basic	1 > V > 2	1	helper	Ø	A
Mandarin Chinese	15	HELP	bāngzhù	Basic	1 > V > 2	2	helpee	Ø	P
Mandarin Chinese	16	FOLLOW	gēn	Basic	1 > V > 2	1	follower	Ø	A
Mandarin Chinese	16	FOLLOW	gēn	Basic	1 > V > 2	2	followee	Ø	P
Mandarin Chinese	17	MEET	pèngjiàn	Basic	1 > (LOC2 >) V > 3	1	meeter	Ø	A
Mandarin Chinese	17	MEET	pèngjiàn	Basic	1 > (LOC2 >) V > 3	2	meet location	LOC	X
