Language_name	Meaning_number	Meaning_label	Verb_form	Alternation_name	Alternation_occurs	Coding_frame_schema
Yaqui	1	EAT	bwa’e	Applicative	Regularly	
Yaqui	1	EAT	bwa’e	Causative	Regularly	
Yaqui	1	EAT	bwa’e	Directional Object	Marginally	
Yaqui	1	EAT	bwa’e	Equipollent Applicative	Marginally	
Yaqui	1	EAT	bwa’e	Equipollent Causal	Marginally	
Yaqui	1	EAT	bwa’e	Equipollent Noncausal	Marginally	
Yaqui	1	EAT	bwa’e	Intransitivizer incorporation: ji'i	Regularly	
Yaqui	1	EAT	bwa’e	Locative	Marginally	
Yaqui	1	EAT	bwa’e	Middle	Regularly	
Yaqui	1	EAT	bwa’e	Object incorporation	Regularly	
Yaqui	1	EAT	bwa’e	Passive	Regularly	
Yaqui	1	EAT	bwa’e	Resultative	Regularly	
Yaqui	1	EAT	bwa’e	Undetermined object	Regularly	
Yaqui	2	HUG	ibakta	Applicative	Regularly	
Yaqui	2	HUG	ibakta	Causative	Regularly	
Yaqui	2	HUG	ibakta	Directional Object	Never	
Yaqui	2	HUG	ibakta	Equipollent Applicative	Never	
Yaqui	2	HUG	ibakta	Equipollent Causal	Never	
Yaqui	2	HUG	ibakta	Equipollent Noncausal	Never	
Yaqui	2	HUG	ibakta	Intransitivizer incorporation: ji'i	Never	
Yaqui	2	HUG	ibakta	Locative	Never	
Yaqui	2	HUG	ibakta	Middle	Regularly	
Yaqui	2	HUG	ibakta	Object incorporation	Never	
Yaqui	2	HUG	ibakta	Passive	Regularly	
Yaqui	2	HUG	ibakta	Resultative	Regularly	
Yaqui	2	HUG	ibakta	Undetermined object	Marginally	
Yaqui	3	LOOK AT	bitchu	Applicative	Regularly	
Yaqui	3	LOOK AT	bitchu	Causative	Regularly	
Yaqui	3	LOOK AT	bitchu	Directional Object	Regularly	
Yaqui	3	LOOK AT	bitchu	Equipollent Applicative	Never	
Yaqui	3	LOOK AT	bitchu	Equipollent Causal	Never	
Yaqui	3	LOOK AT	bitchu	Equipollent Noncausal	Never	
Yaqui	3	LOOK AT	bitchu	Intransitivizer incorporation: ji'i	Never	
Yaqui	3	LOOK AT	bitchu	Locative	Regularly	
Yaqui	3	LOOK AT	bitchu	Middle	Regularly	
Yaqui	3	LOOK AT	bitchu	Object incorporation	Never	
Yaqui	3	LOOK AT	bitchu	Passive	Regularly	
Yaqui	3	LOOK AT	bitchu	Resultative	Regularly	
Yaqui	3	LOOK AT	bitchu	Undetermined object	Marginally	
Yaqui	4	SEE	bitcha	Applicative	Regularly	
Yaqui	4	SEE	bitcha	Causative	Regularly	
