Language_name	Meaning_number	Meaning_label	Verb_form	Alternation_name	Alternation_occurs	Coding_frame_schema
Mandarin Chinese	1	EAT	chī	Ambitransitive Alternation	Never	
Mandarin Chinese	1	EAT	chī	BA Alternation	Regularly	
Mandarin Chinese	1	EAT	chī	BEI Alternation	Regularly	
Mandarin Chinese	1	EAT	chī	Locative Inversion Alternation	Never	
Mandarin Chinese	1	EAT	chī	Middle Alternation	Regularly	
Mandarin Chinese	1	EAT	chī	Neutral Ditransitive Alternation	Regularly	
Mandarin Chinese	1	EAT	chī	Quantity Ratio Alternation	Regularly	
Mandarin Chinese	2	HUG	yōngbào	Ambitransitive Alternation	Never	
Mandarin Chinese	2	HUG	yōngbào	BA Alternation	Never	
Mandarin Chinese	2	HUG	yōngbào	BEI Alternation	Regularly	
Mandarin Chinese	2	HUG	yōngbào	Locative Inversion Alternation	Never	
Mandarin Chinese	2	HUG	yōngbào	Middle Alternation	Never	
Mandarin Chinese	2	HUG	yōngbào	Neutral Ditransitive Alternation	Never	
Mandarin Chinese	2	HUG	yōngbào	Quantity Ratio Alternation	Never	
Mandarin Chinese	3	LOOK AT	kàn	Ambitransitive Alternation	Never	
Mandarin Chinese	3	LOOK AT	kàn	BA Alternation	Regularly	
Mandarin Chinese	3	LOOK AT	kàn	BEI Alternation	Regularly	
Mandarin Chinese	3	LOOK AT	kàn	Locative Inversion Alternation	Never	
Mandarin Chinese	3	LOOK AT	kàn	Middle Alternation	Never	
Mandarin Chinese	3	LOOK AT	kàn	Neutral Ditransitive Alternation	Never	
Mandarin Chinese	3	LOOK AT	kàn	Quantity Ratio Alternation	Never	
Mandarin Chinese	4	SEE	kànjiàn	Ambitransitive Alternation	Never	
Mandarin Chinese	4	SEE	kànjiàn	BA Alternation	Never	
Mandarin Chinese	4	SEE	kànjiàn	BEI Alternation	Regularly	
Mandarin Chinese	4	SEE	kànjiàn	Locative Inversion Alternation	Never	
Mandarin Chinese	4	SEE	kànjiàn	Middle Alternation	Never	
Mandarin Chinese	4	SEE	kànjiàn	Neutral Ditransitive Alternation	Never	
Mandarin Chinese	4	SEE	kànjiàn	Quantity Ratio Alternation	Never	
Mandarin Chinese	5	SMELL	wén	Ambitransitive Alternation	Never	
Mandarin Chinese	5	SMELL	wén	BA Alternation	Regularly	
Mandarin Chinese	5	SMELL	wén	BEI Alternation	Regularly	
Mandarin Chinese	5	SMELL	wén	Locative Inversion Alternation	Never	
Mandarin Chinese	5	SMELL	wén	Middle Alternation	Regularly	
Mandarin Chinese	5	SMELL	wén	Neutral Ditransitive Alternation	Never	
Mandarin Chinese	5	SMELL	wén	Quantity Ratio Alternation	Never	
Mandarin Chinese	6	FEAR	pà	Ambitransitive Alternation	Never	
Mandarin Chinese	6	FEAR	pà	BA Alternation	Never	
Mandarin Chinese	6	FEAR	pà	BEI Alternation	Never	
Mandarin Chinese	6	FEAR	pà	Locative Inversion Alternation	Never	
Mandarin Chinese	6	FEAR	pà	Middle Alternation	Never	
Mandarin Chinese	6	FEAR	pà	Neutral Ditransitive Alternation	Never	
Mandarin Chinese	6	FEAR	pà	Quantity Ratio Alternation	Never	
Mandarin Chinese	7	FRIGHTEN	xià(hu)	Ambitransitive Alternation	Regularly	
Mandarin Chinese	7	FRIGHTEN	xià(hu)	BA Alternation	Regularly	
Mandarin Chinese	7	FRIGHTEN	xià(hu)	BEI Alternation	Regularly	
Mandarin Chinese	7	FRIGHTEN	xià(hu)	Locative Inversion Alternation	Never	
Mandarin Chinese	7	FRIGHTEN	xià(hu)	Middle Alternation	Marginally	
