Language_name	Meaning_number	Meaning_label	Verb_form	Alternation_name	Alternation_occurs	Coding_frame_schema
Russian	1	EAT	estʹ	Accusative-Genitive alternation	Never	
Russian	1	EAT	estʹ	Cognate object alternation	Never	
Russian	1	EAT	estʹ	Comitative alternation	Never	
Russian	1	EAT	estʹ	Instrumental subject alternation	Never	
Russian	1	EAT	estʹ	Negative Accusative-Genitive alternation	Regularly	1-nom negV'.subj[1] 2-gen (3-instr)
Russian	1	EAT	estʹ	Object deletion	Regularly	1-nom V'.subj[1] (3-instr)
Russian	1	EAT	estʹ	Participial Passive	Regularly	2-nom passV'.subj[2] (3-instr)/(1-instr)
Russian	1	EAT	estʹ	Prefixal Goal-Instrumental alternation	Never	
Russian	1	EAT	estʹ	Prefixal Source-promoting alternation	Never	
Russian	1	EAT	estʹ	Reflexive Anticausative	Never	
Russian	1	EAT	estʹ	Reflexive Middle	Never	
Russian	1	EAT	estʹ	Reflexive Middle (impersonal)	Never	
Russian	1	EAT	estʹ	Reflexive Passive	Never	
Russian	1	EAT	estʹ	Reflexive Reciprocal	Never	
Russian	1	EAT	estʹ	Semantic reflexive	Never	
Russian	2	HUG	obnjatʹ	Accusative-Genitive alternation	Never	
Russian	2	HUG	obnjatʹ	Cognate object alternation	Never	
Russian	2	HUG	obnjatʹ	Comitative alternation	Never	
Russian	2	HUG	obnjatʹ	Instrumental subject alternation	Never	
Russian	2	HUG	obnjatʹ	Negative Accusative-Genitive alternation	Marginally	
Russian	2	HUG	obnjatʹ	Object deletion	Never	
Russian	2	HUG	obnjatʹ	Participial Passive	Regularly	2-nom passV'.subj[2] (1-instr)
Russian	2	HUG	obnjatʹ	Prefixal Goal-Instrumental alternation	Never	
Russian	2	HUG	obnjatʹ	Prefixal Source-promoting alternation	Never	
Russian	2	HUG	obnjatʹ	Reflexive Anticausative	Never	
Russian	2	HUG	obnjatʹ	Reflexive Middle	Never	
Russian	2	HUG	obnjatʹ	Reflexive Middle (impersonal)	Never	
Russian	2	HUG	obnjatʹ	Reflexive Passive	Never	
Russian	2	HUG	obnjatʹ	Reflexive Reciprocal	Regularly	1-nom V'sja.subj[1]
Russian	2	HUG	obnjatʹ	Semantic reflexive	Never	
Russian	3	LOOK AT	smotretʹ	Accusative-Genitive alternation	Never	
Russian	3	LOOK AT	smotretʹ	Cognate object alternation	Never	
Russian	3	LOOK AT	smotretʹ	Comitative alternation	Never	
Russian	3	LOOK AT	smotretʹ	Instrumental subject alternation	Never	
Russian	3	LOOK AT	smotretʹ	Negative Accusative-Genitive alternation	Never	
Russian	3	LOOK AT	smotretʹ	Object deletion	Never	
Russian	3	LOOK AT	smotretʹ	Participial Passive	Never	
Russian	3	LOOK AT	smotretʹ	Prefixal Goal-Instrumental alternation	Never	
Russian	3	LOOK AT	smotretʹ	Prefixal Source-promoting alternation	Never	
Russian	3	LOOK AT	smotretʹ	Reflexive Anticausative	Never	
Russian	3	LOOK AT	smotretʹ	Reflexive Middle	Never	
Russian	3	LOOK AT	smotretʹ	Reflexive Middle (impersonal)	Never	
Russian	3	LOOK AT	smotretʹ	Reflexive Passive	Never	
Russian	3	LOOK AT	smotretʹ	Reflexive Reciprocal	Never	
Russian	3	LOOK AT	smotretʹ	Semantic reflexive	Never	
Russian	4	SEE	videtʹ	Accusative-Genitive alternation	Never	
Russian	4	SEE	videtʹ	Cognate object alternation	Never	
Russian	4	SEE	videtʹ	Comitative alternation	Never	
Russian	4	SEE	videtʹ	Instrumental subject alternation	Never	
Russian	4	SEE	videtʹ	Negative Accusative-Genitive alternation	Regularly	1-nom negV'.subj[1] 2-gen
Russian	4	SEE	videtʹ	Object deletion	Never	
Russian	4	SEE	videtʹ	Participial Passive	Regularly	2-nom passV'.subj[2] (1-instr)
Russian	4	SEE	videtʹ	Prefixal Goal-Instrumental alternation	Never	
Russian	4	SEE	videtʹ	Prefixal Source-promoting alternation	Never	
Russian	4	SEE	videtʹ	Reflexive Anticausative	Never	
Russian	4	SEE	videtʹ	Reflexive Middle	Never	
Russian	4	SEE	videtʹ	Reflexive Middle (impersonal)	Never	
Russian	4	SEE	videtʹ	Reflexive Passive	Marginally	
Russian	4	SEE	videtʹ	Reflexive Reciprocal	Regularly	1-nom V'sja.subj[1]
Russian	4	SEE	videtʹ	Semantic reflexive	Never	
Russian	5	SMELL	njuxatʹ	Accusative-Genitive alternation	Never	
Russian	5	SMELL	njuxatʹ	Cognate object alternation	Never	
Russian	5	SMELL	njuxatʹ	Comitative alternation	Never	
Russian	5	SMELL	njuxatʹ	Instrumental subject alternation	Never	
Russian	5	SMELL	njuxatʹ	Negative Accusative-Genitive alternation	Regularly	1-nom negV'.subj[1] 2-gen
Russian	5	SMELL	njuxatʹ	Object deletion	Never	
Russian	5	SMELL	njuxatʹ	Participial Passive	Never	
Russian	5	SMELL	njuxatʹ	Prefixal Goal-Instrumental alternation	Never	
Russian	5	SMELL	njuxatʹ	Prefixal Source-promoting alternation	Never	
Russian	5	SMELL	njuxatʹ	Reflexive Anticausative	Never	
Russian	5	SMELL	njuxatʹ	Reflexive Middle	Never	
Russian	5	SMELL	njuxatʹ	Reflexive Middle (impersonal)	Never	
Russian	5	SMELL	njuxatʹ	Reflexive Passive	Never	
Russian	5	SMELL	njuxatʹ	Reflexive Reciprocal	Never	
Russian	5	SMELL	njuxatʹ	Semantic reflexive	Never	
Russian	6	FEAR	bojatʹsja	Accusative-Genitive alternation	Regularly	1-nom V'.subj[1] 2-gen
Russian	6	FEAR	bojatʹsja	Cognate object alternation	Never	
Russian	6	FEAR	bojatʹsja	Comitative alternation	Never	
Russian	6	FEAR	bojatʹsja	Instrumental subject alternation	Never	
Russian	6	FEAR	bojatʹsja	Negative Accusative-Genitive alternation	Never	
Russian	6	FEAR	bojatʹsja	Object deletion	Never	
Russian	6	FEAR	bojatʹsja	Participial Passive	Never	
Russian	6	FEAR	bojatʹsja	Prefixal Goal-Instrumental alternation	Never	
Russian	6	FEAR	bojatʹsja	Prefixal Source-promoting alternation	Never	
Russian	6	FEAR	bojatʹsja	Reflexive Anticausative	Never	
Russian	6	FEAR	bojatʹsja	Reflexive Middle	Never	
Russian	6	FEAR	bojatʹsja	Reflexive Middle (impersonal)	Never	
Russian	6	FEAR	bojatʹsja	Reflexive Passive	Never	
Russian	6	FEAR	bojatʹsja	Reflexive Reciprocal	Never	
Russian	6	FEAR	bojatʹsja	Semantic reflexive	Never	
Russian	7	FRIGHTEN	pugatʹ	Accusative-Genitive alternation	Never	
Russian	7	FRIGHTEN	pugatʹ	Cognate object alternation	Never	
Russian	7	FRIGHTEN	pugatʹ	Comitative alternation	Never	
Russian	7	FRIGHTEN	pugatʹ	Instrumental subject alternation	Never	
Russian	7	FRIGHTEN	pugatʹ	Negative Accusative-Genitive alternation	Never	
Russian	7	FRIGHTEN	pugatʹ	Object deletion	Never	
Russian	7	FRIGHTEN	pugatʹ	Participial Passive	Regularly	2-nom passV'.subj[2] (3-instr)/(1-instr)
Russian	7	FRIGHTEN	pugatʹ	Prefixal Goal-Instrumental alternation	Never	
Russian	7	FRIGHTEN	pugatʹ	Prefixal Source-promoting alternation	Never	
Russian	7	FRIGHTEN	pugatʹ	Reflexive Anticausative	Regularly	2-nom V'sja.subj[2] (3-instr)
Russian	7	FRIGHTEN	pugatʹ	Reflexive Middle	Never	
