Language_name	Meaning_number	Meaning_label	Verb_form	Alternation_name	Alternation_occurs	Coding_frame_schema
Balinese	1	EAT	ngajeng	Causative with instrument causee	Never	
Balinese	1	EAT	ngajeng	Causative with Theme causee	Never	
Balinese	1	EAT	ngajeng	Locative alternation (argument adding)	Never	
Balinese	1	EAT	ngajeng	Locative alternation (argument rearanging)	Never	
Balinese	1	EAT	ngajeng	Locative alternation (oblique to object)	Never	
Balinese	1	EAT	ngajeng	Passive -a alternation	Regularly	
Balinese	1	EAT	ngajeng	Passive ka- alternation	Regularly	
Balinese	1	EAT	ngajeng	Resultative ma- alternation	Regularly	
Balinese	2	HUG	ngelut	Causative with instrument causee	No data	
Balinese	2	HUG	ngelut	Causative with Theme causee	Regularly	
Balinese	2	HUG	ngelut	Locative alternation (argument adding)	Never	
Balinese	2	HUG	ngelut	Locative alternation (argument rearanging)	Never	
Balinese	2	HUG	ngelut	Locative alternation (oblique to object)	Never	
Balinese	2	HUG	ngelut	Passive -a alternation	Regularly	
Balinese	2	HUG	ngelut	Passive ka- alternation	Regularly	
Balinese	2	HUG	ngelut	Resultative ma- alternation	Regularly	
Balinese	3	LOOK AT	nlektekang	Causative with instrument causee	Never	
Balinese	3	LOOK AT	nlektekang	Causative with Theme causee	Never	
Balinese	3	LOOK AT	nlektekang	Locative alternation (argument adding)	Never	
Balinese	3	LOOK AT	nlektekang	Locative alternation (argument rearanging)	Never	
Balinese	3	LOOK AT	nlektekang	Locative alternation (oblique to object)	Never	
Balinese	3	LOOK AT	nlektekang	Passive -a alternation	Regularly	
Balinese	3	LOOK AT	nlektekang	Passive ka- alternation	Regularly	
Balinese	3	LOOK AT	nlektekang	Resultative ma- alternation	Never	
Balinese	4	SEE	nepukin	Causative with instrument causee	Never	
Balinese	4	SEE	nepukin	Causative with Theme causee	Never	
Balinese	4	SEE	nepukin	Locative alternation (argument adding)	Never	
Balinese	4	SEE	nepukin	Locative alternation (argument rearanging)	Never	
Balinese	4	SEE	nepukin	Locative alternation (oblique to object)	Never	
Balinese	4	SEE	nepukin	Passive -a alternation	Regularly	
Balinese	4	SEE	nepukin	Passive ka- alternation	Regularly	
Balinese	4	SEE	nepukin	Resultative ma- alternation	Never	
Balinese	5	SMELL	ngadekin	Causative with instrument causee	Never	
Balinese	5	SMELL	ngadekin	Causative with Theme causee	Never	
Balinese	5	SMELL	ngadekin	Locative alternation (argument adding)	Never	
Balinese	5	SMELL	ngadekin	Locative alternation (argument rearanging)	Never	
Balinese	5	SMELL	ngadekin	Locative alternation (oblique to object)	Never	
Balinese	5	SMELL	ngadekin	Passive -a alternation	Regularly	
Balinese	5	SMELL	ngadekin	Passive ka- alternation	Regularly	
Balinese	5	SMELL	ngadekin	Resultative ma- alternation	Never	
Balinese	6	FEAR	nakutin	Causative with instrument causee	Never	
Balinese	6	FEAR	nakutin	Causative with Theme causee	Never	
Balinese	6	FEAR	nakutin	Locative alternation (argument adding)	Never	
Balinese	6	FEAR	nakutin	Locative alternation (argument rearanging)	Never	
Balinese	6	FEAR	nakutin	Locative alternation (oblique to object)	Never	
Balinese	6	FEAR	nakutin	Passive -a alternation	Regularly	
Balinese	6	FEAR	nakutin	Passive ka- alternation	Regularly	
Balinese	6	FEAR	nakutin	Resultative ma- alternation	Never	
Balinese	7	FRIGHTEN	nakutin	Causative with instrument causee	Never	
Balinese	7	FRIGHTEN	nakutin	Causative with Theme causee	Never	
Balinese	7	FRIGHTEN	nakutin	Locative alternation (argument adding)	Never	
Balinese	7	FRIGHTEN	nakutin	Locative alternation (argument rearanging)	Never	
Balinese	7	FRIGHTEN	nakutin	Locative alternation (oblique to object)	Never	
Balinese	7	FRIGHTEN	nakutin	Passive -a alternation	Regularly	
Balinese	7	FRIGHTEN	nakutin	Passive ka- alternation	Regularly	
Balinese	7	FRIGHTEN	nakutin	Resultative ma- alternation	Never	
Balinese	8	LIKE	nemenin	Causative with instrument causee	Never	
Balinese	8	LIKE	nemenin	Causative with Theme causee	Never	
Balinese	8	LIKE	nemenin	Locative alternation (argument adding)	Never	
Balinese	8	LIKE	nemenin	Locative alternation (argument rearanging)	Never	
Balinese	8	LIKE	nemenin	Locative alternation (oblique to object)	Never	
Balinese	8	LIKE	nemenin	Passive -a alternation	Regularly	
Balinese	8	LIKE	nemenin	Passive ka- alternation	Regularly	
Balinese	8	LIKE	nemenin	Resultative ma- alternation	Never	
Balinese	9	KNOW	nawang	Causative with instrument causee	Never	
Balinese	9	KNOW	nawang	Causative with Theme causee	Never	
Balinese	9	KNOW	nawang	Locative alternation (argument adding)	Never	
Balinese	9	KNOW	nawang	Locative alternation (argument rearanging)	Never	
Balinese	9	KNOW	nawang	Locative alternation (oblique to object)	Never	
Balinese	9	KNOW	nawang	Passive -a alternation	Regularly	
Balinese	9	KNOW	nawang	Passive ka- alternation	Regularly	
Balinese	9	KNOW	nawang	Resultative ma- alternation	Never	
Balinese	10	THINK	ngenehang	Causative with instrument causee	Never	
Balinese	10	THINK	ngenehang	Causative with Theme causee	Never	
Balinese	10	THINK	ngenehang	Locative alternation (argument adding)	Never	
Balinese	10	THINK	ngenehang	Locative alternation (argument rearanging)	Never	
Balinese	10	THINK	ngenehang	Locative alternation (oblique to object)	Never	
Balinese	10	THINK	ngenehang	Passive -a alternation	Regularly	
Balinese	10	THINK	ngenehang	Passive ka- alternation	Regularly	
Balinese	10	THINK	ngenehang	Resultative ma- alternation	Never	
Balinese	11	SEARCH FOR	ngalihin	Causative with instrument causee	Never	
Balinese	11	SEARCH FOR	ngalihin	Causative with Theme causee	Never	
Balinese	11	SEARCH FOR	ngalihin	Locative alternation (argument adding)	Never	
Balinese	11	SEARCH FOR	ngalihin	Locative alternation (argument rearanging)	Never	
Balinese	11	SEARCH FOR	ngalihin	Locative alternation (oblique to object)	Never	
Balinese	11	SEARCH FOR	ngalihin	Passive -a alternation	Regularly	
Balinese	11	SEARCH FOR	ngalihin	Passive ka- alternation	Regularly	
Balinese	11	SEARCH FOR	ngalihin	Resultative ma- alternation	Never	
Balinese	12	WASH	ngayehang	Causative with instrument causee	Never	
Balinese	12	WASH	ngayehang	Causative with Theme causee	Never	
Balinese	12	WASH	ngayehang	Locative alternation (argument adding)	Never	
Balinese	12	WASH	ngayehang	Locative alternation (argument rearanging)	Never	
Balinese	12	WASH	ngayehang	Locative alternation (oblique to object)	Never	
Balinese	12	WASH	ngayehang	Passive -a alternation	Regularly	
Balinese	12	WASH	ngayehang	Passive ka- alternation	Regularly	
Balinese	12	WASH	ngayehang	Resultative ma- alternation	Regularly	
Balinese	13	DRESS	majunin	Causative with instrument causee	Never	
Balinese	13	DRESS	majunin	Causative with Theme causee	Never	
Balinese	13	DRESS	majunin	Locative alternation (argument adding)	Never	
Balinese	13	DRESS	majunin	Locative alternation (argument rearanging)	Never	
Balinese	13	DRESS	majunin	Locative alternation (oblique to object)	Never	
Balinese	13	DRESS	majunin	Passive -a alternation	Regularly	
Balinese	13	DRESS	majunin	Passive ka- alternation	Regularly	
Balinese	13	DRESS	majunin	Resultative ma- alternation	Regularly	
Balinese	14	SHAVE (a body part/person)	nguris	Causative with instrument causee	Never	
Balinese	14	SHAVE (a body part/person)	nguris	Causative with Theme causee	Never	
Balinese	14	SHAVE (a body part/person)	nguris	Locative alternation (argument adding)	Never	
Balinese	14	SHAVE (a body part/person)	nguris	Locative alternation (argument rearanging)	Never	
Balinese	14	SHAVE (a body part/person)	nguris	Locative alternation (oblique to object)	Never	
Balinese	14	SHAVE (a body part/person)	nguris	Passive -a alternation	Regularly	
Balinese	14	SHAVE (a body part/person)	nguris	Passive ka- alternation	Regularly	
