Language_name	Meaning_number	Meaning_label	Verb_form	Alternation_name	Alternation_occurs	Coding_frame_schema
Sliammon	1	EAT	məkʷ-t	Active-intransitive	Regularly	
Sliammon	1	EAT	məkʷ-t	Active-intransitive-causative	Marginally	
Sliammon	1	EAT	məkʷ-t	Causative	Never	
Sliammon	1	EAT	məkʷ-t	Causative with Active-intransitive	No data	
Sliammon	1	EAT	məkʷ-t	Causative with Passive	No data	
Sliammon	1	EAT	məkʷ-t	Causative with Reflexive	No data	
Sliammon	1	EAT	məkʷ-t	Control transitive	Never	
Sliammon	1	EAT	məkʷ-t	Indirective applicative	Regularly	
Sliammon	1	EAT	məkʷ-t	Indirective applicative with Passive	No data	
Sliammon	1	EAT	məkʷ-t	Lexical suffix with Middle	No data	
Sliammon	1	EAT	məkʷ-t	Middle	No data	
Sliammon	1	EAT	məkʷ-t	Middle with Causative	No data	
Sliammon	1	EAT	məkʷ-t	Middle with Indirective applicative	No data	
Sliammon	1	EAT	məkʷ-t	Middle with Relational applicative	No data	
Sliammon	1	EAT	məkʷ-t	Noncontrol transitive	Regularly	
Sliammon	1	EAT	məkʷ-t	Passive	Regularly	
Sliammon	1	EAT	məkʷ-t	Relational applicative	Never	
Sliammon	1	EAT	məkʷ-t	Relational applicative with Passive	No data	
Sliammon	1	EAT	məkʷ-t	Unsuffixed	Never	
Sliammon	1	EAT	ʔiɬtən	Active-intransitive	Never	
Sliammon	1	EAT	ʔiɬtən	Active-intransitive-causative	No data	
Sliammon	1	EAT	ʔiɬtən	Causative	Regularly	
Sliammon	1	EAT	ʔiɬtən	Causative with Active-intransitive	No data	
Sliammon	1	EAT	ʔiɬtən	Causative with Passive	No data	
Sliammon	1	EAT	ʔiɬtən	Causative with Reflexive	No data	
Sliammon	1	EAT	ʔiɬtən	Control transitive	Never	
Sliammon	1	EAT	ʔiɬtən	Indirective applicative	Never	
Sliammon	1	EAT	ʔiɬtən	Indirective applicative with Passive	No data	
Sliammon	1	EAT	ʔiɬtən	Lexical suffix with Middle	No data	
Sliammon	1	EAT	ʔiɬtən	Middle	No data	
Sliammon	1	EAT	ʔiɬtən	Middle with Causative	No data	
Sliammon	1	EAT	ʔiɬtən	Middle with Indirective applicative	No data	
Sliammon	1	EAT	ʔiɬtən	Middle with Relational applicative	No data	
Sliammon	1	EAT	ʔiɬtən	Noncontrol transitive	Never	
Sliammon	1	EAT	ʔiɬtən	Passive	No data	
Sliammon	1	EAT	ʔiɬtən	Relational applicative	Never	
Sliammon	1	EAT	ʔiɬtən	Relational applicative with Passive	No data	
Sliammon	1	EAT	ʔiɬtən	Unsuffixed	Never	
Sliammon	2	HUG	x̣ʷuǰ-u-t	Active-intransitive	No data	
Sliammon	2	HUG	x̣ʷuǰ-u-t	Active-intransitive-causative	No data	
Sliammon	2	HUG	x̣ʷuǰ-u-t	Causative	Never	
Sliammon	2	HUG	x̣ʷuǰ-u-t	Causative with Active-intransitive	No data	
Sliammon	2	HUG	x̣ʷuǰ-u-t	Causative with Passive	No data	
Sliammon	2	HUG	x̣ʷuǰ-u-t	Causative with Reflexive	No data	
Sliammon	2	HUG	x̣ʷuǰ-u-t	Control transitive	Never	
Sliammon	2	HUG	x̣ʷuǰ-u-t	Indirective applicative	No data	
Sliammon	2	HUG	x̣ʷuǰ-u-t	Indirective applicative with Passive	No data	
Sliammon	2	HUG	x̣ʷuǰ-u-t	Lexical suffix with Middle	No data	
Sliammon	2	HUG	x̣ʷuǰ-u-t	Middle	Never	
Sliammon	2	HUG	x̣ʷuǰ-u-t	Middle with Causative	No data	
Sliammon	2	HUG	x̣ʷuǰ-u-t	Middle with Indirective applicative	No data	
Sliammon	2	HUG	x̣ʷuǰ-u-t	Middle with Relational applicative	No data	
Sliammon	2	HUG	x̣ʷuǰ-u-t	Noncontrol transitive	No data	
Sliammon	2	HUG	x̣ʷuǰ-u-t	Passive	No data	
Sliammon	2	HUG	x̣ʷuǰ-u-t	Relational applicative	No data	
Sliammon	2	HUG	x̣ʷuǰ-u-t	Relational applicative with Passive	No data	
Sliammon	2	HUG	x̣ʷuǰ-u-t	Unsuffixed	Never	
Sliammon	3	LOOK AT	kʼʷən-t	Active-intransitive	Regularly	
Sliammon	3	LOOK AT	kʼʷən-t	Active-intransitive-causative	Regularly	
Sliammon	3	LOOK AT	kʼʷən-t	Causative	Regularly	
Sliammon	3	LOOK AT	kʼʷən-t	Causative with Active-intransitive	No data	
Sliammon	3	LOOK AT	kʼʷən-t	Causative with Passive	No data	
Sliammon	3	LOOK AT	kʼʷən-t	Causative with Reflexive	No data	
Sliammon	3	LOOK AT	kʼʷən-t	Control transitive	Never	
Sliammon	3	LOOK AT	kʼʷən-t	Indirective applicative	Never	
Sliammon	3	LOOK AT	kʼʷən-t	Indirective applicative with Passive	No data	
Sliammon	3	LOOK AT	kʼʷən-t	Lexical suffix with Middle	No data	
Sliammon	3	LOOK AT	kʼʷən-t	Middle	Never	
Sliammon	3	LOOK AT	kʼʷən-t	Middle with Causative	No data	
Sliammon	3	LOOK AT	kʼʷən-t	Middle with Indirective applicative	No data	
Sliammon	3	LOOK AT	kʼʷən-t	Middle with Relational applicative	No data	
Sliammon	3	LOOK AT	kʼʷən-t	Noncontrol transitive	Regularly	
Sliammon	3	LOOK AT	kʼʷən-t	Passive	Regularly	
Sliammon	3	LOOK AT	kʼʷən-t	Relational applicative	Never	
Sliammon	3	LOOK AT	kʼʷən-t	Relational applicative with Passive	No data	
Sliammon	3	LOOK AT	kʼʷən-t	Unsuffixed	Never	
Sliammon	4	SEE	kʼʷən-t	Active-intransitive	Regularly	
Sliammon	4	SEE	kʼʷən-t	Active-intransitive-causative	Regularly	
Sliammon	4	SEE	kʼʷən-t	Causative	Regularly	
Sliammon	4	SEE	kʼʷən-t	Causative with Active-intransitive	No data	
Sliammon	4	SEE	kʼʷən-t	Causative with Passive	No data	
Sliammon	4	SEE	kʼʷən-t	Causative with Reflexive	No data	
Sliammon	4	SEE	kʼʷən-t	Control transitive	Never	
Sliammon	4	SEE	kʼʷən-t	Indirective applicative	Never	
Sliammon	4	SEE	kʼʷən-t	Indirective applicative with Passive	No data	
Sliammon	4	SEE	kʼʷən-t	Lexical suffix with Middle	No data	
Sliammon	4	SEE	kʼʷən-t	Middle	Never	
Sliammon	4	SEE	kʼʷən-t	Middle with Causative	No data	
Sliammon	4	SEE	kʼʷən-t	Middle with Indirective applicative	No data	
Sliammon	4	SEE	kʼʷən-t	Middle with Relational applicative	No data	
Sliammon	4	SEE	kʼʷən-t	Noncontrol transitive	Regularly	
Sliammon	4	SEE	kʼʷən-t	Passive	Regularly	
Sliammon	4	SEE	kʼʷən-t	Relational applicative	Never	
Sliammon	4	SEE	kʼʷən-t	Relational applicative with Passive	No data	
Sliammon	4	SEE	kʼʷən-t	Unsuffixed	Never	
Sliammon	5	SMELL	həqʷ-t	Active-intransitive	Regularly	
Sliammon	5	SMELL	həqʷ-t	Active-intransitive-causative	Regularly	
Sliammon	5	SMELL	həqʷ-t	Causative	Never	
Sliammon	5	SMELL	həqʷ-t	Causative with Active-intransitive	No data	
Sliammon	5	SMELL	həqʷ-t	Causative with Passive	No data	
Sliammon	5	SMELL	həqʷ-t	Causative with Reflexive	No data	
Sliammon	5	SMELL	həqʷ-t	Control transitive	Never	
Sliammon	5	SMELL	həqʷ-t	Indirective applicative	No data	
Sliammon	5	SMELL	həqʷ-t	Indirective applicative with Passive	No data	
Sliammon	5	SMELL	həqʷ-t	Lexical suffix with Middle	Regularly	
Sliammon	5	SMELL	həqʷ-t	Middle	Never	
Sliammon	5	SMELL	həqʷ-t	Middle with Causative	No data	
Sliammon	5	SMELL	həqʷ-t	Middle with Indirective applicative	No data	
Sliammon	5	SMELL	həqʷ-t	Middle with Relational applicative	No data	
Sliammon	5	SMELL	həqʷ-t	Noncontrol transitive	Regularly	
Sliammon	5	SMELL	həqʷ-t	Passive	No data	
Sliammon	5	SMELL	həqʷ-t	Relational applicative	No data	
Sliammon	5	SMELL	həqʷ-t	Relational applicative with Passive	No data	
Sliammon	5	SMELL	həqʷ-t	Unsuffixed	Never	
Sliammon	6	FEAR	saysaǰʼ-mi-t	Active-intransitive	No data	
Sliammon	6	FEAR	saysaǰʼ-mi-t	Active-intransitive-causative	No data	
Sliammon	6	FEAR	saysaǰʼ-mi-t	Causative	No data	
Sliammon	6	FEAR	saysaǰʼ-mi-t	Causative with Active-intransitive	No data	
Sliammon	6	FEAR	saysaǰʼ-mi-t	Causative with Passive	No data	
Sliammon	6	FEAR	saysaǰʼ-mi-t	Causative with Reflexive	No data	
Sliammon	6	FEAR	saysaǰʼ-mi-t	Control transitive	No data	
Sliammon	6	FEAR	saysaǰʼ-mi-t	Indirective applicative	No data	
Sliammon	6	FEAR	saysaǰʼ-mi-t	Indirective applicative with Passive	No data	
Sliammon	6	FEAR	saysaǰʼ-mi-t	Lexical suffix with Middle	No data	
Sliammon	6	FEAR	saysaǰʼ-mi-t	Middle	No data	
Sliammon	6	FEAR	saysaǰʼ-mi-t	Middle with Causative	No data	
Sliammon	6	FEAR	saysaǰʼ-mi-t	Middle with Indirective applicative	No data	
Sliammon	6	FEAR	saysaǰʼ-mi-t	Middle with Relational applicative	No data	
Sliammon	6	FEAR	saysaǰʼ-mi-t	Noncontrol transitive	No data	
Sliammon	6	FEAR	saysaǰʼ-mi-t	Passive	No data	
Sliammon	6	FEAR	saysaǰʼ-mi-t	Relational applicative	Never	
Sliammon	6	FEAR	saysaǰʼ-mi-t	Relational applicative with Passive	No data	
