Language_name	Meaning_number	Meaning_label	Verb_form	Alternation_name	Alternation_occurs	Coding_frame_schema
Bora	1	EAT	do	Causative derivation	Regularly	4-nom 1-acc 2-all V'tso
Bora	1	EAT	do	Instrument alternation	Never	
Bora	1	EAT	do	Reciprocal derivation	Regularly	1/2-nom V'jcatsí
Bora	1	EAT	do	Reflexive derivation	Regularly	1/2-nom V'meí
Bora	1	EAT	do	Secondary object ALL or INST/LOC	Never	
Bora	1	EAT	majchó	Causative derivation	Regularly	4-nom 1-acc 2-all V'tso
Bora	1	EAT	majchó	Instrument alternation	Never	
Bora	1	EAT	majchó	Reciprocal derivation	Never	
Bora	1	EAT	majchó	Reflexive derivation	Never	
Bora	1	EAT	majchó	Secondary object ALL or INST/LOC	Never	
Bora	2	HUG	ámabúcu	Causative derivation	Regularly	4-nom 1-acc 2-all V'tso
Bora	2	HUG	ámabúcu	Instrument alternation	Never	
Bora	2	HUG	ámabúcu	Reciprocal derivation	Regularly	1/2-nom V'jcatsí
Bora	2	HUG	ámabúcu	Reflexive derivation	Regularly	1/2-nom V'meí
Bora	2	HUG	ámabúcu	Secondary object ALL or INST/LOC	Never	
Bora	3	LOOK AT	ɨɨté	Causative derivation	Regularly	4-nom 1-acc 2-all V'tso
Bora	3	LOOK AT	ɨɨté	Instrument alternation	Never	
Bora	3	LOOK AT	ɨɨté	Reciprocal derivation	Regularly	1/2-nom V'jcatsí
Bora	3	LOOK AT	ɨɨté	Reflexive derivation	Regularly	1/2-nom V'meí
Bora	3	LOOK AT	ɨɨté	Secondary object ALL or INST/LOC	Never	
Bora	4	SEE	ájtyumɨ́	Causative derivation	Regularly	4-nom 1-acc 2-all V'tso
Bora	4	SEE	ájtyumɨ́	Instrument alternation	Never	
Bora	4	SEE	ájtyumɨ́	Reciprocal derivation	Regularly	1/2-nom V'jcatsí
Bora	4	SEE	ájtyumɨ́	Reflexive derivation	Regularly	1/2-nom V'meí
Bora	4	SEE	ájtyumɨ́	Secondary object ALL or INST/LOC	Never	
Bora	5	SMELL	árahjúcu	Causative derivation	Regularly	4-nom 1-acc 2-all V'tso
Bora	5	SMELL	árahjúcu	Instrument alternation	Never	
Bora	5	SMELL	árahjúcu	Reciprocal derivation	Regularly	1/2-nom V'jcatsí
Bora	5	SMELL	árahjúcu	Reflexive derivation	Regularly	1/2-nom V'meí
Bora	5	SMELL	árahjúcu	Secondary object ALL or INST/LOC	Never	
Bora	6	FEAR	illí	Causative derivation	Regularly	4-nom 1-acc 2-all V'tso
Bora	6	FEAR	illí	Instrument alternation	Never	
Bora	6	FEAR	illí	Reciprocal derivation	Regularly	1/2-nom V'jcatsí
Bora	6	FEAR	illí	Reflexive derivation	Regularly	1/2-nom V'meí
Bora	6	FEAR	illí	Secondary object ALL or INST/LOC	Never	
Bora	7	FRIGHTEN	íllívyeebó	Causative derivation	Regularly	4-nom 1-acc 2-all V'tso
