Language_name	Meaning_number	Meaning_label	Verb_form	Basic_or_derived_coding_frame	Coding_frame_schema	Index_number	Microrole_name	Coding_set_name	Argument_type
Nǀǀng	1	EAT	ain	Basic	1 V 2	1	eater	Ø	A
Nǀǀng	1	EAT	ain	Basic	1 V 2	2	eaten food	Ø	P
Nǀǀng	3	LOOK AT	ǂaqe	Basic	1 V 2	1	looker	Ø	A
Nǀǀng	3	LOOK AT	ǂaqe	Basic	1 V 2	2	looked at entity	Ø	P
Nǀǀng	4	SEE	nǀai	Basic	1 V 2	1	seeer	Ø	A
Nǀǀng	4	SEE	nǀai	Basic	1 V 2	2	seen entity	Ø	P
Nǀǀng	5	SMELL	ǃqhao	Basic	1 V 2	1	smeller	Ø	A
Nǀǀng	5	SMELL	ǃqhao	Basic	1 V 2	2	smelled entity	Ø	P
Nǀǀng	6	FEAR	ǃauka	Basic	1 V ng+2	1	fearer	Ø	S
Nǀǀng	6	FEAR	ǃauka	Basic	1 V ng+2	2	fear stimulus	ng+NP	X
Nǀǀng	7	FRIGHTEN	kxʼuu qain	Basic	1 V 2	1	frightener	Ø	A
Nǀǀng	7	FRIGHTEN	kxʼuu qain	Basic	1 V 2	2	frightenee	Ø	P
Nǀǀng	8	LIKE	tsʼaanʼa	Basic	1 V 2	1	liker	Ø	A
Nǀǀng	8	LIKE	tsʼaanʼa	Basic	1 V 2	2	liked entity	Ø	P
Nǀǀng	9	KNOW	ǁxae(-a)	Basic	1 V 2	1	knower	Ø	A
Nǀǀng	9	KNOW	ǁxae(-a)	Basic	1 V 2	2	known thing/person	Ø	P
Nǀǀng	10	THINK	ǂʼain(ke)	Basic	1 V ng+2	1	thinker	Ø	S
Nǀǀng	10	THINK	ǂʼain(ke)	Basic	1 V ng+2	2	thought content	ng+NP	X
Nǀǀng	11	SEARCH FOR	ǁaanʼa	Basic	1 V 2	1	searcher	Ø	A
Nǀǀng	11	SEARCH FOR	ǁaanʼa	Basic	1 V 2	2	searched for thing	Ø	P
Nǀǀng	11	SEARCH FOR	ǂxaqake	Basic	1 V 2	1	searcher	Ø	A
Nǀǀng	11	SEARCH FOR	ǂxaqake	Basic	1 V 2	2	searched for thing	Ø	P
Nǀǀng	12	WASH	ǁkxʼam	Basic	1 V 2	1	washer	Ø	A
Nǀǀng	12	WASH	ǁkxʼam	Basic	1 V 2	2	washed entity	Ø	P
Nǀǀng	13	DRESS	nǁaa (1)	Basic	1 V 2	1	dresser	Ø	A
Nǀǀng	13	DRESS	nǁaa (1)	Basic	1 V 2	2	dressee	Ø	P
Nǀǀng	13	DRESS	ǂaasinn	Basic	1 V 2	1	dresser	Ø	A
Nǀǀng	13	DRESS	ǂaasinn	Basic	1 V 2	2	dressee	Ø	P
Nǀǀng	15	HELP	hui	Basic	1 V 2	1	helper	Ø	A
Nǀǀng	15	HELP	hui	Basic	1 V 2	2	helpee	Ø	P
Nǀǀng	16	FOLLOW	ǀhunn	Basic	1 V 2	1	follower	Ø	A
Nǀǀng	16	FOLLOW	ǀhunn	Basic	1 V 2	2	followee	Ø	P
Nǀǀng	17	MEET	hoo (2)	Basic	1 V 2	1	meeter	Ø	A
