Language_name	Meaning_number	Meaning_label	Verb_form	Alternation_name	Alternation_occurs	Coding_frame_schema
Evenki	1	EAT	d’ep-	Adversative Passive	Never	
Evenki	1	EAT	d’ep-	Decausative	Never	
Evenki	1	EAT	d’ep-	Personal passive	Regularly	
Evenki	1	EAT	d’ep-	Reciprocal	Never	
Evenki	1	EAT	d’ep-	Resultative	Never	
Evenki	2	HUG	kumle-	Adversative Passive	Never	
Evenki	2	HUG	kumle-	Decausative	Never	
Evenki	2	HUG	kumle-	Personal passive	Regularly	
Evenki	2	HUG	kumle-	Reciprocal	Regularly	
Evenki	2	HUG	kumle-	Resultative	Never	
Evenki	3	LOOK AT	ičet-	Adversative Passive	Never	
Evenki	3	LOOK AT	ičet-	Decausative	Never	
Evenki	3	LOOK AT	ičet-	Personal passive	Regularly	
Evenki	3	LOOK AT	ičet-	Reciprocal	Regularly	
Evenki	3	LOOK AT	ičet-	Resultative	Never	
Evenki	4	SEE	iče-	Adversative Passive	Never	
Evenki	4	SEE	iče-	Decausative	Never	
Evenki	4	SEE	iče-	Personal passive	Regularly	
Evenki	4	SEE	iče-	Reciprocal	Regularly	
Evenki	4	SEE	iče-	Resultative	Never	
Evenki	5	SMELL	Ŋosukta-	Adversative Passive	Never	
Evenki	5	SMELL	Ŋosukta-	Decausative	Never	
Evenki	5	SMELL	Ŋosukta-	Personal passive	Never	
Evenki	5	SMELL	Ŋosukta-	Reciprocal	Regularly	
Evenki	5	SMELL	Ŋosukta-	Resultative	Never	
Evenki	6	FEAR	Ŋeelet-	Adversative Passive	Never	
Evenki	6	FEAR	Ŋeelet-	Decausative	Never	
Evenki	6	FEAR	Ŋeelet-	Personal passive	Never	
Evenki	6	FEAR	Ŋeelet-	Reciprocal	Regularly	
Evenki	6	FEAR	Ŋeelet-	Resultative	Regularly	
Evenki	7	FRIGHTEN	ŋeele-vken-	Adversative Passive	Never	
Evenki	7	FRIGHTEN	ŋeele-vken-	Decausative	Never	
Evenki	7	FRIGHTEN	ŋeele-vken-	Personal passive	Regularly	
Evenki	7	FRIGHTEN	ŋeele-vken-	Reciprocal	Regularly	
Evenki	7	FRIGHTEN	ŋeele-vken-	Resultative	Never	
Evenki	8	LIKE	ajav-	Adversative Passive	Never	
Evenki	8	LIKE	ajav-	Decausative	Never	
Evenki	8	LIKE	ajav-	Personal passive	Regularly	
Evenki	8	LIKE	ajav-	Reciprocal	Never	
Evenki	8	LIKE	ajav-	Resultative	Never	
Evenki	9	KNOW	saa-	Adversative Passive	Never	
Evenki	9	KNOW	saa-	Decausative	Never	
Evenki	9	KNOW	saa-	Personal passive	Regularly	
Evenki	9	KNOW	saa-	Reciprocal	Regularly	
Evenki	9	KNOW	saa-	Resultative	Never	
Evenki	10	THINK	d'alda-	Adversative Passive	Never	
Evenki	10	THINK	d'alda-	Decausative	Never	
Evenki	10	THINK	d'alda-	Personal passive	Regularly	
Evenki	10	THINK	d'alda-	Reciprocal	Regularly	
Evenki	10	THINK	d'alda-	Resultative	Never	
Evenki	11	SEARCH FOR	gelekte-	Adversative Passive	Never	
Evenki	11	SEARCH FOR	gelekte-	Decausative	Never	
Evenki	11	SEARCH FOR	gelekte-	Personal passive	Never	
Evenki	11	SEARCH FOR	gelekte-	Reciprocal	Never	
Evenki	11	SEARCH FOR	gelekte-	Resultative	Never	
Evenki	12	WASH	av-	Adversative Passive	Never	
Evenki	12	WASH	av-	Decausative	Never	
Evenki	12	WASH	av-	Personal passive	Regularly	
Evenki	12	WASH	av-	Reciprocal	Regularly	
Evenki	12	WASH	av-	Resultative	Never	
Evenki	13	DRESS	tet-yv--	Adversative Passive	Never	
Evenki	13	DRESS	tet-yv--	Decausative	Never	
Evenki	13	DRESS	tet-yv--	Personal passive	Regularly	
Evenki	13	DRESS	tet-yv--	Reciprocal	Regularly	
Evenki	13	DRESS	tet-yv--	Resultative	Never	
Evenki	14	SHAVE (a body part/person)	husča-	Adversative Passive	Never	
Evenki	14	SHAVE (a body part/person)	husča-	Decausative	Never	
Evenki	14	SHAVE (a body part/person)	husča-	Personal passive	Regularly	
Evenki	14	SHAVE (a body part/person)	husča-	Reciprocal	Regularly	
Evenki	14	SHAVE (a body part/person)	husča-	Resultative	Never	
Evenki	15	HELP	bele-	Adversative Passive	Never	
Evenki	15	HELP	bele-	Decausative	Never	
Evenki	15	HELP	bele-	Personal passive	Never	
Evenki	15	HELP	bele-	Reciprocal	Regularly	
Evenki	15	HELP	bele-	Resultative	Never	
Evenki	16	FOLLOW	bodo-	Adversative Passive	Never	
Evenki	16	FOLLOW	bodo-	Decausative	Never	
Evenki	16	FOLLOW	bodo-	Personal passive	Never	
