Language_name	Meaning_number	Meaning_label	Verb_form	Basic_or_derived_coding_frame	Coding_frame_schema	Index_number	Microrole_name	Coding_set_name	Argument_type
Japanese (standard)	1	EAT	taberu	Basic	1-nom 2-acc V	1	eater	NP-nom	A
Japanese (standard)	1	EAT	taberu	Basic	1-nom 2-acc V	2	eaten food	NP-acc	P
Japanese (standard)	1	EAT	taberu	Derived	1-nom 2-acc V'pot	1	eater	NP-nom	
Japanese (standard)	1	EAT	taberu	Derived	1-nom 2-acc V'pot	2	eaten food	NP-acc	
Japanese (standard)	1	EAT	taberu	Derived	2-nom passV'	2	eaten food	NP-nom	
Japanese (standard)	2	HUG	dakisimeru	Basic	1-nom 2-acc V	1	hugger	NP-nom	A
Japanese (standard)	2	HUG	dakisimeru	Basic	1-nom 2-acc V	2	huggee	NP-acc	P
Japanese (standard)	2	HUG	dakisimeru	Derived	1-nom 2-acc V'pot	1	hugger	NP-nom	
Japanese (standard)	2	HUG	dakisimeru	Derived	1-nom 2-acc V'pot	2	huggee	NP-acc	
Japanese (standard)	2	HUG	dakisimeru	Derived	2-nom passV'	2	huggee	NP-nom	
Japanese (standard)	3	LOOK AT	miru	Basic	1-nom 2-acc V	1	looker	NP-nom	A
Japanese (standard)	3	LOOK AT	miru	Basic	1-nom 2-acc V	2	looked at entity	NP-acc	P
Japanese (standard)	3	LOOK AT	miru	Derived	1-nom 2-acc V'pot	1	looker	NP-nom	
Japanese (standard)	3	LOOK AT	miru	Derived	1-nom 2-acc V'pot	2	looked at entity	NP-acc	
Japanese (standard)	3	LOOK AT	miru	Derived	2-nom passV'	2	looked at entity	NP-nom	
Japanese (standard)	3	LOOK AT	miru	Derived	2-nom V'decr	2	looked at entity	NP-nom	
Japanese (standard)	4	SEE	mieru	Basic	1-dat 2-nom V	1	seeer	NP-dat	X
Japanese (standard)	4	SEE	mieru	Basic	1-dat 2-nom V	2	seen entity	NP-nom	S
Japanese (standard)	4	SEE	mieru	Derived	2-nom V'decr	2	seen entity	NP-nom	
Japanese (standard)	5	SMELL	nioi-o kagu	Basic	1-nom V	1	smeller	NP-nom	S
Japanese (standard)	5	SMELL	nioi-o kagu	Derived	1-nom V'pot	1	smeller	NP-nom	
Japanese (standard)	6	FEAR	kowagaru	Basic	1-nom 2-acc V	1	fearer	NP-nom	A
Japanese (standard)	6	FEAR	kowagaru	Basic	1-nom 2-acc V	2	fear stimulus	NP-acc	P
Japanese (standard)	6	FEAR	kowagaru	Derived	2-nom passV'	2	fear stimulus	NP-nom	
Japanese (standard)	7	FRIGHTEN	kowagaraseru	Basic	1-nom 2-acc V	1	frightener	NP-nom	A
Japanese (standard)	7	FRIGHTEN	kowagaraseru	Basic	1-nom 2-acc V	2	frightenee	NP-acc	P
Japanese (standard)	7	FRIGHTEN	kowagaraseru	Derived	1-nom 2-acc V'pot	1	frightener	NP-nom	
Japanese (standard)	7	FRIGHTEN	kowagaraseru	Derived	1-nom 2-acc V'pot	2	frightenee	NP-acc	
Japanese (standard)	7	FRIGHTEN	kowagaraseru	Derived	2-nom passV'	2	frightenee	NP-nom	
Japanese (standard)	8	LIKE	ki-ni-iru	Basic	1-nom 2-acc V	1	liker	NP-nom	A
Japanese (standard)	8	LIKE	ki-ni-iru	Basic	1-nom 2-acc V	2	liked entity	NP-acc	P
Japanese (standard)	8	LIKE	ki-ni-iru	Derived	2-nom passV'	2	liked entity	NP-nom	
Japanese (standard)	9	KNOW	siru	Basic	1-nom 2-acc V	1	knower	NP-nom	A
Japanese (standard)	9	KNOW	siru	Basic	1-nom 2-acc V	2	known thing/person	NP-acc	P
Japanese (standard)	9	KNOW	siru	Derived	2-nom passV'	2	known thing/person	NP-nom	
Japanese (standard)	10	THINK	kangaeru	Basic	1-nom 2-acc V	1	thinker	NP-nom	A
Japanese (standard)	10	THINK	kangaeru	Basic	1-nom 2-acc V	2	thought content	NP-acc	P
Japanese (standard)	10	THINK	kangaeru	Derived	1-nom 2-acc V'pot	1	thinker	NP-nom	
Japanese (standard)	10	THINK	kangaeru	Derived	1-nom 2-acc V'pot	2	thought content	NP-acc	
Japanese (standard)	10	THINK	kangaeru	Derived	2-nom passV'	2	thought content	NP-nom	
Japanese (standard)	11	SEARCH FOR	sagasu	Basic	1-nom 2-acc V	1	searcher	NP-nom	A
Japanese (standard)	11	SEARCH FOR	sagasu	Basic	1-nom 2-acc V	2	searched for thing	NP-acc	P
