Language_name	Meaning_number	Meaning_label	Verb_form	Alternation_name	Alternation_occurs	Coding_frame_schema
Ainu	1	EAT	e	Anticausative	Never	
Ainu	1	EAT	e	Antipassive	Regularly	
Ainu	1	EAT	e	Dative applicative ko-	Regularly	
Ainu	1	EAT	e	Direct causative	Regularly	
Ainu	1	EAT	e	Instrumental applicative e-	No data	
Ainu	1	EAT	e	Locative applicative o-	No data	
Ainu	1	EAT	e	Noun incorporation	No data	
Ainu	1	EAT	e	Object-oriented reciprocal	No data	
Ainu	1	EAT	e	Reflexive	No data	
Ainu	1	EAT	e	Subject-oriented reciprocal	Regularly	
Ainu	2	HUG	kisma	Anticausative	Never	
Ainu	2	HUG	kisma	Antipassive	Regularly	
Ainu	2	HUG	kisma	Dative applicative ko-	Regularly	
Ainu	2	HUG	kisma	Direct causative	Never	
Ainu	2	HUG	kisma	Instrumental applicative e-	No data	
Ainu	2	HUG	kisma	Locative applicative o-	No data	
Ainu	2	HUG	kisma	Noun incorporation	Regularly	
Ainu	2	HUG	kisma	Object-oriented reciprocal	No data	
Ainu	2	HUG	kisma	Reflexive	No data	
Ainu	2	HUG	kisma	Subject-oriented reciprocal	Regularly	
Ainu	3	LOOK AT	inkar	Anticausative	Never	
Ainu	3	LOOK AT	inkar	Antipassive	Never	
Ainu	3	LOOK AT	inkar	Dative applicative ko-	Regularly	
Ainu	3	LOOK AT	inkar	Direct causative	No data	
Ainu	3	LOOK AT	inkar	Instrumental applicative e-	Regularly	
Ainu	3	LOOK AT	inkar	Locative applicative o-	Regularly	
Ainu	3	LOOK AT	inkar	Noun incorporation	Never	
Ainu	3	LOOK AT	inkar	Object-oriented reciprocal	Never	
Ainu	3	LOOK AT	inkar	Reflexive	Never	
Ainu	3	LOOK AT	inkar	Subject-oriented reciprocal	Never	
Ainu	4	SEE	nukar	Anticausative	Never	
Ainu	4	SEE	nukar	Antipassive	Regularly	
Ainu	4	SEE	nukar	Dative applicative ko-	Regularly	
Ainu	4	SEE	nukar	Direct causative	Regularly	
Ainu	4	SEE	nukar	Instrumental applicative e-	No data	
Ainu	4	SEE	nukar	Locative applicative o-	No data	
Ainu	4	SEE	nukar	Noun incorporation	No data	
Ainu	4	SEE	nukar	Object-oriented reciprocal	Regularly	
Ainu	4	SEE	nukar	Reflexive	No data	
Ainu	4	SEE	nukar	Subject-oriented reciprocal	Regularly	
Ainu	5	SMELL	hurarakkar	Anticausative	Never	
Ainu	5	SMELL	hurarakkar	Antipassive	No data	
Ainu	5	SMELL	hurarakkar	Dative applicative ko-	No data	
Ainu	5	SMELL	hurarakkar	Direct causative	Never	
Ainu	5	SMELL	hurarakkar	Instrumental applicative e-	No data	
Ainu	5	SMELL	hurarakkar	Locative applicative o-	No data	
Ainu	5	SMELL	hurarakkar	Noun incorporation	No data	
Ainu	5	SMELL	hurarakkar	Object-oriented reciprocal	No data	
Ainu	5	SMELL	hurarakkar	Reflexive	No data	
Ainu	5	SMELL	hurarakkar	Subject-oriented reciprocal	No data	
Ainu	6	FEAR	sitoma	Anticausative	Never	
Ainu	6	FEAR	sitoma	Antipassive	Regularly	
Ainu	6	FEAR	sitoma	Dative applicative ko-	Regularly	
Ainu	6	FEAR	sitoma	Direct causative	Regularly	
Ainu	6	FEAR	sitoma	Instrumental applicative e-	No data	
Ainu	6	FEAR	sitoma	Locative applicative o-	No data	
Ainu	6	FEAR	sitoma	Noun incorporation	Never	
Ainu	6	FEAR	sitoma	Object-oriented reciprocal	No data	
Ainu	6	FEAR	sitoma	Reflexive	Regularly	
Ainu	6	FEAR	sitoma	Subject-oriented reciprocal	No data	
Ainu	7	FRIGHTEN	kimatek-ka	Anticausative	Never	
Ainu	7	FRIGHTEN	kimatek-ka	Antipassive	No data	
Ainu	7	FRIGHTEN	kimatek-ka	Dative applicative ko-	No data	
Ainu	7	FRIGHTEN	kimatek-ka	Direct causative	Never	
Ainu	7	FRIGHTEN	kimatek-ka	Instrumental applicative e-	Regularly	
Ainu	7	FRIGHTEN	kimatek-ka	Locative applicative o-	No data	
Ainu	7	FRIGHTEN	kimatek-ka	Noun incorporation	No data	
Ainu	7	FRIGHTEN	kimatek-ka	Object-oriented reciprocal	No data	
Ainu	7	FRIGHTEN	kimatek-ka	Reflexive	No data	
Ainu	7	FRIGHTEN	kimatek-ka	Subject-oriented reciprocal	No data	
Ainu	8	LIKE	eramasu(y)	Anticausative	Never	
Ainu	8	LIKE	eramasu(y)	Antipassive	No data	
Ainu	8	LIKE	eramasu(y)	Dative applicative ko-	No data	
Ainu	8	LIKE	eramasu(y)	Direct causative	Regularly	
Ainu	8	LIKE	eramasu(y)	Instrumental applicative e-	Never	
Ainu	8	LIKE	eramasu(y)	Locative applicative o-	Never	
Ainu	8	LIKE	eramasu(y)	Noun incorporation	No data	
Ainu	8	LIKE	eramasu(y)	Object-oriented reciprocal	No data	
Ainu	8	LIKE	eramasu(y)	Reflexive	No data	
Ainu	8	LIKE	eramasu(y)	Subject-oriented reciprocal	Regularly	
Ainu	8	LIKE	omap	Anticausative	Never	
Ainu	8	LIKE	omap	Antipassive	Regularly	
Ainu	8	LIKE	omap	Dative applicative ko-	Regularly	
Ainu	8	LIKE	omap	Direct causative	Regularly	
Ainu	8	LIKE	omap	Instrumental applicative e-	No data	
Ainu	8	LIKE	omap	Locative applicative o-	No data	
Ainu	8	LIKE	omap	Noun incorporation	No data	
Ainu	8	LIKE	omap	Object-oriented reciprocal	No data	
Ainu	8	LIKE	omap	Reflexive	No data	
Ainu	8	LIKE	omap	Subject-oriented reciprocal	Regularly	
Ainu	9	KNOW	amkir	Anticausative	Never	
Ainu	9	KNOW	amkir	Antipassive	No data	
Ainu	9	KNOW	amkir	Dative applicative ko-	Regularly	
Ainu	9	KNOW	amkir	Direct causative	Regularly	
Ainu	9	KNOW	amkir	Instrumental applicative e-	Never	
Ainu	9	KNOW	amkir	Locative applicative o-	Never	
Ainu	9	KNOW	amkir	Noun incorporation	Marginally	
Ainu	9	KNOW	amkir	Object-oriented reciprocal	No data	
Ainu	9	KNOW	amkir	Reflexive	Regularly	
Ainu	9	KNOW	amkir	Subject-oriented reciprocal	No data	
Ainu	10	THINK	ramu	Anticausative	Never	
Ainu	10	THINK	ramu	Antipassive	Regularly	
Ainu	10	THINK	ramu	Dative applicative ko-	Regularly	
