Language_name	Meaning_number	Meaning_label	Verb_form	Alternation_name	Alternation_occurs	Coding_frame_schema
Chintang	1	EAT	ca	Benefactive	Regularly	
Chintang	1	EAT	ca	Causative	Regularly	
Chintang	1	EAT	ca	Locative/absolutive alternation	Never	
Chintang	1	EAT	ca	Passive participle	Regularly	
Chintang	1	EAT	ca	Reciprocal	Regularly	
Chintang	1	EAT	ca	Reciprocal ambitransitivity	Never	
Chintang	1	EAT	ca	Reflexive	Regularly	
Chintang	1	EAT	ca	S/A detransitivisation	Regularly	
Chintang	1	EAT	ca	S/P ambitransitivity	Never	
Chintang	1	EAT	ca	Theme alternation	Never	
Chintang	2	HUG	hept	Benefactive	Marginally	
Chintang	2	HUG	hept	Causative	Regularly	
Chintang	2	HUG	hept	Locative/absolutive alternation	Never	
Chintang	2	HUG	hept	Passive participle	Marginally	
Chintang	2	HUG	hept	Reciprocal	Marginally	
Chintang	2	HUG	hept	Reciprocal ambitransitivity	Never	
Chintang	2	HUG	hept	Reflexive	Marginally	
Chintang	2	HUG	hept	S/A detransitivisation	Regularly	
Chintang	2	HUG	hept	S/P ambitransitivity	Never	
Chintang	2	HUG	hept	Theme alternation	Never	
Chintang	3	LOOK AT	copt	Benefactive	Marginally	
Chintang	3	LOOK AT	copt	Causative	Regularly	
Chintang	3	LOOK AT	copt	Locative/absolutive alternation	Never	
Chintang	3	LOOK AT	copt	Passive participle	Marginally	
Chintang	3	LOOK AT	copt	Reciprocal	Regularly	
Chintang	3	LOOK AT	copt	Reciprocal ambitransitivity	Regularly	
Chintang	3	LOOK AT	copt	Reflexive	Regularly	
Chintang	3	LOOK AT	copt	S/A detransitivisation	Regularly	
Chintang	3	LOOK AT	copt	S/P ambitransitivity	Never	
Chintang	3	LOOK AT	copt	Theme alternation	Never	
Chintang	4	SEE	khaŋ	Benefactive	Regularly	
Chintang	4	SEE	khaŋ	Causative	Regularly	
Chintang	4	SEE	khaŋ	Locative/absolutive alternation	Never	
Chintang	4	SEE	khaŋ	Passive participle	Regularly	
Chintang	4	SEE	khaŋ	Reciprocal	Regularly	
Chintang	4	SEE	khaŋ	Reciprocal ambitransitivity	Never	
Chintang	4	SEE	khaŋ	Reflexive	Regularly	
Chintang	4	SEE	khaŋ	S/A detransitivisation	Regularly	
Chintang	4	SEE	khaŋ	S/P ambitransitivity	Never	
Chintang	4	SEE	khaŋ	Theme alternation	Never	
Chintang	5	SMELL	nams	Benefactive	Marginally	
Chintang	5	SMELL	nams	Causative	Regularly	
Chintang	5	SMELL	nams	Locative/absolutive alternation	Never	
Chintang	5	SMELL	nams	Passive participle	Marginally	
Chintang	5	SMELL	nams	Reciprocal	Marginally	
Chintang	5	SMELL	nams	Reciprocal ambitransitivity	Never	
Chintang	5	SMELL	nams	Reflexive	Marginally	
Chintang	5	SMELL	nams	S/A detransitivisation	Regularly	
Chintang	5	SMELL	nams	S/P ambitransitivity	Regularly	
Chintang	5	SMELL	nams	Theme alternation	Never	
Chintang	6	FEAR	kipma kat	Benefactive	Never	
Chintang	6	FEAR	kipma kat	Causative	Marginally	
Chintang	6	FEAR	kipma kat	Locative/absolutive alternation	Never	
Chintang	6	FEAR	kipma kat	Passive participle	Never	
Chintang	6	FEAR	kipma kat	Reciprocal	Never	
Chintang	6	FEAR	kipma kat	Reciprocal ambitransitivity	Never	
Chintang	6	FEAR	kipma kat	Reflexive	Never	
Chintang	6	FEAR	kipma kat	S/A detransitivisation	Never	
Chintang	6	FEAR	kipma kat	S/P ambitransitivity	Never	
Chintang	6	FEAR	kipma kat	Theme alternation	Never	
Chintang	6	FEAR	kipma katt	Benefactive	Never	
Chintang	6	FEAR	kipma katt	Causative	Never	
Chintang	6	FEAR	kipma katt	Locative/absolutive alternation	Never	
Chintang	6	FEAR	kipma katt	Passive participle	Never	
Chintang	6	FEAR	kipma katt	Reciprocal	Marginally	
Chintang	6	FEAR	kipma katt	Reciprocal ambitransitivity	Never	
Chintang	6	FEAR	kipma katt	Reflexive	Regularly	
Chintang	6	FEAR	kipma katt	S/A detransitivisation	Regularly	
Chintang	6	FEAR	kipma katt	S/P ambitransitivity	Never	
Chintang	6	FEAR	kipma katt	Theme alternation	Never	
Chintang	6	FEAR	kitt	Benefactive	Never	
Chintang	6	FEAR	kitt	Causative	Regularly	
Chintang	6	FEAR	kitt	Locative/absolutive alternation	Never	
Chintang	6	FEAR	kitt	Passive participle	Never	
Chintang	6	FEAR	kitt	Reciprocal	Marginally	
Chintang	6	FEAR	kitt	Reciprocal ambitransitivity	Never	
Chintang	6	FEAR	kitt	Reflexive	Marginally	
Chintang	6	FEAR	kitt	S/A detransitivisation	Regularly	
Chintang	6	FEAR	kitt	S/P ambitransitivity	Never	
Chintang	6	FEAR	kitt	Theme alternation	Never	
Chintang	7	FRIGHTEN	kip-mett	Benefactive	Never	
Chintang	7	FRIGHTEN	kip-mett	Causative	Never	
Chintang	7	FRIGHTEN	kip-mett	Locative/absolutive alternation	Never	
Chintang	7	FRIGHTEN	kip-mett	Passive participle	Marginally	
Chintang	7	FRIGHTEN	kip-mett	Reciprocal	Marginally	
Chintang	7	FRIGHTEN	kip-mett	Reciprocal ambitransitivity	Never	
Chintang	7	FRIGHTEN	kip-mett	Reflexive	Marginally	
Chintang	7	FRIGHTEN	kip-mett	S/A detransitivisation	Regularly	
