Language_name	Meaning_number	Meaning_label	Verb_form	Basic_or_derived_coding_frame	Coding_frame_schema	Index_number	Microrole_name	Coding_set_name	Argument_type
Eastern Armenian	1	EAT	utel	Basic	1-nom 2-nomdat V.subj[1]	1	eater	NP-nom V.subj	A
Eastern Armenian	1	EAT	utel	Basic	1-nom 2-nomdat V.subj[1]	2	eaten food	NP-nomdat	P
Eastern Armenian	2	HUG	gɾkel	Basic	1-nom 2-nomdat V.subj[1]	1	hugger	NP-nom V.subj	A
Eastern Armenian	2	HUG	gɾkel	Basic	1-nom 2-nomdat V.subj[1]	2	huggee	NP-nomdat	P
Eastern Armenian	3	LOOK AT	najel	Basic	1-nom 2-dat V.subj[1]	1	looker	NP-nom V.subj	S
Eastern Armenian	3	LOOK AT	najel	Basic	1-nom 2-dat V.subj[1]	2	looked at entity	NP-dat	X
Eastern Armenian	3	LOOK AT	najel	Derived	1/2-nom V'.subj[1/2]	1	looker	NP-nom V.subj	
Eastern Armenian	3	LOOK AT	najel	Derived	1/2-nom V'.subj[1/2]	2	looked at entity	NP-nom V.subj	
Eastern Armenian	4	SEE	tesnel	Basic	1-nom 2-nomdat V.subj[1]	1	seeer	NP-nom V.subj	A
Eastern Armenian	4	SEE	tesnel	Basic	1-nom 2-nomdat V.subj[1]	2	seen entity	NP-nomdat	P
Eastern Armenian	5	SMELL	hot arnel	Basic	1-nom 2-gen V.subj[1]	1	smeller	NP-nom V.subj	S
Eastern Armenian	5	SMELL	hot arnel	Basic	1-nom 2-gen V.subj[1]	2	smelled entity	NP-gen	X
Eastern Armenian	5	SMELL	hototel	Basic	1-nom 2-nomdat V.subj[1]	1	smeller	NP-nom V.subj	A
Eastern Armenian	5	SMELL	hototel	Basic	1-nom 2-nomdat V.subj[1]	2	smelled entity	NP-nomdat	P
Eastern Armenian	6	FEAR	vaχenal	Basic	1-nom 2-abl V.subj[1]	1	fearer	NP-nom V.subj	S
Eastern Armenian	6	FEAR	vaχenal	Basic	1-nom 2-abl V.subj[1]	2	fear stimulus	NP-abl	X
Eastern Armenian	6	FEAR	vaχenal	Derived	4-nom 1-dat causV'.subj[4]	1	fearer	NP-dat	
Eastern Armenian	6	FEAR	vaχenal	Derived	4-nom 1-dat causV'.subj[4]	4	fear causer	NP-nom V.subj	
Eastern Armenian	7	FRIGHTEN	vaχecʰnel	Basic	1-nom 2-nomdat V.subj[1]	1	frightener	NP-nom V.subj	A
Eastern Armenian	7	FRIGHTEN	vaχecʰnel	Basic	1-nom 2-nomdat V.subj[1]	2	frightenee	NP-nomdat	P
Eastern Armenian	8	LIKE	dur gal	Basic	1-nom 2-nomdat V.subj[1]	1	liked entity	NP-nom V.subj	A
Eastern Armenian	8	LIKE	dur gal	Basic	1-nom 2-nomdat V.subj[1]	2	liker	NP-nomdat	P
Eastern Armenian	8	LIKE	havanel	Basic	1-nom 2-nomdat V.subj[1]	1	liked entity	NP-nom V.subj	A
Eastern Armenian	8	LIKE	havanel	Basic	1-nom 2-nomdat V.subj[1]	2	liker	NP-nomdat	P
Eastern Armenian	8	LIKE	siɾel	Basic	1-nom 2-nomdat V.subj[1]	1	liked entity	NP-nom V.subj	A
Eastern Armenian	8	LIKE	siɾel	Basic	1-nom 2-nomdat V.subj[1]	2	liker	NP-nomdat	P
Eastern Armenian	9	KNOW	čanačʰel	Basic	1-nom 2-nomdat V.subj[1]	1	knower	NP-nom V.subj	A
Eastern Armenian	9	KNOW	čanačʰel	Basic	1-nom 2-nomdat V.subj[1]	2	known thing/person	NP-nomdat	P
Eastern Armenian	10	THINK	mtacel	Basic	1-nom 2+masin V.subj[1]	1	thinker	NP-nom V.subj	S
Eastern Armenian	10	THINK	mtacel	Basic	1-nom 2+masin V.subj[1]	2	thought content	NP+masin	X
Eastern Armenian	11	SEARCH FOR	pʰntɾel	Basic	1-nom 2-nomdat V.subj[1]	1	searcher	NP-nom V.subj	A
Eastern Armenian	11	SEARCH FOR	pʰntɾel	Basic	1-nom 2-nomdat V.subj[1]	2	searched for thing	NP-nomdat	P
Eastern Armenian	12	WASH	loʁacʰnel	Basic	1-nom 2-nomdat V.subj[1]	1	washer	NP-nom V.subj	A
Eastern Armenian	12	WASH	loʁacʰnel	Basic	1-nom 2-nomdat V.subj[1]	2	washed entity	NP-nomdat	P
Eastern Armenian	12	WASH	lval	Basic	1-nom 2-nomdat V.subj[1]	1	washer	NP-nom V.subj	A
Eastern Armenian	12	WASH	lval	Basic	1-nom 2-nomdat V.subj[1]	2	washed entity	NP-nomdat	P
Eastern Armenian	12	WASH	lval	Derived	1/2-nom causmedV'.subj[1/2]	1	washer	NP-nom V.subj	
Eastern Armenian	12	WASH	lval	Derived	1/2-nom causmedV'.subj[1/2]	2	washed entity	NP-nom V.subj	
Eastern Armenian	13	DRESS	hagcʰnel	Basic	1-nom 2-nomdat V.subj[1]	1	dresser	NP-nom V.subj	A
Eastern Armenian	13	DRESS	hagcʰnel	Basic	1-nom 2-nomdat V.subj[1]	2	dressee	NP-nomdat	P
Eastern Armenian	15	HELP	ognel	Basic	1-nom 2-dat V.subj[1]	1	helper	NP-nom V.subj	S
Eastern Armenian	15	HELP	ognel	Basic	1-nom 2-dat V.subj[1]	2	helpee	NP-dat	X
Eastern Armenian	16	FOLLOW	hetevel	Basic	1-nom 2-dat V.subj[1]	1	follower	NP-nom V.subj	S
Eastern Armenian	16	FOLLOW	hetevel	Basic	1-nom 2-dat V.subj[1]	2	followee	NP-dat	X
Eastern Armenian	17	MEET	handipel	Basic	1-nom 2-dat V.subj[1]	1	meeter	NP-nom V.subj	S
Eastern Armenian	17	MEET	handipel	Basic	1-nom 2-dat V.subj[1]	2	met person	NP-dat	X
Eastern Armenian	18	TALK	χosel	Basic	1-nom 2+het 3+masin V.subj[1]	1	talker	NP-nom V.subj	S
Eastern Armenian	18	TALK	χosel	Basic	1-nom 2+het 3+masin V.subj[1]	2	talked to person	NP+het	X
Eastern Armenian	18	TALK	χosel	Basic	1-nom 2+het 3+masin V.subj[1]	3	talked about content	NP+masin	X
Eastern Armenian	19	ASK FOR	χndɾel	Basic	1-nom 2-nomdat 3-abl V.subj[1]	1	asker	NP-nom V.subj	A
Eastern Armenian	19	ASK FOR	χndɾel	Basic	1-nom 2-nomdat 3-abl V.subj[1]	2	requested thing	NP-nomdat	P
Eastern Armenian	19	ASK FOR	χndɾel	Basic	1-nom 2-nomdat 3-abl V.subj[1]	3	askee	NP-abl	X
Eastern Armenian	20	SHOUT AT	bacʰakančʰel	Basic	1-nom 2-dat V.subj[1]	1	shouter	NP-nom V.subj	S
Eastern Armenian	20	SHOUT AT	bacʰakančʰel	Basic	1-nom 2-dat V.subj[1]	2	shoutee	NP-dat	X
Eastern Armenian	20	SHOUT AT	gorgoral	Basic	1-nom 2-gen+vra V.subj[1]	1	shouter	NP-nom	X
Eastern Armenian	20	SHOUT AT	gorgoral	Basic	1-nom 2-gen+vra V.subj[1]	2	shoutee	NP-gen+vra	X
Eastern Armenian	20	SHOUT AT	kančʰel	Basic	1-nom 2-dat V.subj[1]	1	shouter	NP-nom V.subj	S
Eastern Armenian	20	SHOUT AT	kančʰel	Basic	1-nom 2-dat V.subj[1]	2	shoutee	NP-dat	X
Eastern Armenian	21	TELL	patmel	Basic	1-nom 2-nomdat 3-dat V.subj[1]	1	teller	NP-nom V.subj	A
Eastern Armenian	21	TELL	patmel	Basic	1-nom 2-nomdat 3-dat V.subj[1]	2	tellee	NP-nomdat	P
Eastern Armenian	21	TELL	patmel	Basic	1-nom 2-nomdat 3-dat V.subj[1]	3	told content	NP-dat	X
Eastern Armenian	22	SAY	asel	Basic	1-nom UTT2 (3-dat) V.subj[1]	1	sayer	NP-nom	X
Eastern Armenian	22	SAY	asel	Basic	1-nom UTT2 (3-dat) V.subj[1]	2	said content	UTT	X
Eastern Armenian	22	SAY	asel	Basic	1-nom UTT2 (3-dat) V.subj[1]	3	saying addressee	NP-dat	X
Eastern Armenian	23	NAME	anvanel	Basic	1-nom 2-nomdat 3-nom V.subj[1]	1	namer	NP-nom	X
Eastern Armenian	23	NAME	anvanel	Basic	1-nom 2-nomdat 3-nom V.subj[1]	2	namee	NP-nomdat	X
Eastern Armenian	23	NAME	anvanel	Basic	1-nom 2-nomdat 3-nom V.subj[1]	3	name	NP-nom	X
Eastern Armenian	24	BUILD	karucʰel	Basic	1-nom 2-nomdat 3-abl V.subj[1]	1	builder	NP-nom V.subj	A
Eastern Armenian	24	BUILD	karucʰel	Basic	1-nom 2-nomdat 3-abl V.subj[1]	2	built thing	NP-nomdat	P
Eastern Armenian	24	BUILD	karucʰel	Basic	1-nom 2-nomdat 3-abl V.subj[1]	3	building material	NP-abl	X
Eastern Armenian	24	BUILD	šinel	Basic	1-nom 2-nomdat 3-abl V.subj[1]	1	builder	NP-nom V.subj	A
Eastern Armenian	24	BUILD	šinel	Basic	1-nom 2-nomdat 3-abl V.subj[1]	2	built thing	NP-nomdat	P
Eastern Armenian	24	BUILD	šinel	Basic	1-nom 2-nomdat 3-abl V.subj[1]	3	building material	NP-abl	X
Eastern Armenian	25	BREAK	ǯaɾdel	Basic	1-nom 2-nomdat (3-instr) V.subj[1]	1	breaker	NP-nom V.subj	A
Eastern Armenian	25	BREAK	ǯaɾdel	Basic	1-nom 2-nomdat (3-instr) V.subj[1]	2	broken thing	NP-nomdat	P
Eastern Armenian	25	BREAK	ǯaɾdel	Basic	1-nom 2-nomdat (3-instr) V.subj[1]	3	breaking instrument	NP-instr	I
Eastern Armenian	26	KILL	mahacʰnel	Basic	1-nom 2-nomdat V.subj[1]	1	killer	NP-nom V.subj	A
Eastern Armenian	26	KILL	mahacʰnel	Basic	1-nom 2-nomdat V.subj[1]	2	killee	NP-nomdat	P
Eastern Armenian	26	KILL	moɾtʰel	Basic	1-nom 2-nomdat (3-instr) V.subj[1]	1	killer	NP-nom V.subj	A
Eastern Armenian	26	KILL	moɾtʰel	Basic	1-nom 2-nomdat (3-instr) V.subj[1]	2	killee	NP-nomdat	P
