Language_name	Meaning_number	Meaning_label	Verb_form	Example_numbers	Coding_frame_schema	Abstract subject	Accidental Body-part	Accidental Reflexive	Assisting Body-part	Benefactive	Causative-Inchoative	Cognate Object	Conative	Dative	Direct Quotation	Directed Nonverbal Expression	Experiencer Passive with of-Stimulus	Gerundive complement	Get-a-VP(nominal)	Have-a-VP(nominal)	Inchoative-Causative	Instrumental Object	Instrumental Subject	Into-Resultative	Location-capacity subject	Locative	Locative promotion	Locus of personal contact	Malefactive	Middle	Path subject	Possessor ascension	Quasi-agentive Instrumental Subject	Quasi-benefactive-accompaniment with	Reciprocal	Resultative complement	Source-of-part	Stimulus prepositional object	Stimulus Subject	That-complement	To-complement	Topic-about	Understood Omitted Object	Understood Reflexive Object	Way-construction	Wh-complement	With/against alternation
English	58	SCREAM	scream	267, 268, 269, 270	1-nom > V.subj[1]	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Marginally	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never
English	59	FEEL PAIN	hurt	309, 310, 311, 312	1-nom > V.subj[1]	Never	Regularly	Regularly	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never
English	59	FEEL PAIN	have (a) pain	313, 314, 315	1-nom > V.subj[1] > LOC2	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never
English	60	FEEL COLD	feel cold	290	1-nom > V.subj[1]	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never
English	61	DIE	die	73, 74, 75	1-nom > V.subj[1]	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Marginally	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never
English	62	PLAY	play	215, 216, 217, 218, 219, 220, 424	1-nom > V.subj[1]	Never	Never	Never	Never	Never	Never	Regularly	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Regularly	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never
English	63	BE SAD	be sad	291	1-nom > V.subj[1]	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never
English	63	BE SAD	feel sad	292	1-nom > V.subj[1]	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never
English	64	BE HUNGRY	be hungry	301, 302	1-nom > V.subj[1]	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never
English	64	BE HUNGRY	feel hungry	303	1-nom > V.subj[1]	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never
English	65	ROLL	roll	259, 260, 261, 262	1-nom > V.subj[1] > LOC2	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Regularly	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never
English	66	SINK	sink	263, 264, 265, 426, 427, 428, 429	1-nom > V.subj[1]	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Regularly	Never	Never	Never	Never	Never	Never	Never	Marginally	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never
English	67	BURN	burn	5, 6, 7, 8, 9, 10, 11, 21, 414	1-nom > V.subj[1]	Never	Never	Regularly	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Regularly	Never	Never	Never	Never	Never	Never	Never	Never	Regularly	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never
English	68	BE DRY	be dry	297, 298, 299, 300	1-nom > V.subj[1]	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Regularly	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never
English	69	RAIN	rain	4, 407, 408	V	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Marginally	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never
English	70	BE A HUNTER	be a hunter	266	1-nom > V.subj[1]	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never
English	71	GRIND	grind	188, 189, 190, 191	1-nom > V.subj[1] > 2-acc (> with+3)	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Regularly	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never
English	72	WIPE	wipe	171, 172, 173, 174	1-nom > V.subj[1] > 2-acc > LOC3	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Marginally	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never
English	73	DIG	dig	175, 176, 177, 178, 179, 180, 181	1-nom > V.subj[1]	Never	Never	Never	Never	Never	Never	Regularly	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Marginally	Never	Never
English	74	PUSH	push	182, 183, 184, 185, 186, 187	1-nom > V.subj[1] > 2-acc > LOC3	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Marginally	Never	Never
English	75	BRING	bring	349, 350, 351, 352, 353, 354	1-nom > V.subj[1] > 2-acc (> to+3)	Never	Never	Never	Never	Never	Never	Never	Never	Regularly	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Regularly	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never
English	76	STEAL	steal	373, 374, 375, 376	1-nom > V.subj[1] > 2-acc (> from+3)	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Regularly	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never
English	77	TEACH	teach	209, 210, 211, 212, 213, 214, 446	1-nom > V.subj[1] > 2-acc > 3	Never	Never	Never	Never	Never	Never	Regularly	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Regularly	Regularly	Never	Never	Regularly	Never
English	78	HEAR	hear	316, 317, 318, 319, 320	1-nom > V.subj[1] > 2-acc	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Regularly	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Regularly	Never	Never	Never	Never	Never
English	78	HEAR	listen (to)	321, 322, 323, 324	1-nom > V.subj[1] > to+2	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Regularly	Never	Never	Never	Never
English	79	COOK	cook	192, 193, 194, 195	1-nom > V.subj[1] > 2-acc	Never	Never	Never	Never	Regularly	Regularly	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Regularly	Never	Never	Never	Never
English	80	BOIL	boil	339, 340, 341	1-nom > V.subj[1]	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Regularly	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Marginally	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never	Never
