Language_name	Meaning_number	Meaning_label	Verb_form	Alternation_name	Alternation_occurs	Coding_frame_schema
Nǀǀng	1	EAT	ain	Addition of direct object	Never	
Nǀǀng	1	EAT	ain	Addition of direct object via SVC	Never	
Nǀǀng	1	EAT	ain	Addition of instrument/comitative	Never	
Nǀǀng	1	EAT	ain	Addition of oblique	Never	
Nǀǀng	1	EAT	ain	Addition of oblique + direct object via SVC	Never	
Nǀǀng	1	EAT	ain	Addition of oblique via SVC	Never	
Nǀǀng	1	EAT	ain	Clausal complement instead of direct object	Never	
Nǀǀng	1	EAT	ain	Clausal complement instead of oblique argument	Never	
Nǀǀng	1	EAT	ain	Coded causative	Regularly	
Nǀǀng	1	EAT	ain	Coded causative + addition of oblique	Never	
Nǀǀng	1	EAT	ain	Deagentive	Never	
Nǀǀng	1	EAT	ain	Deletion of dative object	Never	
Nǀǀng	1	EAT	ain	Deletion of direct object	Regularly	
Nǀǀng	1	EAT	ain	Deletion of indirect object	Never	
Nǀǀng	1	EAT	ain	Deletion of oblique	Never	
Nǀǀng	1	EAT	ain	Demotion of direct object to oblique	Never	
Nǀǀng	1	EAT	ain	Demotion of indirect object to oblique (via SVC)	Never	
Nǀǀng	1	EAT	ain	Locative shift: goal as direct object (instead of theme) with the theme coded as instrumental/comitative	Never	
Nǀǀng	1	EAT	ain	Locative shift: theme as direct object (instead of goal)	Never	
Nǀǀng	1	EAT	ain	Promotion of direct object to oblique	Never	
Nǀǀng	1	EAT	ain	Promotion of oblique to indirect object	Never	
Nǀǀng	1	EAT	ain	Theme as instrument instead of oblique	Never	
Nǀǀng	1	EAT	ain	Uncoded causative	Never	
Nǀǀng	2	HUG	no verbal counterpart	Addition of direct object	Never	
Nǀǀng	2	HUG	no verbal counterpart	Addition of direct object via SVC	Never	
Nǀǀng	2	HUG	no verbal counterpart	Addition of instrument/comitative	Never	
Nǀǀng	2	HUG	no verbal counterpart	Addition of oblique	Never	
Nǀǀng	2	HUG	no verbal counterpart	Addition of oblique + direct object via SVC	Never	
Nǀǀng	2	HUG	no verbal counterpart	Addition of oblique via SVC	Never	
Nǀǀng	2	HUG	no verbal counterpart	Clausal complement instead of direct object	Never	
Nǀǀng	2	HUG	no verbal counterpart	Clausal complement instead of oblique argument	Never	
Nǀǀng	2	HUG	no verbal counterpart	Coded causative	Never	
Nǀǀng	2	HUG	no verbal counterpart	Coded causative + addition of oblique	Never	
Nǀǀng	2	HUG	no verbal counterpart	Deagentive	Never	
Nǀǀng	2	HUG	no verbal counterpart	Deletion of dative object	Never	
Nǀǀng	2	HUG	no verbal counterpart	Deletion of direct object	Never	
Nǀǀng	2	HUG	no verbal counterpart	Deletion of indirect object	Never	
Nǀǀng	2	HUG	no verbal counterpart	Deletion of oblique	Never	
Nǀǀng	2	HUG	no verbal counterpart	Demotion of direct object to oblique	Never	
Nǀǀng	2	HUG	no verbal counterpart	Demotion of indirect object to oblique (via SVC)	Never	
Nǀǀng	2	HUG	no verbal counterpart	Locative shift: goal as direct object (instead of theme) with the theme coded as instrumental/comitative	Never	
Nǀǀng	2	HUG	no verbal counterpart	Locative shift: theme as direct object (instead of goal)	Never	
Nǀǀng	2	HUG	no verbal counterpart	Promotion of direct object to oblique	Never	
Nǀǀng	2	HUG	no verbal counterpart	Promotion of oblique to indirect object	Never	
Nǀǀng	2	HUG	no verbal counterpart	Theme as instrument instead of oblique	Never	
Nǀǀng	2	HUG	no verbal counterpart	Uncoded causative	Never	
Nǀǀng	3	LOOK AT	ǂaqe	Addition of direct object	Never	
