Language_name	Meaning_number	Meaning_label	Verb_form	Alternation_name	Alternation_occurs	Coding_frame_schema
Xârâcùù	1	EAT	da	Ambitransitive Alternation 1	Never	
Xârâcùù	1	EAT	da	Ambitransitive Alternation 2	Never	
Xârâcùù	1	EAT	da	Applicative alternation	Never	
Xârâcùù	1	EAT	da	Causative alternation	Regularly	
Xârâcùù	1	EAT	da	Conative alternation	Marginally	
Xârâcùù	1	EAT	da	Impersonal alternation	No data	
Xârâcùù	1	EAT	da	Middle alternation	Regularly	
Xârâcùù	1	EAT	da	Nominalization alternation	Regularly	
Xârâcùù	1	EAT	da	Object Omission alternation	Regularly	
Xârâcùù	1	EAT	da	Oblique/Direct alternation	No data	
Xârâcùù	1	EAT	da	Reflexive/Reciprocal omission alternation	No data	
Xârâcùù	1	EAT	kê (2)	Ambitransitive Alternation 1	Never	
Xârâcùù	1	EAT	kê (2)	Ambitransitive Alternation 2	Never	
Xârâcùù	1	EAT	kê (2)	Applicative alternation	Never	
Xârâcùù	1	EAT	kê (2)	Causative alternation	Regularly	
Xârâcùù	1	EAT	kê (2)	Conative alternation	Marginally	
Xârâcùù	1	EAT	kê (2)	Impersonal alternation	No data	
Xârâcùù	1	EAT	kê (2)	Middle alternation	Never	
Xârâcùù	1	EAT	kê (2)	Nominalization alternation	Regularly	
Xârâcùù	1	EAT	kê (2)	Object Omission alternation	Regularly	
Xârâcùù	1	EAT	kê (2)	Oblique/Direct alternation	Marginally	
Xârâcùù	1	EAT	kê (2)	Reflexive/Reciprocal omission alternation	Never	
Xârâcùù	1	EAT	xwè	Ambitransitive Alternation 1	Never	
Xârâcùù	1	EAT	xwè	Ambitransitive Alternation 2	Never	
Xârâcùù	1	EAT	xwè	Applicative alternation	Never	
Xârâcùù	1	EAT	xwè	Causative alternation	Marginally	
Xârâcùù	1	EAT	xwè	Conative alternation	No data	
Xârâcùù	1	EAT	xwè	Impersonal alternation	No data	
Xârâcùù	1	EAT	xwè	Middle alternation	Never	
Xârâcùù	1	EAT	xwè	Nominalization alternation	Marginally	
Xârâcùù	1	EAT	xwè	Object Omission alternation	Marginally	
Xârâcùù	1	EAT	xwè	Oblique/Direct alternation	Never	
Xârâcùù	1	EAT	xwè	Reflexive/Reciprocal omission alternation	No data	
Xârâcùù	2	HUG	satee	Ambitransitive Alternation 1	Never	
Xârâcùù	2	HUG	satee	Ambitransitive Alternation 2	Never	
Xârâcùù	2	HUG	satee	Applicative alternation	Never	
Xârâcùù	2	HUG	satee	Causative alternation	Marginally	
Xârâcùù	2	HUG	satee	Conative alternation	No data	
Xârâcùù	2	HUG	satee	Impersonal alternation	No data	
Xârâcùù	2	HUG	satee	Middle alternation	Never	
Xârâcùù	2	HUG	satee	Nominalization alternation	Marginally	
Xârâcùù	2	HUG	satee	Object Omission alternation	No data	
Xârâcùù	2	HUG	satee	Oblique/Direct alternation	No data	
Xârâcùù	2	HUG	satee	Reflexive/Reciprocal omission alternation	No data	
Xârâcùù	3	LOOK AT	téé fè	Ambitransitive Alternation 1	Never	
Xârâcùù	3	LOOK AT	téé fè	Ambitransitive Alternation 2	Never	
Xârâcùù	3	LOOK AT	téé fè	Applicative alternation	Never	
Xârâcùù	3	LOOK AT	téé fè	Causative alternation	Regularly	
Xârâcùù	3	LOOK AT	téé fè	Conative alternation	Never	
Xârâcùù	3	LOOK AT	téé fè	Impersonal alternation	No data	
Xârâcùù	3	LOOK AT	téé fè	Middle alternation	No data	
Xârâcùù	3	LOOK AT	téé fè	Nominalization alternation	Regularly	
Xârâcùù	3	LOOK AT	téé fè	Object Omission alternation	No data	
Xârâcùù	3	LOOK AT	téé fè	Oblique/Direct alternation	No data	
Xârâcùù	3	LOOK AT	téé fè	Reflexive/Reciprocal omission alternation	No data	
Xârâcùù	4	SEE	téé	Ambitransitive Alternation 1	Never	
Xârâcùù	4	SEE	téé	Ambitransitive Alternation 2	Never	
Xârâcùù	4	SEE	téé	Applicative alternation	Never	
Xârâcùù	4	SEE	téé	Causative alternation	Regularly	
Xârâcùù	4	SEE	téé	Conative alternation	Never	
Xârâcùù	4	SEE	téé	Impersonal alternation	No data	
Xârâcùù	4	SEE	téé	Middle alternation	Never	
Xârâcùù	4	SEE	téé	Nominalization alternation	Regularly	
Xârâcùù	4	SEE	téé	Object Omission alternation	Marginally	
Xârâcùù	4	SEE	téé	Oblique/Direct alternation	No data	
Xârâcùù	4	SEE	téé	Reflexive/Reciprocal omission alternation	No data	
Xârâcùù	4	SEE	xâpârî	Ambitransitive Alternation 1	Never	
Xârâcùù	4	SEE	xâpârî	Ambitransitive Alternation 2	Never	
