Language_name	Meaning_number	Meaning_label	Verb_form	Alternation_name	Alternation_occurs	Coding_frame_schema
Japanese (standard)	1	EAT	taberu	Argument-Decreasing Alternation	Never	
Japanese (standard)	1	EAT	taberu	Argument-Increasing Alternation	Never	
Japanese (standard)	1	EAT	taberu	Argument-Oblique Alternation	Never	
Japanese (standard)	1	EAT	taberu	Direct Passivization Promoting Ni-marked Argument	Never	
Japanese (standard)	1	EAT	taberu	Direct Passivization Promoting O-marked argument	Regularly	2-nom passV'
Japanese (standard)	1	EAT	taberu	Locative Alternation	Never	
Japanese (standard)	1	EAT	taberu	Potential Formation	Regularly	1-nom 2-acc V'pot
Japanese (standard)	2	HUG	dakisimeru	Argument-Decreasing Alternation	Never	
Japanese (standard)	2	HUG	dakisimeru	Argument-Increasing Alternation	Never	
Japanese (standard)	2	HUG	dakisimeru	Argument-Oblique Alternation	Never	
Japanese (standard)	2	HUG	dakisimeru	Direct Passivization Promoting Ni-marked Argument	Never	
Japanese (standard)	2	HUG	dakisimeru	Direct Passivization Promoting O-marked argument	Regularly	2-nom passV'
Japanese (standard)	2	HUG	dakisimeru	Locative Alternation	Never	
Japanese (standard)	2	HUG	dakisimeru	Potential Formation	Regularly	1-nom 2-acc V'pot
Japanese (standard)	3	LOOK AT	miru	Argument-Decreasing Alternation	Regularly	2-nom V'decr
Japanese (standard)	3	LOOK AT	miru	Argument-Increasing Alternation	Never	
Japanese (standard)	3	LOOK AT	miru	Argument-Oblique Alternation	Never	
Japanese (standard)	3	LOOK AT	miru	Direct Passivization Promoting Ni-marked Argument	Never	
Japanese (standard)	3	LOOK AT	miru	Direct Passivization Promoting O-marked argument	Regularly	2-nom passV'
Japanese (standard)	3	LOOK AT	miru	Locative Alternation	Never	
Japanese (standard)	3	LOOK AT	miru	Potential Formation	Regularly	1-nom 2-acc V'pot
Japanese (standard)	4	SEE	mieru	Argument-Decreasing Alternation	Regularly	2-nom V'decr
Japanese (standard)	4	SEE	mieru	Argument-Increasing Alternation	Never	
Japanese (standard)	4	SEE	mieru	Argument-Oblique Alternation	Regularly	
Japanese (standard)	4	SEE	mieru	Direct Passivization Promoting Ni-marked Argument	Never	
Japanese (standard)	4	SEE	mieru	Direct Passivization Promoting O-marked argument	Never	
Japanese (standard)	4	SEE	mieru	Locative Alternation	Never	
Japanese (standard)	4	SEE	mieru	Potential Formation	Never	
Japanese (standard)	5	SMELL	nioi-o kagu	Argument-Decreasing Alternation	Never	
Japanese (standard)	5	SMELL	nioi-o kagu	Argument-Increasing Alternation	Never	
Japanese (standard)	5	SMELL	nioi-o kagu	Argument-Oblique Alternation	Never	
Japanese (standard)	5	SMELL	nioi-o kagu	Direct Passivization Promoting Ni-marked Argument	Never	
Japanese (standard)	5	SMELL	nioi-o kagu	Direct Passivization Promoting O-marked argument	Never	
Japanese (standard)	5	SMELL	nioi-o kagu	Locative Alternation	Never	
Japanese (standard)	5	SMELL	nioi-o kagu	Potential Formation	Regularly	1-nom V'pot
Japanese (standard)	6	FEAR	kowagaru	Argument-Decreasing Alternation	Never	
Japanese (standard)	6	FEAR	kowagaru	Argument-Increasing Alternation	Never	
Japanese (standard)	6	FEAR	kowagaru	Argument-Oblique Alternation	Never	
Japanese (standard)	6	FEAR	kowagaru	Direct Passivization Promoting Ni-marked Argument	Never	
Japanese (standard)	6	FEAR	kowagaru	Direct Passivization Promoting O-marked argument	Regularly	2-nom passV'
Japanese (standard)	6	FEAR	kowagaru	Locative Alternation	Never	
Japanese (standard)	6	FEAR	kowagaru	Potential Formation	Never	
Japanese (standard)	7	FRIGHTEN	kowagaraseru	Argument-Decreasing Alternation	Never	
Japanese (standard)	7	FRIGHTEN	kowagaraseru	Argument-Increasing Alternation	Never	
Japanese (standard)	7	FRIGHTEN	kowagaraseru	Argument-Oblique Alternation	Never	
Japanese (standard)	7	FRIGHTEN	kowagaraseru	Direct Passivization Promoting Ni-marked Argument	Never	
Japanese (standard)	7	FRIGHTEN	kowagaraseru	Direct Passivization Promoting O-marked argument	Regularly	2-nom passV'
Japanese (standard)	7	FRIGHTEN	kowagaraseru	Locative Alternation	Never	
