Language_name	Meaning_number	Meaning_label	Verb_form	Basic_or_derived_coding_frame	Coding_frame_schema	Index_number	Microrole_name	Coding_set_name	Argument_type
Korean	1	EAT	meogda	Basic	1-nom 2-acc V	1	eater	NP-nom	A
Korean	1	EAT	meogda	Basic	1-nom 2-acc V	2	eaten food	NP-acc	P
Korean	1	EAT	meogda	Derived	2-nom 1-dat passV'	1	eater	NP-dat	
Korean	1	EAT	meogda	Derived	2-nom 1-dat passV'	2	eaten food	NP-nom	
Korean	1	EAT	meogda	Derived	2-nom passperV'	2	eaten food	NP-nom	
Korean	1	EAT	meogda	Derived	4-nom 1-dat 2-acc causV'	1	eater	NP-dat	
Korean	1	EAT	meogda	Derived	4-nom 1-dat 2-acc causV'	2	eaten food	NP-acc	
Korean	1	EAT	meogda	Derived	4-nom 1-dat 2-acc causV'	4	eat causer/feeder	NP-nom	
Korean	2	HUG	anda	Basic	1-nom 2-acc V	1	hugger	NP-nom	A
Korean	2	HUG	anda	Basic	1-nom 2-acc V	2	huggee	NP-acc	P
Korean	2	HUG	anda	Derived	1-nom 2-com V'	1	hugger	NP-nom	
Korean	2	HUG	anda	Derived	1-nom 2-com V'	2	huggee	NP-com	
Korean	2	HUG	anda	Derived	2-nom 1-dat passV'	1	hugger	NP-dat	
Korean	2	HUG	anda	Derived	2-nom 1-dat passV'	2	huggee	NP-nom	
Korean	2	HUG	anda	Derived	4-nom 1-dat 2-acc causV'	1	hugger	NP-dat	
Korean	2	HUG	anda	Derived	4-nom 1-dat 2-acc causV'	2	huggee	NP-acc	
Korean	2	HUG	anda	Derived	4-nom 1-dat 2-acc causV'	4	hug causer	NP-nom	
Korean	3	LOOK AT	baraboda	Basic	1-nom 2-acc V	1	looker	NP-nom	A
Korean	3	LOOK AT	baraboda	Basic	1-nom 2-acc V	2	looked at entity	NP-acc	P
Korean	4	SEE	boda	Basic	1-nom 2-acc V	1	seeer	NP-nom	A
Korean	4	SEE	boda	Basic	1-nom 2-acc V	2	seen entity	NP-acc	P
Korean	4	SEE	boda	Derived	2-nom 1-dat passV'	1	seeer	NP-dat	
Korean	4	SEE	boda	Derived	2-nom 1-dat passV'	2	seen entity	NP-nom	
Korean	4	SEE	boda	Derived	2-nom passperV'	2	seen entity	NP-nom	
Korean	4	SEE	boda	Derived	4-nom 1-dat 2-acc causV'	1	seeer	NP-dat	
Korean	4	SEE	boda	Derived	4-nom 1-dat 2-acc causV'	2	seen entity	NP-acc	
Korean	4	SEE	boda	Derived	4-nom 1-dat 2-acc causV'	4	see causer	NP-nom	
Korean	5	SMELL	naemsaereul matta	Basic	1-nom 2-acc V	1	smeller	NP-nom	A
Korean	5	SMELL	naemsaereul matta	Basic	1-nom 2-acc V	2	smelled entity	NP-acc	P
Korean	6	FEAR	museobda	Basic	1-nom 2-nom V	1	fearer	NP-nom	S
Korean	6	FEAR	museobda	Basic	1-nom 2-nom V	2	fear stimulus	NP-nom	X
Korean	7	FRIGHTEN	nollaeda	Basic	1-nom V	1	frightenee	NP-nom	S
Korean	7	FRIGHTEN	nollaeda	Derived	4-nom 1-acc causV'	1	frightenee	NP-acc	
Korean	7	FRIGHTEN	nollaeda	Derived	4-nom 1-acc causV'	4	scare causer	NP-nom	
Korean	8	LIKE	johda	Basic	1-nom 2-nom V	1	liker	NP-nom	S
Korean	8	LIKE	johda	Basic	1-nom 2-nom V	2	liked entity	NP-nom	X
Korean	9	KNOW	alda	Basic	1-nom 2-acc V	1	knower	NP-nom	A
Korean	9	KNOW	alda	Basic	1-nom 2-acc V	2	known thing/person	NP-acc	P
Korean	9	KNOW	alda	Derived	4-nom 1-dat 2-acc causV'	1	knower	NP-dat	
Korean	9	KNOW	alda	Derived	4-nom 1-dat 2-acc causV'	2	known thing/person	NP-acc	
Korean	9	KNOW	alda	Derived	4-nom 1-dat 2-acc causV'	4	know causer	NP-nom	
Korean	10	THINK	saenggaghada	Basic	1-nom 2-acc V	1	thinker	NP-nom	A
Korean	10	THINK	saenggaghada	Basic	1-nom 2-acc V	2	thought content	NP-acc	P
Korean	11	SEARCH FOR	chajda	Basic	1-nom 2-acc V	1	searcher	NP-nom	A
Korean	11	SEARCH FOR	chajda	Basic	1-nom 2-acc V	2	searched for thing	NP-acc	P
Korean	11	SEARCH FOR	chajda	Derived	2-nom passperV'	2	searched for thing	NP-nom	
Korean	12	WASH	mogyoksikida	Basic	1-nom 2-acc V	1	washer	NP-nom	A
Korean	12	WASH	mogyoksikida	Basic	1-nom 2-acc V	2	washed entity	NP-acc	P
Korean	12	WASH	ppalda	Basic	1-nom 2-acc 3-instr V	1	washer	NP-nom	A
Korean	12	WASH	ppalda	Basic	1-nom 2-acc 3-instr V	2	washed entity	NP-acc	P
Korean	12	WASH	ppalda	Derived	2-nom 3-instr passperV'	2	washed entity	NP-nom	
Korean	12	WASH	sesuhada	Basic	1-nom V	1	washer	NP-nom	S
Korean	12	WASH	ssisda	Basic	1-nom 2-acc 3-instr V	1	washer	NP-nom	A
Korean	12	WASH	ssisda	Basic	1-nom 2-acc 3-instr V	2	washed entity	NP-acc	P
Korean	12	WASH	ssisda	Basic	1-nom 2-acc 3-instr V	3	washing instrument	NP-instr	I
Korean	12	WASH	ssisda	Derived	2-nom 1-dat 3-instr passV'	1	washer	NP-dat	
Korean	12	WASH	ssisda	Derived	2-nom 1-dat 3-instr passV'	2	washed entity	NP-nom	
Korean	12	WASH	ssisda	Derived	2-nom 1-dat 3-instr passV'	3	washing instrument	NP-instr	
Korean	12	WASH	ssisda	Derived	2-nom 3-instr passperV'	2	washed entity	NP-nom	
Korean	12	WASH	ssisda	Derived	2-nom 3-instr passperV'	3	washing instrument	NP-instr	
Korean	13	DRESS	os(eul) ibda	Basic	1-nom 2-acc V	1	dresser	NP-nom	A
Korean	13	DRESS	os(eul) ibda	Derived	4-nom 1-dat 2-acc causV'	1	dresser	NP-dat	
Korean	13	DRESS	os(eul) ibda	Derived	4-nom 1-dat 2-acc causV'	4	dress causer	NP-nom	
Korean	14	SHAVE (a body part/person)	kkakkda	Basic	1-nom 2-acc V	1	shaver (of body part)	NP-nom	A
Korean	14	SHAVE (a body part/person)	kkakkda	Basic	1-nom 2-acc V	2	shaved body part	NP-acc	P
Korean	14	SHAVE (a body part/person)	kkakkda	Derived	2-nom 1-dat passV'	1	shaver (of body part)	NP-dat	
Korean	14	SHAVE (a body part/person)	kkakkda	Derived	2-nom 1-dat passV'	2	shaved body part	NP-nom	
Korean	14	SHAVE (a body part/person)	kkakkda	Derived	2-nom passperV'	2	shaved body part	NP-nom	
Korean	15	HELP	dowajuda	Basic	1-nom 2-acc V	1	helper	NP-nom	A
Korean	15	HELP	dowajuda	Basic	1-nom 2-acc V	2	helpee	NP-acc	P
Korean	16	FOLLOW	ttaragada	Basic	1-nom 2-acc V	1	follower	NP-nom	A
Korean	16	FOLLOW	ttaragada	Basic	1-nom 2-acc V	2	followee	NP-acc	P
Korean	17	MEET	mannada	Basic	1-nom 2-acc V	1	meeter	NP-nom	A
Korean	17	MEET	mannada	Basic	1-nom 2-acc V	2	met person	NP-acc	P
Korean	17	MEET	mannada	Derived	1-nom 2-com V'	1	meeter	NP-nom	
Korean	17	MEET	mannada	Derived	1-nom 2-com V'	2	met person	NP-com	
Korean	18	TALK	iyagihada	Basic	1-nom 2-dat UTT3 V	1	talker	NP-nom	S
Korean	18	TALK	iyagihada	Basic	1-nom 2-dat UTT3 V	2	talked to person	NP-dat	X
Korean	18	TALK	iyagihada	Basic	1-nom 2-dat UTT3 V	3	talked about content	UTT	X
Korean	18	TALK	iyagihada	Derived	1-nom 2-com UTT3 V'	1	talker	NP-nom	
Korean	18	TALK	iyagihada	Derived	1-nom 2-com UTT3 V'	2	talked to person	NP-com	
Korean	18	TALK	iyagihada	Derived	1-nom 2-com UTT3 V'	3	talked about content	UTT	
Korean	19	ASK FOR	yoguhada	Basic	1-nom 2-acc 3-abl V	1	asker	NP-nom	A
Korean	19	ASK FOR	yoguhada	Basic	1-nom 2-acc 3-abl V	2	requested thing	NP-acc	P
Korean	19	ASK FOR	yoguhada	Basic	1-nom 2-acc 3-abl V	3	askee	NP-abl	X
Korean	20	SHOUT AT	sorijireuda	Basic	1-nom 2-dat V	1	shouter	NP-nom	S
Korean	20	SHOUT AT	sorijireuda	Basic	1-nom 2-dat V	2	shoutee	NP-dat	X
Korean	22	SAY	malhada	Basic	1-nom 2-dat 3-quot V	1	sayer	NP-nom	S
Korean	22	SAY	malhada	Basic	1-nom 2-dat 3-quot V	2	saying addressee	NP-dat	X
Korean	22	SAY	malhada	Basic	1-nom 2-dat 3-quot V	3	said content	NP-quot	X
Korean	23	NAME	bureuda	Basic	1-nom 2-acc 3-quot V	1	namer	NP-nom	A
Korean	23	NAME	bureuda	Basic	1-nom 2-acc 3-quot V	2	namee	NP-acc	P
Korean	23	NAME	bureuda	Basic	1-nom 2-acc 3-quot V	3	name	NP-quot	X
Korean	23	NAME	bureuda	Derived	2-nom 1-dat 3-quot passV'	1	namer	NP-dat	
Korean	23	NAME	bureuda	Derived	2-nom 1-dat 3-quot passV'	2	namee	NP-nom	
Korean	23	NAME	bureuda	Derived	2-nom 1-dat 3-quot passV'	3	name	NP-quot	
Korean	24	BUILD	jisda	Basic	1-nom 2-acc 3-instr V	1	builder	NP-nom	A
Korean	24	BUILD	jisda	Basic	1-nom 2-acc 3-instr V	2	built thing	NP-acc	P
