Language_name	Meaning_number	Meaning_label	Verb_form	Alternation_name	Alternation_occurs	Coding_frame_schema
Nen	1	EAT	nne	Adjunct addition	No data	
Nen	1	EAT	nne	Allative alternation	No data	
Nen	1	EAT	nne	Assume.position alternation	No data	
Nen	1	EAT	nne	Autobenefactive	No data	
Nen	1	EAT	nne	Causative	No data	
Nen	1	EAT	nne	Dative addition	No data	
Nen	1	EAT	nne	Dative alternation	No data	
Nen	1	EAT	nne	Deagentive alternation	No data	
Nen	1	EAT	nne	Locative alternation	No data	
Nen	1	EAT	nne	Middle	No data	
Nen	1	EAT	nne	Middle object addition	No data	
Nen	1	EAT	nne	Middle object-downgrading alternation	No data	
Nen	1	EAT	nne	Object omission	No data	
Nen	1	EAT	nne	Placement alternation	No data	
Nen	1	EAT	nne	Pseudo-passive	No data	
Nen	1	EAT	nne	Reciprocal (copular version)	No data	
Nen	1	EAT	nne	Reflexive/reciprocal	Regularly	
Nen	2	HUG	wambns	Adjunct addition	No data	
Nen	2	HUG	wambns	Allative alternation	No data	
Nen	2	HUG	wambns	Assume.position alternation	No data	
Nen	2	HUG	wambns	Autobenefactive	No data	
Nen	2	HUG	wambns	Causative	No data	
Nen	2	HUG	wambns	Dative addition	No data	
Nen	2	HUG	wambns	Dative alternation	No data	
Nen	2	HUG	wambns	Deagentive alternation	No data	
Nen	2	HUG	wambns	Locative alternation	No data	
Nen	2	HUG	wambns	Middle	No data	
Nen	2	HUG	wambns	Middle object addition	No data	
Nen	2	HUG	wambns	Middle object-downgrading alternation	No data	
Nen	2	HUG	wambns	Object omission	No data	
Nen	2	HUG	wambns	Placement alternation	No data	
Nen	2	HUG	wambns	Pseudo-passive	No data	
Nen	2	HUG	wambns	Reciprocal (copular version)	No data	
Nen	2	HUG	wambns	Reflexive/reciprocal	Regularly	
Nen	3	LOOK AT	wakaes	Adjunct addition	No data	
Nen	3	LOOK AT	wakaes	Allative alternation	No data	
Nen	3	LOOK AT	wakaes	Assume.position alternation	No data	
Nen	3	LOOK AT	wakaes	Autobenefactive	No data	
